sim_time_s,state,active_position_reference_kind,active_joint_reference_kind,ref_px,ref_py,ref_pz,qcmd_shoulder_pan_joint,qdcmd_shoulder_pan_joint,qcmd_shoulder_lift_joint,qdcmd_shoulder_lift_joint,qcmd_elbow_joint,qdcmd_elbow_joint,qcmd_wrist_1_joint,qdcmd_wrist_1_joint,qcmd_wrist_roll_joint,qdcmd_wrist_roll_joint,qcmd_left_knuckle_joint,qdcmd_left_knuckle_joint
2.543,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.10238554442719128,0.0,0.01989492843257068,0.0,0.04213498278207428,0.0,0.01760254193835209,0.0,0.013999705704921261,0.0,0.001771101563278421,0.0
2.5540000000000003,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.10238554442719128,0.0,0.01989492843257068,0.0,0.04213498278207428,0.0,0.01760254193835209,0.0,0.013999705704921261,0.0,0.001771101563278421,0.0
2.557,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.10344608292576574,0.0,0.01984588739116777,0.0,0.04231021182626016,0.0,0.017661669665753443,0.0,0.014083652745960684,0.0,0.0017749251760461604,0.0
2.589,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.10444579222774486,0.0,0.019718698706115312,0.0,0.04226179094731464,0.0,0.017238252737519666,0.0,0.013911096945320445,0.0,0.00156855184440019,0.0
2.626,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.10653471774394241,0.0,0.01972495742772029,0.0,0.042597233304817905,0.0,0.017273270759038617,0.0,0.013296937062646563,0.0,0.0012763889659019867,0.0
2.661,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.10867740241374513,0.0,0.019624841995607767,0.0,0.042835341108657055,0.0,0.01721383335955018,0.0,0.012994887826711654,0.0,0.0011010717360928624,0.0
2.686,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.10977011074800025,0.0,0.019575793761018367,0.0,0.04296351745683946,0.0,0.017202439273510173,0.0,0.012498077845094713,0.0,0.0010931718184696848,0.0
2.686,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.10977011074800025,0.0,0.019575793761018367,0.0,0.04296351745683946,0.0,0.017202439273510173,0.0,0.012498077845094713,0.0,0.0010931718184696848,0.0
2.7199999999999998,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.11190210918355703,0.0,0.019500536453540995,0.0,0.04327291780262321,0.0,0.017246871435539823,0.0,0.012237955217744734,0.0,0.0011528588121851868,0.0
2.7199999999999998,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.11190210918355703,0.0,0.019500536453540995,0.0,0.04327291780262321,0.0,0.017246871435539823,0.0,0.012237955217744734,0.0,0.0011528588121851868,0.0
2.7439999999999998,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.11298092264325632,0.0,0.019378525622119724,0.0,0.04324443750337714,0.0,0.01692552813763637,0.0,0.011561313961433228,0.0,-0.0007277637310325602,0.0
2.782,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.11499211787069363,0.0,0.019454536167838654,0.0,0.04362012708885388,0.0,0.016934893059176837,0.0,0.011395056661998915,0.0,0.0015157614103813444,0.0
2.817,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,-0.11716787145302199,0.0,0.019371233880194794,0.0,0.04384088588950252,0.0,0.016847991403940554,0.0,0.010652411130185335,0.0,0.0015034286437520805,0.0
