sim_time_s,wall_time_s,state,active_position_reference_kind,active_joint_reference_kind,px,py,pz,ref_px,ref_py,ref_pz,hold_ref_px,hold_ref_py,hold_ref_pz,position_error_m,position_error_to_active_reference_m,position_error_to_final_hold_m,position_error_to_initial_m,takeoff_transition_error_m,vx,vy,vz,speed_mps,roll_rad,pitch_rad,yaw_rad,wx,wy,wz,yaw_error_rad,max_joint_error_rad,max_joint_error_to_active_reference_deg,max_joint_error_to_neutral_deg,offboard,armed,mavros_state_age_sim_s,mavros_state_age_wall_s,mavros_state_receive_count,q_shoulder_pan_joint,qd_shoulder_pan_joint,qref_shoulder_pan_joint,qcmd_shoulder_pan_joint,effort_shoulder_pan_joint,q_shoulder_lift_joint,qd_shoulder_lift_joint,qref_shoulder_lift_joint,qcmd_shoulder_lift_joint,effort_shoulder_lift_joint,q_elbow_joint,qd_elbow_joint,qref_elbow_joint,qcmd_elbow_joint,effort_elbow_joint,q_wrist_1_joint,qd_wrist_1_joint,qref_wrist_1_joint,qcmd_wrist_1_joint,effort_wrist_1_joint,q_wrist_roll_joint,qd_wrist_roll_joint,qref_wrist_roll_joint,qcmd_wrist_roll_joint,effort_wrist_roll_joint,q_left_knuckle_joint,qd_left_knuckle_joint,qref_left_knuckle_joint,qcmd_left_knuckle_joint,effort_left_knuckle_joint
2.543,0.1920019159988442,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.0,0.0,1.0,0.0,0.0,0.9866755371360456,0.0,nan,0.01090746559202671,-0.004229020792990923,0.06725902110338211,0.06826883141151602,-0.019065735863224884,0.025321052761595395,-0.04654519768604485,0.0008310633711516857,0.0048560998402535915,-0.0007013445720076566,-0.046545197686044856,0.0,0.0,5.866259578827246,False,False,0.0,0.0,1,-0.10238554442719128,-0.04749895836573756,-0.10238554442719128,-0.10238554442719128,nan,0.01989492843257068,-0.006863876501428992,0.01989492843257068,0.01989492843257068,nan,0.04213498278207428,0.005341209352295435,0.04213498278207428,0.04213498278207428,nan,0.01760254193835209,0.0002609062534982317,0.01760254193835209,0.01760254193835209,nan,0.013999705704921261,0.1725472948768988,0.013999705704921261,0.013999705704921261,nan,0.001771101563278421,0.11886388329454034,0.001771101563278421,0.001771101563278421,nan
2.5540000000000003,0.2299708299979102,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.0,0.0,1.0,0.0,0.0,0.9866755371360456,0.0,nan,0.01090746559202671,-0.004229020792990923,0.06725902110338211,0.06826883141151602,-0.019065735863224884,0.025321052761595395,-0.04654519768604485,0.0008310633711516857,0.0048560998402535915,-0.0007013445720076566,-0.046545197686044856,0.0,0.0,5.866259578827246,False,False,0.01100000000000012,0.06770130999939283,1,-0.10238554442719128,-0.04749895836573756,-0.10238554442719128,-0.10238554442719128,nan,0.01989492843257068,-0.006863876501428992,0.01989492843257068,0.01989492843257068,nan,0.04213498278207428,0.005341209352295435,0.04213498278207428,0.04213498278207428,nan,0.01760254193835209,0.0002609062534982317,0.01760254193835209,0.01760254193835209,nan,0.013999705704921261,0.1725472948768988,0.013999705704921261,0.013999705704921261,nan,0.001771101563278421,0.11886388329454034,0.001771101563278421,0.001771101563278421,nan
2.557,0.30924182099988684,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.0015174371656030416,-0.000838983803987503,0.015787065029144287,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.0,0.0,1.0,0.0024808193768323015,0.0024808193768323015,0.9842144623370055,0.0024808193768323015,nan,0.011703423224389553,-0.003829809371381998,0.07137049734592438,0.0724250332854249,-0.019075972572059615,0.02536442442837707,-0.046523241726802556,0.0008310633711516857,0.0048560998402535915,-0.0007013445720076566,-0.046523241726802556,0.0,0.0,5.9270239588067035,False,False,0.01399999999999979,0.14133250099985162,1,-0.10344608292576574,-0.05605640968531385,-0.10344608292576574,-0.10344608292576574,nan,0.01984588739116777,-0.0010225111121995108,0.01984588739116777,0.01984588739116777,nan,0.04231021182626016,0.010167516396767657,0.04231021182626016,0.04231021182626016,nan,0.017661669665753443,0.004167913637399949,0.017661669665753443,0.017661669665753443,nan,0.014083652745960684,0.17267807675409866,0.014083652745960684,0.014083652745960684,nan,0.0017749251760461604,0.11960425371471645,0.0017749251760461604,0.0017749251760461604,nan
2.589,0.38297960499767214,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.0017292456468567252,-0.0009018473792821169,0.017832204699516296,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.0,0.0,1.0,0.004537694490866487,0.004537694490866487,0.982169731637366,0.004537694490866487,nan,0.013372721150517464,-0.0038792015984654427,0.07482512295246124,0.07610963737176768,-0.01917004500042575,0.02541769329163439,-0.046453557397528905,-0.0016246696468442678,0.004197726026177406,0.0032510012388229366,-0.046453557397528905,0.0,0.0,5.984303082550077,False,False,0.0,0.0,2,-0.10444579222774486,-0.056923461230120924,-0.10444579222774486,-0.10444579222774486,nan,0.019718698706115312,0.0033872518587127406,0.019718698706115312,0.019718698706115312,nan,0.04226179094731464,0.012325471952547512,0.04226179094731464,0.04226179094731464,nan,0.017238252737519666,0.004269791592881423,0.017238252737519666,0.017238252737519666,nan,0.013911096945320445,0.016326072227278055,0.013911096945320445,0.013911096945320445,nan,0.00156855184440019,0.06797961042168649,0.00156855184440019,0.00156855184440019,nan
2.626,0.459952663997683,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.0023026035632938147,-0.001021491945721209,0.023480292409658432,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.0,0.0,1.0,0.010215741440068385,0.010215741440068385,0.9765229565869361,0.010215741440068385,nan,0.014464087784290314,-0.003841232042759657,0.08210677653551102,0.08345949707546962,-0.01914816546978552,0.025830117540018568,-0.04641164002687155,0.0004074772587046027,0.0073120007291436195,0.0009870906360447398,-0.046411640026871544,0.0,0.0,6.103989698345384,False,False,0.03699999999999992,0.07566525000220281,2,-0.10653471774394241,-0.055859951005000325,-0.10653471774394241,-0.10653471774394241,nan,0.01972495742772029,0.005507363875194124,0.01972495742772029,0.01972495742772029,nan,0.042597233304817905,0.012730442667049003,0.042597233304817905,0.042597233304817905,nan,0.017273270759038617,0.004609345330875422,0.017273270759038617,0.017273270759038617,nan,0.013296937062646563,-0.9426089563232531,0.013296937062646563,0.013296937062646563,nan,0.0012763889659019867,0.09362086791570279,0.0012763889659019867,0.0012763889659019867,nan
2.661,0.5360371850001684,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.0028977771289646626,-0.0011098075192421675,0.027801835909485817,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.0,0.0,1.0,0.014577469540157012,0.014577469540157012,0.9722031161470247,0.014577469540157012,nan,0.01755673810839653,-0.003615184221416712,0.08922284841537476,0.09100563328341023,-0.019265419660188375,0.02613121959112194,-0.04641246293345349,-0.0004841933259740472,0.00725326593965292,0.0011323896469548336,-0.04641246293345349,0.0,0.0,6.226756486752461,False,False,0.07200000000000006,0.15076204200158827,2,-0.10867740241374513,-0.05003924558625182,-0.10867740241374513,-0.10867740241374513,nan,0.019624841995607767,-0.00384416120014184,0.019624841995607767,0.019624841995607767,nan,0.042835341108657055,0.005216906239925209,0.042835341108657055,0.042835341108657055,nan,0.01721383335955018,-0.002728543634881989,0.01721383335955018,0.01721383335955018,nan,0.012994887826711654,-0.012794667374751406,0.012994887826711654,0.012994887826711654,nan,0.0011010717360928624,0.08952695399698958,0.0011010717360928624,0.0011010717360928624,nan
2.686,0.6154337719999603,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.003317333525046706,-0.0011573424562811852,0.02995293214917183,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.0,0.0,1.0,0.01676391699600654,0.01676391699600654,0.9700534304816755,0.01676391699600654,nan,0.019373012706637383,-0.003884939244017005,0.09208035469055176,0.0941764200540616,-0.019216699099314217,0.026364142649819896,-0.04640544131512525,0.00025503974757157266,0.007928108796477318,0.0009271184680983414,-0.04640544131512525,0.0,0.0,6.289364062544051,False,False,0.09699999999999998,0.23208789300042554,2,-0.10977011074800025,-0.05697168339406642,-0.10977011074800025,-0.10977011074800025,nan,0.019575793761018367,0.002522293311145348,0.019575793761018367,0.019575793761018367,nan,0.04296351745683946,0.010999393863933622,0.04296351745683946,0.04296351745683946,nan,0.017202439273510173,0.003928670730502105,0.017202439273510173,0.017202439273510173,nan,0.012498077845094713,-0.9849624253384422,0.012498077845094713,0.012498077845094713,nan,0.0010931718184696848,0.10316110741319567,0.0010931718184696848,0.0010931718184696848,nan
2.686,0.696835316997749,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.003317333525046706,-0.0011573424562811852,0.02995293214917183,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.0,0.0,1.0,0.01676391699600654,0.01676391699600654,0.9700534304816755,0.01676391699600654,nan,0.019373012706637383,-0.003884939244017005,0.09208035469055176,0.0941764200540616,-0.019216699099314217,0.026364142649819896,-0.04640544131512525,0.00025503974757157266,0.007928108796477318,0.0009271184680983414,-0.04640544131512525,0.0,0.0,6.289364062544051,False,False,0.09699999999999998,0.30866317900290596,2,-0.10977011074800025,-0.05697168339406642,-0.10977011074800025,-0.10977011074800025,nan,0.019575793761018367,0.002522293311145348,0.019575793761018367,0.019575793761018367,nan,0.04296351745683946,0.010999393863933622,0.04296351745683946,0.04296351745683946,nan,0.017202439273510173,0.003928670730502105,0.017202439273510173,0.017202439273510173,nan,0.012498077845094713,-0.9849624253384422,0.012498077845094713,0.012498077845094713,nan,0.0010931718184696848,0.10316110741319567,0.0010931718184696848,0.0010931718184696848,nan
2.7199999999999998,0.7738669719983591,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.004100000951439142,-0.0012829380575567484,0.034283075481653214,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.0,0.0,1.0,0.021161014287858274,0.021161014287858274,0.9657264800340911,0.021161014287858274,nan,0.021644791588187218,-0.0045419372618198395,0.09940360486507416,0.10183419296659724,-0.019339338463590875,0.026639134529661723,-0.046239398940284636,-0.0014782429207116365,0.006916387937963009,0.001063500181771814,-0.046239398940284636,0.0,0.0,6.411518574829948,False,False,0.13099999999999978,0.3904498970005079,2,-0.11190210918355703,-0.04699041302691185,-0.11190210918355703,-0.11190210918355703,nan,0.019500536453540995,-0.004082821413872515,0.019500536453540995,0.019500536453540995,nan,0.04327291780262321,0.006929627758207343,0.04327291780262321,0.04327291780262321,nan,0.017246871435539823,0.0011968862321498361,0.017246871435539823,0.017246871435539823,nan,0.012237955217744734,0.13587937089422647,0.012237955217744734,0.012237955217744734,nan,0.0011528588121851868,0.101432922769377,0.0011528588121851868,0.0011528588121851868,nan
2.7199999999999998,0.848513394001202,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.004100000951439142,-0.0012829380575567484,0.034283075481653214,0.001221097307279706,-0.0007531113806180656,0.013325505889952183,0.0,0.0,1.0,0.021161014287858274,0.021161014287858274,0.9657264800340911,0.021161014287858274,nan,0.021644791588187218,-0.0045419372618198395,0.09940360486507416,0.10183419296659724,-0.019339338463590875,0.026639134529661723,-0.046239398940284636,-0.0014782429207116365,0.006916387937963009,0.001063500181771814,-0.046239398940284636,0.0,0.0,6.411518574829948,False,False,0.13099999999999978,0.46475854399977834,2,-0.11190210918355703,-0.04699041302691185,-0.11190210918355703,-0.11190210918355703,nan,0.019500536453540995,-0.004082821413872515,0.019500536453540995,0.019500536453540995,nan,0.04327291780262321,0.006929627758207343,0.04327291780262321,0.04327291780262321,nan,0.017246871435539823,0.0011968862321498361,0.017246871435539823,0.017246871435539823,nan,0.012237955217744734,0.13587937089422647,0.012237955217744734,0.012237955217744734,nan,0.0011528588121851868,0.101432922769377,0.0011528588121851868,0.0011528588121851868,nan
