cycle,status,solve_time_s,position_error_m,attitude_error_rad,joint_error_rad,cost,max_abs_command,max_abs_command_rate,T_cmd,p_cmd,q_cmd,r_cmd,cmd_00,cmd_01,cmd_02,cmd_03,cmd_04,cmd_05,cmd_06,cmd_07,cmd_rate_00,cmd_rate_01,cmd_rate_02,cmd_rate_03,cmd_rate_04,cmd_rate_05,cmd_rate_06,cmd_rate_07
10,0,0.002519118999771308,0.050152781404895465,0.07573267394879428,0.09411525168247488,11.257015264679033,16.818807236094248,0.3669150443021972,16.818807236094248,-0.3081569389269698,-0.006843805332974633,1.818010065883593e-05,16.818807236094248,-0.3081569389269698,-0.006843805332974633,1.818010065883593e-05,-0.07332367740691266,-0.07332367740691266,-0.07332367740691266,-0.07332367740663043,-0.023962317902433805,-0.3669150443021972,0.0067694491033975755,2.358163158598342e-05,0.044966584486556244,0.044966584486556244,0.044966584486556244,0.04496658445174563
11,0,0.0025001220019476023,0.05248705144819716,0.07218027279469287,0.09251162100054991,11.553636745184615,16.818702680621726,0.226621947693526,16.818702680621726,-0.31268937788084034,-0.006623606581337038,1.8407723019140342e-05,16.818702680621726,-0.31268937788084034,-0.006623606581337038,1.8407723019140342e-05,-0.07185108855685987,-0.07185108855685987,-0.07185108855685987,-0.07185108855713854,-0.005227773625993115,-0.226621947693526,0.011009937581879731,1.138111801522047e-05,0.0736294425026398,0.0736294425026398,0.0736294425026398,0.0736294424745937
12,0,0.002779667996946955,0.055145412741195325,0.06821752670371183,0.09075629146507706,11.820296875964086,16.818960265846023,0.10558707289933278,16.818960265846023,-0.314801119338827,-0.006335425641701367,1.843031582181295e-05,16.818960265846023,-0.314801119338827,-0.006335425641701367,1.843031582181295e-05,-0.06994657652610978,-0.06994657652610978,-0.06994657652610978,-0.06994657652683227,0.012879261214400745,-0.10558707289933278,0.014409046981783632,1.129640133630572e-06,0.09522560153750413,0.09522560153750413,0.09522560153750413,0.09522560151531395
13,0,0.002643193998665083,0.05812818737173733,0.06388848196123688,0.08887011553395968,12.056867180797227,16.819564380167574,0.11087738394564536,16.819564380167574,-0.3148232942316874,-0.005993517618486352,1.828757141066356e-05,16.819564380167574,-0.3148232942316874,-0.005993517618486352,1.828757141066356e-05,-0.06772902884719689,-0.06772902884719689,-0.06772902884719689,-0.06772902884826276,0.030205716077490303,-0.0011087446430245729,0.017095401160750777,-7.137220557469683e-06,0.11087738394564536,0.11087738394564536,0.11087738394564536,0.11087738392847482
14,0,0.002483125001162989,0.0614297070178564,0.059239229566935836,0.08687417653493563,12.263879125401445,16.820496452079976,0.12158440915118632,16.820496452079976,-0.31303881936916056,-0.00560987465385141,1.801887763058473e-05,16.820496452079976,-0.31303881936916056,-0.00560987465385141,1.801887763058473e-05,-0.06529734066417314,-0.06529734066417314,-0.06529734066417314,-0.06529734066549736,0.04660359562014943,0.08922374312634807,0.019182148231747104,-1.3434689003941316e-05,0.12158440915118632,0.12158440915118632,0.12158440915118632,0.12158440913826898
15,0,0.002486823999788612,0.06503896183025629,0.054316294094624885,0.084789134862353,12.442385617852068,16.821735160652086,0.16752813986543658,16.821735160652086,-0.3096882565718518,-0.005194522968662525,1.766272569419112e-05,16.821735160652086,-0.3096882565718518,-0.005194522968662525,1.766272569419112e-05,-0.0627327727620866,-0.0627327727620866,-0.0627327727620866,-0.06273277276359794,0.06193542860574126,0.16752813986543658,0.020767584259444166,-1.7807596819680503e-05,0.12822839510432793,0.12822839510432793,0.12822839510432793,0.12822839509497275
16,0,0.002655592001246987,0.06894045159704808,0.04916548045086564,0.08263474658073525,12.593838186454384,16.823256727798324,0.23563873862886808,16.823256727798324,-0.3049754817992745,-0.004755800304493441,1.7256424634139285e-05,16.823256727798324,-0.3049754817992745,-0.004755800304493441,1.7256424634139285e-05,-0.060101177832692934,-0.060101177832692934,-0.060101177832692934,-0.06010117783433247,0.07607835731198924,0.23563873862886808,0.021936133208454233,-2.0315053002591995e-05,0.13157974646968318,0.13157974646968318,0.13157974646968318,0.1315797464632727
17,0,0.002629696999065345,0.07311509683341386,0.04383109060749335,0.08042952437189944,12.719980818605379,16.825035268398004,0.295123582395844,16.825035268398004,-0.2990730101513575,-0.004300609484968889,1.6836011445564175e-05,16.825035268398004,-0.2990730101513575,-0.004300609484968889,1.6836011445564175e-05,-0.057455071262379816,-0.057455071262379816,-0.057455071262379816,-0.057455071264099544,0.08892702998383453,0.295123582395844,0.02275954097622755,-2.1020659428755564e-05,0.13230532851565607,0.13230532851565607,0.13230532851565607,0.1323053285116461
18,0,0.0026855869982682634,0.07754110763557413,0.03835544568128405,0.07819051452954556,12.822760072080566,16.827043177730257,0.3473064472301788,16.827043177730257,-0.2921268812067539,-0.003834645964044078,1.6436262133921587e-05,16.827043177730257,-0.2921268812067539,-0.003834645964044078,1.6436262133921587e-05,-0.05483553241135938,-0.05483553241135938,-0.05483553241135938,-0.05483553241312072,0.10039546661243669,0.3473064472301788,0.023298176046240567,-1.998746558212931e-05,0.130976942551022,0.130976942551022,0.130976942551022,0.13097694254894143
19,0,0.002479927003150806,0.08219475111890664,0.032778682063783746,0.07593316721263943,12.904250166755734,16.829251539025886,0.3932913758745067,16.829251539025886,-0.28426105368926385,-0.00336259881396813,1.609072950808158e-05,16.829251539025886,-0.28426105368926385,-0.00336259881396813,1.609072950808158e-05,-0.05227393002614053,-0.05227393002614053,-0.05227393002614053,-0.052273930027913036,0.11041806478147537,0.3932913758745067,0.023602357503797376,-1.727663129200039e-05,0.12808011926094273,0.12808011926094273,0.12808011926094273,0.12808011926038418
20,0,0.0026331959998060483,0.08705099354064492,0.027138858223521706,0.07367128039199927,12.966591271466303,16.83163053705238,0.43398810831053447,16.83163053705238,-0.2755812915230531,-0.002888325737956826,1.5831755105309973e-05,16.83163053705238,-0.2755812915230531,-0.002888325737956826,1.5831755105309973e-05,-0.04979347138807098,-0.04979347138807098,-0.04979347138807098,-0.0497934713898312,0.11894990132462537,0.43398810831053447,0.02371365380056523,-1.2948720138580365e-05,0.12402293190347703,0.12402293190347703,0.12402293190347703,0.12402293190409208
21,0,0.0026520930005062837,0.09208401708848107,0.02147260597482223,0.07141700085182225,13.011939024906322,16.83414986645466,0.47013721697277644,16.83414986645466,-0.2661785471835975,-0.0024150034662623497,1.569042275073613e-05,16.83414986645466,-0.2661785471835975,-0.0024150034662623497,1.569042275073613e-05,-0.04741057931753694,-0.04741057931753694,-0.04741057931753694,-0.04741057931926717,0.12596647011426085,0.47013721697277644,0.023666113584723786,-7.066617728692016e-06,0.1191446035267017,0.1191446035267017,0.1191446035267017,0.11914460352820153
22,0,0.0029367380011535715,0.09726762460151941,0.015817345366140115,0.0691808682382134,13.04242337545803,16.836779126030063,0.5023341204847054,16.836779126030063,-0.25613186477390343,-0.0019452553883796502,1.5696438560185926e-05,16.836779126030063,-0.25613186477390343,-0.0019452553883796502,1.5696438560185926e-05,-0.04513610446519967,-0.04513610446519967,-0.04513610446519967,-0.04513610446688697,0.13146297877006075,0.5023341204847054,0.023487403894134957,3.0079047248967557e-07,0.1137237426168643,0.1137237426168643,0.1137237426168643,0.11372374261900986
23,0,0.0026634900023054797,0.10257555092914533,0.01022061494302533,0.06697189048661216,13.06011500884712,16.839488192212805,0.531051436212878,16.839488192212805,-0.24551083604964594,-0.0014812585540612876,1.5877936041512052e-05,16.839488192212805,-0.24551083604964594,-0.0014812585540612876,1.5877936041512052e-05,-0.0429763826393304,-0.0429763826393304,-0.0429763826393304,-0.042976382640965774,0.135453309137179,0.531051436212878,0.02319984171591815,9.074874066306231e-06,0.10798609129346323,0.10798609129346323,0.10798609129346323,0.10798609129605974
24,0,0.002501820999896154,0.1079817001802154,0.00481207433773712,0.06479764102155341,13.066997888353125,16.84224756679654,0.5566593521615482,16.84224756679654,-0.23437764900641497,-0.0010248322952925652,1.6261215201249547e-05,16.84224756679654,-0.23437764900641497,-0.0010248322952925652,1.6261215201249547e-05,-0.04093414842625162,-0.04093414842625162,-0.04093414842625162,-0.04093414842782912,0.13796872918666434,0.5566593521615482,0.022821312938436117,1.9163957986874923e-05,0.10211171065393888,0.10211171065393888,0.10211171065393888,0.10211171065683272
25,0,0.002661190999788232,0.11346032611662045,0.00208972394886495,0.06266436992165399,13.064946711773288,16.845028695362334,0.5794438646537095,16.845028695362334,-0.2227887717133408,-0.0005775107238509944,1.6870431427457008e-05,16.845028695362334,-0.2227887717133408,-0.0005775107238509944,1.6870431427457008e-05,-0.03900931721880601,-0.03900931721880601,-0.03900931721880601,-0.039009317220322165,0.13905642828988105,0.5794438646537095,0.022366078572078535,3.0460811310373134e-05,0.09624156037228032,0.09624156037228032,0.09624156037228032,0.09624156037534806
26,0,0.002641294999193633,0.11898616996206951,0.006721075206219808,0.0605771227989001,13.055708360110689,16.8478042540423,0.5996228501617655,16.8478042540423,-0.21079631471010543,-0.00014060127924643052,1.7727253807655307e-05,16.8478042540423,-0.21079631471010543,-0.00014060127924643052,1.7727253807655307e-05,-0.037199648112702134,-0.037199648112702134,-0.037199648112702134,-0.03719964811415534,0.13877793399804036,0.5996228501617655,0.021845472230228185,4.2841119009915006e-05,0.09048345530519433,0.09048345530519433,0.09048345530519433,0.09048345530834143
27,0,0.002777768997475505,0.12453456682288862,0.011907691538655271,0.058539862474556,13.040886655453923,16.850548403176028,0.6173600263643544,16.850548403176028,-0.19844911418281835,0.0002847686329619756,1.8850513966807547e-05,16.850548403176028,-0.19844911418281835,0.0002847686329619756,1.8850513966807547e-05,-0.035501300079000736,-0.035501300079000736,-0.035501300079000736,-0.03550130008039085,0.13720745668669043,0.6173600263643544,0.02126849561042031,5.616300795761205e-05,0.08491740168506937,0.08491740168506937,0.08491740168506937,0.08491740168822476
28,0,0.002494921998732025,0.13008152918384333,0.017021597832004562,0.05655558966527597,13.02192994972862,16.853237007149513,0.6327769164479,16.853237007149513,-0.18579357585386036,0.0006976150410851127,2.025586601720763e-05,16.853237007149513,-0.18579357585386036,0.0006976150410851127,2.025586601720763e-05,-0.0339092934709191,-0.0339092934709191,-0.0339092934709191,-0.03390929347224698,0.13443019867431497,0.6327769164479,0.020642320406156853,7.026760252000426e-05,0.07960033040408218,0.07960033040408218,0.07960033040408218,0.07960033040719314
