time_s,rotor_0_thrust_N,rotor_1_thrust_N,rotor_2_thrust_N,rotor_3_thrust_N,shoulder_lift_joint_torque_Nm,elbow_joint_torque_Nm,wrist_1_joint_torque_Nm,wrist_roll_joint_torque_Nm
0.8500000000000001,4.2130027681361035,4.208882231863896,4.207551897744411,4.214333102255589,-0.17874393632940144,-0.10912839133707457,-0.043396238947890034,-0.0006291818766689473
0.9,4.206389832013007,4.215495167986993,4.200951673654603,4.2209333263453965,-0.17530851052783672,-0.10714663006839871,-0.04190353154795263,-0.0006117444272081834
0.9500000000000001,4.199493993919335,4.222391006080665,4.194069104890171,4.227815895109829,-0.1717261204121282,-0.10503799327113068,-0.040329868123645134,-0.0005931185703059691
1.0,4.192322667197581,4.229562332802419,4.1869115901899425,4.234973409810057,-0.16800061712830255,-0.10280589774420815,-0.038678288948071654,-0.0005733398739069678
1.05,4.184883627810265,4.237001372189734,4.179486890198441,4.242398109801559,-0.16413604019931477,-0.10045394287090732,-0.036951984824541324,-0.0005524461466464016
1.1,4.177185001670115,4.244699998329884,4.171803114821024,4.250081885178975,-0.16013661094322076,-0.09798590416673439,-0.03515429092202715,-0.0005304773655836959
1.1500000000000001,4.1692352513870965,4.252649748612903,4.1638687099970255,4.258016290002974,-0.15600672558841377,-0.09540572652604978,-0.03328868033171578,-0.0005074755997193081
1.2000000000000002,4.161043162456765,4.260841837543235,4.155692443915307,4.266192556084692,-0.1517509480986312,-0.09271751718009286,-0.031358757357097373,-0.0004834849294410536
1.25,4.152617828915409,4.26926717108459,4.147283392697668,4.274601607302332,-0.14737400272096712,-0.08992553837960325,-0.02936825055055853,-0.00045855136205416504
1.3,4.1439686384884435,4.277916361511556,4.138650925576486,4.283234074423514,-0.1428807662706325,-0.08703419981574169,-0.027321005509931415,-0.0004327227435569353
1.35,4.1351052572594185,4.286779742740581,4.129804689593937,4.292080310406064,-0.13827626016668507,-0.08404805079349126,-0.025220977448916156,-0.00040604866683112103
1.4000000000000001,4.12603761388791,4.29584738611209,4.1207545938509655,4.301130406149034,-0.13356564223340184,-0.08097177217217226,-0.023072223555729993,-0.0003785803764232663
1.4500000000000002,4.1167758834053325,4.305109116594667,4.111510793335028,4.310374206664973,-0.1287541982823926,-0.07781016808812781,-0.0208788951547461,-0.0003503706700997589
1.5,4.1073304706185185,4.314554529381481,4.102083672356354,4.3198013276436455,-0.12384733349094916,-0.07456815747503277,-0.018645229686265717,-0.0003214737973647388
1.55,4.097711993151579,4.3241730068484205,4.092483827623226,4.329401172376775,-0.11885056359248834,-0.07125076539764383,-0.01637554251991804,-0.00029194535513590576
1.6,4.087931264157233,4.333953735842766,4.082722050987354,4.339162949012646,-0.11376950589528748,-0.06786311421514528,-0.014074218617504628,-0.00026184218077885
1.6500000000000001,4.077999274729372,4.343885725270628,4.072809311891094,4.349075688108906,-0.10860987014601112,-0.06441041459054826,-0.011745704061395062,-0.00023122224270569227
1.7000000000000002,4.067927176049132,4.353957823950868,4.06275673954869,4.35912826045131,-0.10337744925480576,-0.06089795636287612,-0.009394497464840657,-0.00020014452874861155
1.75,4.0577262612972635,4.364158738702736,4.052575604894268,4.369309395105732,-0.09807810989897947,-0.05733109929911003,-0.007025141280801841,-0.0001686689325232149
1.8,4.047407947365922,4.374477052634077,4.042277302329663,4.379607697670337,-0.09271778302249228,-0.05371526374307691,-0.004642213026079366,-0.00013685613800065488
1.85,4.0369837564034174,4.384901243596582,4.031873331305515,4.390011668694485,-0.08730245424866194,-0.05005592117864004,-0.0022503164377048342,-0.00010476750251095592
