time_s,rotor_0_thrust_N,rotor_1_thrust_N,rotor_2_thrust_N,rotor_3_thrust_N,shoulder_lift_joint_torque_Nm,elbow_joint_torque_Nm,wrist_1_joint_torque_Nm,wrist_roll_joint_torque_Nm
0.0,4.276921198014799,4.144963801985201,4.271349767342856,4.150535232657144,-0.21195021272338718,-0.12108626609194362,-0.05427129156314089,-0.0007213093783659831
0.05,4.275852481905276,4.1460325180947235,4.2702828415703875,4.151602158429612,-0.2113949453407173,-0.12158290356450797,-0.054450729279663504,-0.0007270899902981632
0.1,4.274439358529839,4.147445641470161,4.268872186988255,4.1530128130117445,-0.21066076235148118,-0.12192709498849137,-0.05452497002421893,-0.0007314676350715861
0.15000000000000002,4.272681797867793,4.149203202132207,4.267117773634902,4.154767226365098,-0.20974764816027433,-0.12211850694814472,-0.05449387037818645,-0.0007344333479316091
0.2,4.27058024076585,4.15130475923415,4.265020041488609,4.156864958511391,-0.20865583178188507,-0.12215704293042721,-0.05435749043700721,-0.000735980889543645
0.25,4.268135598742084,4.153749401257915,4.262579900271834,4.159305099728166,-0.2073857867394519,-0.12204284331910357,-0.05411609369405701,-0.0007361067590321084
0.30000000000000004,4.265349252983747,4.156535747016252,4.259798728451004,4.162086271548995,-0.2059382305438419,-0.1217762849723059,-0.05377014653156108,-0.0007348102017314417
0.35000000000000003,4.262223052540787,4.159661947459212,4.256678371433594,4.1652066285664056,-0.20431412375520255,-0.12135798038448352,-0.05332031731953469,-0.0007320932116323354
0.4,4.2587593117183795,4.16312568828162,4.25322113896579,4.16866386103421,-0.20251466862841352,-0.12078877643443656,-0.05276747512449043,-0.0007279605285165098
0.45,4.254960806673288,4.166924193326712,4.249429801735559,4.172455198264441,-0.20054130734493292,-0.1200697527219003,-0.052112688030406557,-0.0007224196297836785
0.5,4.250830771220329,4.171054228779671,4.245307587187371,4.1765774128126285,-0.1983957198343067,-0.11920221949591446,-0.051357221075200916,-0.0007154807169845962
0.55,4.246372891856696,4.1755121081433035,4.240858174556329,4.181026825443671,-0.1960798211893604,-0.11818771517896802,-0.050502533806696684,-0.0007071566970843045
0.6000000000000001,4.241591302013329,4.180293697986671,4.2360856891308565,4.185799310869142,-0.19359575867985188,-0.11702800349166508,-0.049550277462801814,-0.0006974631584899006
0.65,4.2364905755439555,4.185394424456044,4.230994695754575,4.190890304245425,-0.19094590837010525,-0.11572507018339882,-0.04850229178135053,-0.0006864183418872849
0.7000000000000001,4.231075719463847,4.190809280536152,4.225590191579351,4.196294808420649,-0.18813287134687584,-0.11428111937525083,-0.0473606014457692,-0.0006740431059413794
0.75,4.225352165951705,4.196532834048295,4.219877598082947,4.202007401917053,-0.18515946956442247,-0.11269856952205781,-0.04612741217343466,-0.0006603608879242772
0.8,4.219325763629458,4.202559236370542,4.213862752365997,4.208022247634003,-0.18202874131446484,-0.11098004900128897,-0.04480510645428124,-0.0006453976593455876
