time_s,rotor_0_thrust_N,rotor_1_thrust_N,rotor_2_thrust_N,rotor_3_thrust_N,shoulder_pan_joint_torque_Nm,shoulder_lift_joint_torque_Nm,elbow_joint_torque_Nm,wrist_1_joint_torque_Nm,wrist_roll_joint_torque_Nm,left_knuckle_joint_torque_Nm
0.0,4.276921198014797,4.144963801985201,4.271349767342855,4.150535232657143,3.1890136901673714e-06,-0.2119502127233871,-0.12108626609194358,-0.05427129156314088,-0.0007213093783659827,-3.238826922451618e-05
0.05,4.275080197103807,4.146804802896191,4.269518541921251,4.152366458078747,3.184896689868126e-06,-0.21099540165046077,-0.12148279379610209,-0.05445034016085512,-0.0007270305752438647,-2.5277425285799255e-05
0.1,4.272914086131797,4.148970913868201,4.267362775586459,4.1545222244135385,3.180827445371529e-06,-0.20987168119093488,-0.12175364361905228,-0.05452483747936823,-0.0007313569399431484,-1.8118140526067513e-05
0.15000000000000002,4.270423775225922,4.151461224774076,4.264883360512029,4.1570016394879685,3.1768167774155154e-06,-0.20857951995367116,-0.12189861064025805,-0.05449464048251377,-0.0007342798310094051,-1.0924134713893218e-05
0.2,4.267610613859365,4.154274386140633,4.262081627439984,4.159803372560014,3.172875447834595e-06,-0.20711961480535007,-0.12191769764296605,-0.054359807159938114,-0.0007357933002558174,-3.7091941559128115e-06
0.25,4.2644763900069815,4.157408609993016,4.258959344874558,4.16292565512544,3.169014135159866e-06,-0.2054928904412892,-0.1218111150202425,-0.05412059641573764,-0.0007358941048291298,3.5128547226207144e-06
0.30000000000000004,4.261023328535558,4.16086167146444,4.255518717511898,4.1663662824881,3.165243410369407e-06,-0.20370049855860597,-0.12157928029311928,-0.05377746757131577,-0.0007345817140827952,1.0728171874167103e-05
0.35000000000000003,4.257254088830851,4.164630911169147,4.251762383907805,4.1701226160921925,3.16157371273088e-06,-0.20174381663284205,-0.12122281724179973,-0.053331079483414555,-0.0007318583112428918,1.7922930151333793e-05
0.4,4.25317176166506,4.168713238334938,4.247693413387072,4.174191586612926,3.158015325904139e-06,-0.19962444629990847,-0.12074255465161324,-0.05278228927901406,-0.0007277287898623662,2.5083341804589864e-05
0.45,4.248779865309766,4.173105134690232,4.243315302199349,4.178569697800649,3.154578354347315e-06,-0.1973442113459547,-0.12013952467614412,-0.052132150709529,-0.0007222007450691612,3.21956849044806e-05
0.5,4.244082340900812,4.177802659099186,4.238631968927926,4.183253031072072,3.151272700025789e-06,-0.19490515530849886,-0.1194149608206931,-0.05138191212746301,-0.0007152844596238148,3.9246329637708416e-05
0.55,4.2390835470629975,4.182801452937,4.233647749159189,4.188237250840809,3.1481080395177366e-06,-0.19230953869288497,-0.11857029554995242,-0.050533014089404686,-0.0007069928848120453,4.622176442668766e-05
0.6000000000000001,4.233788253803849,4.188096746196149,4.228367389421913,4.193517610578084,3.1450938015916322e-06,-0.1895598358088603,-0.11760715752449821,-0.0495870865899693,-0.0006973416162078124,5.310862182251916e-05
0.65,4.2282016356871015,4.193683364312896,4.222796040406934,4.199088959593064,3.1422391453134723e-06,-0.1866587312327739,-0.11652736847140824,-0.048545945931996314,-0.0006863488643521656,5.9893704121764825e-05
0.7000000000000001,4.222329264297882,4.199555735702116,4.216939249479062,4.2049457505209356,3.1395529386565604e-06,-0.18360911590160395,-0.11533293969501597,-0.047411591239012944,-0.0006740354204029847,6.656400865793126e-05
0.75,4.2161771000129065,4.205707899987091,4.21080295249448,4.211082047505518,3.1370437377647856e-06,-0.18041408284571225,-0.11402606823449729,-0.04618620061665987,-0.0006604246168203895,7.310675271919539e-05
0.8,4.209751483090329,4.2121335169096685,4.204393464938107,4.217491535061891,3.1347197669194316e-06,-0.17707692256790294,-0.11260913267566205,-0.04487212697045009,-0.0006455422831621378,7.95093980446213e-05
0.8500000000000001,4.203059124095127,4.218825875904871,4.197717472396763,4.224167527603234,3.132588899122889e-06,-0.1736011180770266,-0.11108468862498254,-0.04347189348789097,-0.0006294166970727466,8.575967485192424e-05
0.9,4.196107093677178,4.22577790632282,4.1907820203851465,4.231102979614851,3.13065863755849e-06,-0.16999033958501916,-0.10945546385453596,-0.04198818879364452,-0.0006120785305593206,9.184560535073715e-05
0.9500000000000001,4.188902811720406,4.232982188279592,4.183594503542893,4.238290496457105,3.128936097791442e-06,-0.16624843887689983,-0.10772435312716835,-0.040423861787028864,-0.0005935607916561445,9.775552669631994e-05
1.0,4.181454035882524,4.240430964117474,4.176162654222171,4.245722345777827,3.1274279908744645e-06,-0.16237944336386212,-0.10589441271179426,-0.03878191617177309,-0.0005738987615889811,0.00010347811333972297
1.05,4.173768849546066,4.2481161504539315,4.168494530486373,4.253390469513625,3.1261406072886413e-06,-0.1583875498301909,-0.10396885459934191,-0.03706550468852928,-0.0005531299275586762,0.00010900239873157632
1.1,4.165855649202521,4.256029350797477,4.160598503541615,4.261286496458383,3.1250798019115343e-06,-0.1542771178853105,-0.10195104043042293,-0.03527792306121622,-0.0005312939112721295,0.00011431779633791042
1.1500000000000001,4.1577231312923955,4.264161868707602,4.152483244623784,4.269401755376214,3.124250979887871e-06,-0.15005266313282428,-0.09984447514635625,-0.033422603668818045,-0.0005084323933568744,0.00011941411992773649
1.2000000000000002,4.149380278525113,4.272504721474885,4.144157711364922,4.2777272886350755,3.123659083564625e-06,-0.14571885006893529,-0.0976528003757037,-0.03150310895478944,-0.0004845890338034548,0.0001242816030935068
1.25,4.140836345703581,4.281048654296417,4.135631133663696,4.286253866336303,3.1233085804370453e-06,-0.14128048472314522,-0.09537978756897919,-0.02952312458672151,-0.00045980938858744904,0.0001289109179670485
1.3,4.1321008450792185,4.289784154920779,4.126912999085627,4.294972000914371,3.1232034522363483e-06,-0.13674250705461374,-0.09302933089467358,-0.02748645237940295,-0.00043414082263036033,0.0001332931930951028
1.35,4.123183531264103,4.298701468735895,4.118013037819665,4.303871962180333,3.1233471850352118e-06,-0.13210998311801564,-0.09060543991019296,-0.025397002994865223,-0.00040763241926567643,0.0001374200304402159
1.4000000000000001,4.114094385727717,4.307790614272281,4.108941207218486,4.312943792781512,3.1237427605777776e-06,-0.1273880970131657,-0.08811223202173529,-0.023258788433428212,-0.0003803348863831316,0.00014128352147440003
