time_s,rotor_0_thrust_N,rotor_1_thrust_N,rotor_2_thrust_N,rotor_3_thrust_N,shoulder_pan_joint_torque_Nm,shoulder_lift_joint_torque_Nm,elbow_joint_torque_Nm,wrist_1_joint_torque_Nm,wrist_roll_joint_torque_Nm,left_knuckle_joint_torque_Nm
0.0,4.276921198014797,4.144963801985201,4.271349767342855,4.150535232657143,3.1890136901673714e-06,-0.2119502127233871,-0.12108626609194358,-0.05427129156314088,-0.0007213093783659827,-3.238826922451618e-05
0.05,4.274655067899012,4.147229932100986,4.271881455565717,4.150003544434281,1.318659500569896e-06,-0.21148924393885551,-0.12159747207180858,-0.05445179276175148,-0.0007078889249679811,-2.3674904187670273e-05
0.1,4.272036561501794,4.1498484384982035,4.272044144337524,4.1498408556624735,-5.400994572464346e-07,-0.2108476063990508,-0.12195067802863722,-0.0545260171315114,-0.000692808041373079,-1.4894442091706359e-05
0.15000000000000002,4.269069448402164,4.1528155515978336,4.271834024287122,4.150050975712876,-2.3821934958721924e-06,-0.21002520514314138,-0.12214553786035848,-0.05449383317114217,-0.0006761706624613481,-6.070043188400332e-06
0.2,4.265758051324715,4.156126948675283,4.271247848545532,4.1506371514544655,-4.202559922484229e-06,-0.20902219864271962,-0.12218195324771106,-0.05435531715253671,-0.0006580843472516857,2.7750176439750063e-06
0.25,4.262107236416341,4.159777763583657,4.2702829413340515,4.151602058665946,-5.996155286781402e-06,-0.20783899865623595,-0.12206007357358753,-0.054110752906173204,-0.0006386599141082681,1.1617408871718642e-05
0.30000000000000004,4.258122402456827,4.163762597543171,4.268937205433732,4.152947794566265,-7.757967592439625e-06,-0.2064762696457093,-0.12178029540606104,-0.053760631201136284,-0.0006180110683522276,2.04338004196069e-05
0.35000000000000003,4.253809469030547,4.168075530969451,4.2672091285171865,4.1546758714828105,-9.48302844098805e-06,-0.20493492775707353,-0.12134326154643811,-0.05330564872116764,-0.000596254023346689,2.920092178664051e-05
0.4,4.249174863688736,4.172710136311262,4.265097788326188,4.15678721167381,-1.1166425077499007e-05,-0.20321613936633606,-0.12074985964449468,-0.05274670663895741,-0.0005735071161385634,3.789562002263001e-05
0.45,4.244225508134,4.177659491865998,4.262602856681089,4.159282143318908,-1.2803312307387575e-05,-0.20132131919452595,-0.12000122038385748,-0.052084908791670555,-0.0005498904187528475,4.649491742494649e-05
0.5,4.238968803460809,4.182916196539189,4.259724602310714,4.162160397689284,-1.4388924254383621e-05,-0.19925212799522132,-0.11909871524130018,-0.05132155946148255,-0.0005255253462446035,5.497606881543257e-05
0.55,4.23341261448772,4.188472385512278,4.256463892493972,4.165421107506026,-1.591858592971956e-05,-0.19701046981922762,-0.1180439538245106,-0.050458160765665484,-0.0005005342626202639,6.331661825847254e-05
0.6000000000000001,4.227565253219015,4.194319746780983,4.252822193507139,4.1690628064928585,-1.738772458346366e-05,-0.19459848886177444,-0.11683878079367545,-0.049496409661528934,-0.0004750400857434181,7.149445508255793e-05
0.65,4.221435461475241,4.200449538524757,4.248801569873384,4.1730834301266135,-1.879188080921791e-05,-0.19201856589836475,-0.11548527237299898,-0.04843819457226702,-0.0004491658923407745,7.94878690693514e-05
0.7000000000000001,4.215032392733878,4.20685260726612,4.244404682413844,4.177480317586154,-2.0126719374238357e-05,-0.18927331431617234,-0.11398573245903303,-0.04728559164050123,-0.00042303452422154755,8.727560467624753e-05
0.75,4.2083655932229895,4.213519406777008,4.239634785102202,4.182250214897796,-2.1388039747543516e-05,-0.18636557574863552,-0.11234268833344492,-0.04604086061703156,-0.000396768196818153,9.483691416074309e-05
0.8,4.201444982312195,4.220440017687803,4.234495720727433,4.187389279272565,-2.2571786299671313e-05,-0.1832984153216203,-0.11055888598857835,-0.044706440393016154,-0.00037048811114772566,0.00010215160947756178
0.8500000000000001,4.19428083224677,4.227604167753228,4.228991915372066,4.192893084627932,-2.3674058148191178e-05,-0.18007511652024638,-0.10863728507487966,-0.043284944184490914,-0.0003443140702827483,0.00010920011282241954
0.9,4.186883747271917,4.235001252728081,4.223128371715935,4.1987566282840625,-2.4691118624385323e-05,-0.17669917568616317,-0.10658105347995718,-0.04177915437881415,-0.00031836410140492066,0.00011596350569955968
0.9500000000000001,4.179264642195464,4.242620357804534,4.216910661178103,4.204974338821895,-2.5619404337250893e-05,-0.1731742961557439,-0.10439356154971989,-0.0401920170532754,-0.00029275408449942124,0.0001224235763937277
1.0,4.171434720438317,4.250450279561681,4.210344914912175,4.211540085087822,-2.6455533812065975e-05,-0.16950438205031915,-0.10207837596269687,-0.038526636176740445,-0.0002675973887269159,0.00012856286573107836
1.05,4.163405451622913,4.2584795483770845,4.203437813672895,4.2184471863271025,-2.7196315681948015e-05,-0.16569353173021106,-0.09963925326927651,-0.036786267505818065,-0.00024300451748814671,0.00013436471101761343
1.1,4.1551885487507745,4.266696451249223,4.1961965765743665,4.225688423425631,-2.7838756411844534e-05,-0.16174603092493578,-0.09708013310821217,-0.034974312187620565,-0.00021908276317069678,0.00013981328804811484
1.1500000000000001,4.146795945020932,4.275089054979066,4.188628948762818,4.23325605123718,-2.8380067535745025e-05,-0.15766634555253448,-0.09440513111333315,-0.033094310081757665,-0.00019593587253970927,0.00014489365108316844
1.2000000000000002,4.138239770341596,4.2836452296584016,4.18074318802923,4.241141811970768,-2.8817672389006458e-05,-0.15345911424155312,-0.09161853152395774,-0.03114993281474092,-0.00017366372370394267,0.00014959177069674503
1.25,4.129532327587892,4.292352672412106,4.172548050389548,4.24933694961045,-2.9149212319112183e-05,-0.14912914056972784,-0.08872477951304422,-0.029144976580491085,-0.00015236201555571998,0.00015389456940191173
1.3,4.120686068658788,4.30119893134121,4.164052774662534,4.257832225337464,-2.937255235949108e-05,-0.14468138503394048,-0.08572847324762108,-0.027083354701126206,-0.00013212197054810127,0.00015778995496757873
1.35,4.111713570386574,4.3101714296134235,4.155267066077571,4.266617933922427,-2.9485786352293562e-05,-0.14012095676649147,-0.08263435569652097,-0.024969089962667612,-0.00011303005163513,0.0001612668513447225
1.4000000000000001,4.102627510352297,4.3192574896477005,4.146201078946894,4.275683921053104,-2.9487241507662048e-05,-0.13545310501318533,-0.07944730620089023,-0.02280630674072969,-9.516769416131909e-05,0.00016431522712626428
1.4500000000000002,4.093440642660533,4.328444357339465,4.136865398438867,4.285019601561132,-2.937548238816118e-05,-0.13068321038914651,-0.07617233182336922,-0.020599222931659632,-7.861105344480107e-05,0.00016692612147069556
1.5,4.084165773726658,4.337719226273339,4.1272710214909205,4.294613978509077,-2.914931430890636e-05,-0.1258167759286748,-0.0728145584922277,-0.01835214170496273,-6.343076875485535e-05,0.00016909166742563406
1.55,4.074815738129546,4.347069261870452,4.117429336902699,4.304455663097299,-2.8807786144956842e-05,-0.12085941794580454,-0.06937922195709736,-0.016069443093186163,-4.969174433896008e-05,0.00017080511259372585
1.6,4.065403374582108,4.3564816254178895,4.10735210465182,4.314532895348178,-2.835019253949403e-05,-0.11581685672256181,-0.06587165857327014,-0.013755575435741425,-3.7452948107227486e-05,0.0001720608370896927
1.6500000000000001,4.055941502071634,4.365943497928364,4.097051434476379,4.324833565523619,-2.7776075507561493e-05,-0.11069490704220586,-0.06229729593182527,-0.011415046693418876,-2.6767228533194992e-05,0.00017285436874382243
1.7000000000000002,4.0464428962211585,4.375442103778839,4.086539763769983,4.335345236230014,-2.7085225431799373e-05,-0.10549946858500135,-0.05866164335310672,-0.009052415650589113,-1.7681150279569275e-05,0.00017318239551380874
1.75,4.036920265922333,4.384964734077664,4.075829834836628,4.346055165163371,-2.6277681448074905e-05,-0.10023651620429433,-0.05497028226129971,-0.006672283022293363,-1.0234849005811235e-05,0.00017304277507355188
1.8,4.02738623028936,4.394498769710638,4.06493467155415,4.356950328445848,-2.535373122060907e-05,-0.09491209010085884,-0.05122885645804772,-0.004279282483599272,-4.461905761541762e-06,0.00017243454155430456
