strategy,pass,fddp_converged,iterations,final_cost,rollout_error,terminal_position_error_m,terminal_orientation_error_rad,terminal_ee_linear_velocity_mps,terminal_ee_angular_velocity_radps,maximum_base_tilt_rad,maximum_rotor_occupancy,maximum_joint_torque_occupancy,minimum_rotor_margin_N,minimum_joint_torque_margin_Nm,delta_u_cost,input_saturation,control_bounds_satisfied,terminal_reference_trim_strict,minimum_arm_distance_to_fully_extended_rad,passed_near_fully_extended,left_knuckle_max_abs_torque_Nm,left_knuckle_static_margin_Nm,pose_source,terminal_base_linear_velocity_norm_mps,terminal_base_angular_velocity_norm_radps,terminal_max_arm_joint_velocity_radps,terminal_full_body_velocity_norm,terminal_rest_pass,terminal_rest_mode,terminal_rest_window_steps
ARM_DOMINANT_SOFT_BASE_HOLD,True,True,19,11.634592966909361,0.0,0.0004970310041675346,0.0025832244464206494,0.0009821169414879316,0.00015478994378988819,0.17529287667637722,0.4955881566351043,0.25259688850566603,0.26655239272708814,0.19980849017762642,18.54125678079745,False,True,True,1.0,False,0.00019150982237359836,0.19984637956497772,MANUAL_UNVALIDATED,0.0010264214815071037,0.00015001695408756703,7.881971059825466e-05,0.001042735299870153,True,strong-soft terminal rest condition,4
UAV_DOMINANT_SOFT_ARM_HOLD,True,True,17,16.273989991929213,0.0,0.00041182082023912323,0.004422992066140044,0.00038671169096346497,0.0004555439153178426,0.16366488323885836,0.4688895142713975,0.23652219485432668,0.30174569171559656,0.19982121533695907,17.635955106256326,False,True,True,1.0,False,0.00017878466304094474,0.19984637956497772,MANUAL_UNVALIDATED,0.0003834123800387374,0.00014389707004846855,0.00042350172688749785,0.0007319362554727768,True,strong-soft terminal rest condition,4
WHOLE_BODY,True,True,18,13.103310212232977,0.0,0.0003613212959162055,0.0023899911771246528,0.0008966475736296028,0.00012572488059961774,0.17475565164044463,0.4829221408904875,0.24306870917983806,0.1950677507836204,0.1998189260910941,17.700775426613124,False,True,True,1.0,False,0.0001810739089058886,0.19984637956497772,MANUAL_UNVALIDATED,0.0009221450984186914,0.0001270717289619154,0.00015623732595508762,0.0009522241918453222,True,strong-soft terminal rest condition,4
