scenario,strategy,status,solver_converged,iterations,pass_1_iterations,pass_2_iterations,total_fddp_iterations,pass_1_converged,pass_2_converged,final_cost,rollout_error,terminal_position_error_m,terminal_orientation_error_rad,terminal_base_linear_velocity_norm_mps,terminal_base_angular_velocity_norm_radps,terminal_max_arm_joint_velocity_radps,terminal_ee_linear_velocity_mps,terminal_ee_angular_velocity_radps,terminal_rest_pass,control_bounds_satisfied,minimum_rotor_margin_N,minimum_joint_torque_margin_Nm,failure_reason
nominal_pregrasp,ARM_DOMINANT_SOFT_BASE_HOLD,PASS,True,3,17,3,20,True,True,11.541896715310122,0.0,0.0005426695955715825,0.002605652090768129,0.001050727074088974,0.00015268885334203148,6.186924469222827e-05,0.001002873671927823,0.00015836931703019984,True,True,0.21559107033669028,0.19980767103920993,
nominal_pregrasp,UAV_DOMINANT_SOFT_ARM_HOLD,PASS,True,3,14,3,17,True,True,15.417508533186615,0.0,0.00041977712583476234,0.004340638006278933,0.00042787290771042124,0.000140195845203214,0.00021823450007429565,0.00043759033787087745,0.0004398003787443018,True,True,0.2479893659705705,0.19982118199211787,
nominal_pregrasp,WHOLE_BODY,PASS,True,3,14,3,17,True,True,12.649844661047506,0.0,0.0003672875217501023,0.002416610757866422,0.0009388222635804976,0.00012938389782390756,9.461535642861117e-05,0.000908623250045135,0.00012571823694069927,True,True,0.13866841063964203,0.19981872045756616,
lateral_offset_pregrasp,ARM_DOMINANT_SOFT_BASE_HOLD,PASS,True,3,18,3,21,True,True,11.441081718159419,0.0,0.0005157332550013246,0.002954376149307757,0.00102265999242471,0.0001740753743387978,6.0091848555074396e-05,0.0009687772847790013,0.00017810131876353183,True,True,0.23187684966234406,0.19980702567401035,
lateral_offset_pregrasp,UAV_DOMINANT_SOFT_ARM_HOLD,PASS,True,3,13,3,16,True,True,15.362390776716653,0.0,0.00042399988443670176,0.004737780364228407,0.000484790941893647,0.00018575765937735,0.00018557838720371922,0.00044798041427980865,0.0004508211156540284,True,True,0.24926932916384476,0.19981513416322008,
lateral_offset_pregrasp,WHOLE_BODY,PASS,True,3,14,3,17,True,True,12.593019396810366,0.0,0.0003770433498218584,0.0030494887821654122,0.0008786092438768552,0.00016274677091406665,7.964431606868275e-05,0.0008388367447736378,0.00016155481676021787,True,True,0.14823653893711783,0.19981678630216673,
vertical_offset_pregrasp,ARM_DOMINANT_SOFT_BASE_HOLD,PASS,True,3,16,3,19,True,True,11.634592966909361,0.0,0.0004970310041675346,0.0025832244464206494,0.0010264214815071037,0.00015001695408756703,7.881971059825466e-05,0.0009821169414879316,0.00015478994378988819,True,True,0.26655239272708814,0.19980849017762642,
vertical_offset_pregrasp,UAV_DOMINANT_SOFT_ARM_HOLD,PASS,True,3,14,3,17,True,True,16.273989991929213,0.0,0.00041182082023912323,0.004422992066140044,0.0003834123800387374,0.00014389707004846855,0.00042350172688749785,0.00038671169096346497,0.0004555439153178426,True,True,0.30174569171559656,0.19982121533695907,
vertical_offset_pregrasp,WHOLE_BODY,PASS,True,3,15,3,18,True,True,13.103310212232977,0.0,0.0003613212959162055,0.0023899911771246528,0.0009221450984186914,0.0001270717289619154,0.00015623732595508762,0.0008966475736296028,0.00012572488059961774,True,True,0.1950677507836204,0.1998189260910941,
