sim_time_s,state,active_position_reference_kind,active_joint_reference_kind,ref_px,ref_py,ref_pz,qcmd_shoulder_pan_joint,qdcmd_shoulder_pan_joint,qcmd_shoulder_lift_joint,qdcmd_shoulder_lift_joint,qcmd_elbow_joint,qdcmd_elbow_joint,qcmd_wrist_1_joint,qdcmd_wrist_1_joint,qcmd_wrist_roll_joint,qdcmd_wrist_roll_joint,qcmd_left_knuckle_joint,qdcmd_left_knuckle_joint
2.518,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,5.0550420382933225e-06,-2.1203800315561239e-07,1.3019548532611225e-06,-0.08149340687393547,0.0,0.019240659882217237,0.0,0.0397466034037226,0.0,0.019267787444702478,0.0,0.030684983228701057,0.0,0.002393804343054029,0.0
2.545,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,5.0550420382933225e-06,-2.1203800315561239e-07,1.3019548532611225e-06,-0.08352666835060951,0.0,0.019084498008454354,0.0,0.039987884216538205,0.0,0.019239411086449998,0.0,0.030831110496914782,0.0,0.002237141079818983,0.0
2.583,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,5.0550420382933225e-06,-2.1203800315561239e-07,1.3019548532611225e-06,-0.08454620697694892,0.0,0.018998050607319072,0.0,0.040099004486611634,0.0,0.019214694346668892,0.0,0.030976473335427634,0.0,0.002054817205510595,0.0
2.617,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,5.0550420382933225e-06,-2.1203800315561239e-07,1.3019548532611225e-06,-0.08655370315111277,0.0,0.01887011256078086,0.0,0.04035589566068598,0.0,0.019183223061662424,0.0,0.03089238805911787,0.0,0.001680037074991425,0.0
2.659,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,5.0550420382933225e-06,-2.1203800315561239e-07,1.3019548532611225e-06,-0.08859511449300506,0.0,0.018719536971689266,0.0,0.04059944074793087,0.0,0.019156243765579895,0.0,0.029991833484322328,0.0,0.0013337618068725021,0.0
2.69,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,5.0550420382933225e-06,-2.1203800315561239e-07,1.3019548532611225e-06,-0.09060620474662606,0.0,0.01862659851043791,0.0,0.04090186097737725,0.0,0.019188496038719194,0.0,0.028204281986561774,0.0,0.0011586035924038285,0.0
2.727,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,5.0550420382933225e-06,-2.1203800315561239e-07,1.3019548532611225e-06,-0.09254751533080707,0.0,0.018589417906379246,0.0,0.041251669761165566,0.0,0.01924103579084857,0.0,0.027416862881231907,0.0,0.0012213661582070046,0.0
2.733,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,5.0550420382933225e-06,-2.1203800315561239e-07,1.3019548532611225e-06,-0.09254751533080707,0.0,0.018589417906379246,0.0,0.041251669761165566,0.0,0.01924103579084857,0.0,0.027416862881231907,0.0,0.0012213661582070046,0.0
2.749,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,5.0550420382933225e-06,-2.1203800315561239e-07,1.3019548532611225e-06,-0.09357862485648205,0.0,0.018522189548648704,0.0,0.04136564092150152,0.0,0.019213853400509073,0.0,0.027325412522039016,0.0,0.0020998389410271656,0.0
2.751,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,5.0550420382933225e-06,-2.1203800315561239e-07,1.3019548532611225e-06,-0.09357862485648205,0.0,0.018522189548648704,0.0,0.04136564092150152,0.0,0.019213853400509073,0.0,0.027325412522039016,0.0,0.0020998389410271656,0.0
