time_s,rotor_0_thrust_N,rotor_1_thrust_N,rotor_2_thrust_N,rotor_3_thrust_N,shoulder_pan_joint_torque_Nm,shoulder_lift_joint_torque_Nm,elbow_joint_torque_Nm,wrist_1_joint_torque_Nm,wrist_roll_joint_torque_Nm,left_knuckle_joint_torque_Nm
0.0,0.2479893659705705,3.6709063421247397,0.9900596862381711,2.551579392535017,-0.026771075135935025,0.09050512266968547,0.0557697932728025,0.0320335823247095,0.0010620073945450076,6.681640358507869e-05
0.05,2.6986885593034966,2.8328865365075853,2.501017250408638,2.743475639019482,-0.005975127375755599,-0.14861633999468396,-0.09153253736922898,-0.040862118124306464,-0.00045328897137250044,3.055870389644298e-05
0.1,4.1733836476452355,3.0573784983949976,3.8177246355703134,3.2920019039279267,0.005588849705832951,-0.2121213030819718,-0.12554715808071212,-0.05684745083588251,-0.0009491075527383592,-2.605924570741125e-07
0.15000000000000002,4.69431973022012,3.52858978873711,4.420477885645635,3.808651289315524,0.007168818906807957,-0.23368384143929863,-0.13778034621294866,-0.06203928792462394,-0.0010614568103604243,2.8513786722523403e-08
0.2,4.84987324818483,3.852918022315527,4.657788001835187,4.1299037121670645,0.00709536514308527,-0.23784800135762113,-0.14059939780424655,-0.0627089583158889,-0.0010729557425155172,8.894367610273551e-06
0.25,4.837668441451672,4.043071763285015,4.714139129371309,4.29474421586339,0.0062237647416120015,-0.23410123124648352,-0.13895264779961913,-0.06127838669079364,-0.0010354368794514503,2.0735741684094282e-05
0.30000000000000004,4.756142104111211,4.151890538526872,4.6870314338335906,4.368273624928591,0.004994883878143587,-0.22709581314767174,-0.1353757058634164,-0.0589524930366489,-0.0009756817056956026,3.3289767352299974e-05
0.35000000000000003,4.6581986970355,4.219586058678588,4.630018903473089,4.398194227041743,0.00371254496558394,-0.2192490012528007,-0.13122918455756274,-0.05636544234268162,-0.0009099044004383097,4.554014869737739e-05
0.4,4.569850216058241,4.270130059768485,4.570876751110921,4.412429790629786,0.002540091992756578,-0.2117246619893793,-0.1271854591463174,-0.05382586039162784,-0.0008466254733249241,5.709083403212149e-05
0.45,4.501018116534232,4.315383127679953,4.521726746682362,4.424645737941262,0.0015443019999237684,-0.2049618332113159,-0.12350694887444937,-0.05145220757231794,-0.0007894174210428064,6.783635604345204e-05
0.5,4.452688864924099,4.3595371773207985,4.485682314185393,4.4397123911177,0.0007391566594077719,-0.1990077546972073,-0.12022954042011279,-0.0492600905069215,-0.0007391015546506299,7.778045368175566e-05
0.55,4.421539092923932,4.4025608548565325,4.461238299765647,4.457734495176538,0.00011416060721542516,-0.19372754101409745,-0.11728162282390665,-0.04721783303603133,-0.000695188315534411,8.695048928816395e-05
0.6000000000000001,4.402737791275906,4.442574821560064,4.445021421824982,4.476717133584653,-0.0003505993279856539,-0.18892801179447039,-0.11455603292362236,-0.045279198318174035,-0.0006567015626544265,9.536830707039984e-05
0.65,4.391500112112823,4.4773402813252865,4.433381419899435,4.49418425898676,-0.0006775675493782363,-0.18442342930751357,-0.11194903226759638,-0.0434004014083539,-0.0006225919468106237,0.00010304882741195292
0.7000000000000001,4.383834216448434,4.505080383988237,4.423204610531598,4.508053904412167,-0.0008890525748349991,-0.18006426527141658,-0.10937773962460419,-0.04154712820609341,-0.0005919081909652934,0.00011000836557781026
0.75,4.376796368251713,4.52483513744789,4.412234772936099,4.51701598348554,-0.0010064033979410932,-0.1757442300112523,-0.10678460627234825,-0.039695785084790096,-0.0005638411767210496,0.00011627319554424643
0.8,4.368467915444171,4.5365163100521295,4.399103191944239,4.520600092435184,-0.0010498199364758123,-0.17139589402388744,-0.10413494602475828,-0.03783185820689182,-0.0005377104893666285,0.0001218845752387659
0.8500000000000001,4.3577935442402245,4.540791532987828,4.383205256918478,4.519070380613907,-0.0010382851567441495,-0.1669814744261576,-0.10141144660980597,-0.03594718964997534,-0.0005129315499741659,0.0001268996866679069
0.9,4.344368308306507,4.538891343828952,4.364513436210807,4.513243018756934,-0.0009894621415590641,-0.16248265586438393,-0.0986080265889692,-0.03403719561151838,-0.0004889817874011873,0.00013138943643617167
0.9500000000000001,4.328225272051301,4.5324017673195245,4.343382000573287,4.504288412540376,-0.0009195491612699407,-0.15789147093240055,-0.09572430125246661,-0.03209852195559004,-0.00046537308706387644,0.0001354344835192994
1.0,4.3096512231106034,4.5230794243781345,4.32037421611302,4.4935543126029,-0.0008431281740963821,-0.1532030714038052,-0.09276119030031608,-0.030127299111403355,-0.00044163196178761694,0.00013912071913306054
1.05,4.289041347334299,4.512706358003517,4.2961253646005595,4.482426516404565,-0.0007730376439241351,-0.14841049697525707,-0.08971774751989356,-0.028117967944075527,-0.00041728629869368535,0.00014253504870674906
1.1,4.2667926806174155,4.502987323375898,4.271243039724428,4.472229954038221,-0.0007202816539770607,-0.14350114737934225,-0.08658903795853505,-0.026062555495997123,-0.0003918566898649726,0.00014576190668953931
1.1500000000000001,4.243228946429001,4.495482312581254,4.246238323468093,4.4641634858348995,-0.0006939687214726211,-0.1384544787012424,-0.08336476830065409,-0.02395025049518388,-0.00036485039695887555,0.0001488805603514715
1.2000000000000002,4.218544959286461,4.491560439721616,4.221476626315068,4.459255550017631,-0.0007012599540773106,-0.13324040420743932,-0.08002834779272865,-0.021767141103194478,-0.0003357565102605049,0.0001519629561130052
1.25,4.192756514329176,4.492356752603952,4.197134541070249,4.458323707411148,-0.0007472966477524252,-0.1278179521392598,-0.07655609897573337,-0.019496022030710936,-0.00030404174680438554,0.00015507162392501428
1.3,4.165641734635678,4.498709591525662,4.1731490909228635,4.461917801203039,-0.0008350698851338549,-0.12213394419934949,-0.07291646166889104,-0.01711626327305843,-0.00026914782138689054,0.00015825695643829712
1.35,4.136664104423093,4.5110503606085315,4.149150044158898,4.470221673130953,-0.0009651874009994249,-0.11612196584097158,-0.0690693248015393,-0.014603905670705426,-0.0002304942498569451,0.00016155297931160035
1.4000000000000001,4.104882832346577,4.529204023438788,4.124381152640869,4.482876669017903,-0.001135482871408726,-0.10970323383531172,-0.06496636955269916,-0.011932567659350999,-0.00018749743818700286,0.00016497043956851704
1.4500000000000002,4.068905736091297,4.552018980167787,4.097663265983913,4.498655406060113,-0.0013403672091663957,-0.10279481907204589,-0.060555442179314606,-0.009076915581419463,-0.0001396372368098039,0.00016848534431223604
1.5,4.0270992705205435,4.576619333023134,4.067594805333734,4.514808625119164,-0.0015694896398544896,-0.09534240084930407,-0.05579843412503753,-0.0060239522617920906,-8.667197694121506e-05,0.00017201845165024722
1.55,3.9787968573319494,4.596657283160601,4.033605849247119,4.525597608294072,-0.0018030845453922183,-0.08743119449520069,-0.05073221347055275,-0.002808202962986436,-2.937802847199925e-05,0.0001753882752837711
1.6,3.929054876609291,4.597513450056787,3.9996527064760894,4.518689715113207,-0.0019884011431554596,-0.07964302175653362,-0.045665062540888535,0.0003793706505383029,2.760073682387583e-05,0.00017814899960897103
1.6500000000000001,3.906076317815932,4.541181616658494,3.9851422427275875,4.466301174990548,-0.0019105098879590608,-0.07418691909887472,-0.04179899170521405,0.002853566065116253,6.341667606016536e-05,0.00017881800788212529
1.7000000000000002,4.026164792771295,4.313083902599005,4.051427111280361,4.307055419272209,-0.0005058737338297529,-0.07851402540799568,-0.043222637495586975,0.002371284661200567,-1.7808100192622187e-05,0.00017067430975129978
1.75,4.748923843977486,3.5165963407509704,4.33298896038638,3.939322433682933,0.006491324714153459,-0.17566221215989702,-0.09906297688033883,-0.026332770110272255,-0.0009206110231188996,0.00013842329438155747
1.8,4.011886555336573,4.347120442622164,4.0030768181167735,4.368384241484023,0.00011262959387040624,-0.07436090424167911,-0.040205402154162614,0.004075526262145663,-2.9860488473903032e-05,0.00016360789686070974
1.85,4.006169394288946,4.410811358123888,3.9998906284840228,4.41801148506854,1.6336925041100374e-05,-0.07027250839434142,-0.03780114718244031,0.0055140181093753515,-1.3295325083301617e-06,0.00016495111636946578
1.9000000000000001,4.005555156264872,4.41533869529539,3.999617957290116,4.421682103421279,1.2457571719911332e-05,-0.0695716652570799,-0.037358754306355935,0.0057719432027860005,2.7961573243122627e-06,0.00016497019588939695
1.9500000000000002,4.016167071431226,4.403678043307529,4.006790594838703,4.415390781560764,6.61177465162106e-05,-0.07131328229196861,-0.03835470183987511,0.005271104507395875,-9.023376529179123e-06,0.00016485658298745083
