time_s,rotor_0_thrust_N,rotor_1_thrust_N,rotor_2_thrust_N,rotor_3_thrust_N,shoulder_lift_joint_torque_Nm,elbow_joint_torque_Nm,wrist_1_joint_torque_Nm,wrist_roll_joint_torque_Nm
1.1500000000000001,4.062641433865737,4.394030607888439,4.0423395472189885,4.381657445900122,-0.09452800385006042,-0.0457041882206095,0.0004629623829397546,-6.832382836983142e-05
1.2000000000000002,4.04984905091983,4.386476975571879,4.030433158162524,4.375290543013293,-0.09210016793795649,-0.04413470003324039,0.0014140898223433775,-5.512342140792809e-05
1.25,4.038004250371297,4.388029132834631,4.021776926992916,4.375505889635824,-0.08977607435258657,-0.04264602311419183,0.002340338127405778,-3.945187335005981e-05
1.3,4.027360942266644,4.400925380313571,4.017194446432833,4.383958416811053,-0.08751578469687343,-0.04120956936231429,0.003266860231894013,-2.0296010973209256e-05
1.35,4.018040845352613,4.427486942408136,4.017586402564554,4.402339556041489,-0.08528202700039562,-0.03979962313349273,0.004216900381997917,3.482195647138749e-06
1.4000000000000001,4.009975615311639,4.469890787173809,4.02391915182084,4.432144186977535,-0.08304632510903866,-0.03839716906283781,0.005209069633025843,3.314292889734145e-05
1.4500000000000002,4.002940646145999,4.529604689228363,4.0372714921511434,4.47414472963946,-0.08080863406009263,-0.03700148525863928,0.006249875514982207,6.995697902391137e-05
1.5,3.9969934318752536,4.606144982268597,4.059120584894769,4.527351611025982,-0.07865083453236962,-0.03566084359861315,0.0073153786501945805,0.00011475264213434072
1.55,3.994223500092525,4.694353996140185,4.092259129038897,4.587119315298812,-0.07687176256865635,-0.0345487119536591,0.008307995076670849,0.00016634404570120377
1.6,4.0044620046901676,4.778071035836893,4.142955710873084,4.642102957647103,-0.07631521550338484,-0.03414696863139743,0.00895611390196186,0.0002160698349882673
1.6500000000000001,4.063053861756588,4.813949229005767,4.22433298584393,4.671106283147863,-0.07915370074263609,-0.03568099086287662,0.008580704797205078,0.00022809340528287585
1.7000000000000002,4.287069163865005,4.6853640983873515,4.354765104635839,4.648759865689646,-0.09076018323513659,-0.04215484691706981,0.005548583704093767,6.571631286945916e-05
1.75,5.061338343548896,4.057437215334337,4.512058730530697,4.6060211464716,-0.11900244769344784,-0.057892521951244905,-0.0028736092967387617,-0.0007749356363638923
1.8,4.124830221343251,4.465690919705508,4.115240336416486,4.487386550131702,-0.0835135150421293,-0.038542343232828256,0.006111096901348593,-5.349475975849112e-06
1.85,4.031914201642386,4.40185702658749,4.025779137500599,4.408517499190751,-0.08064647671955005,-0.03707951775018364,0.0063883218134943125,1.0776521227494467e-05
1.9000000000000001,4.026851107920417,4.396935334101894,4.020932653782914,4.403046256822445,-0.08054171551592594,-0.037029396068210256,0.0063853680929555606,1.1281429093053646e-05
1.9500000000000002,4.034999164576126,4.399924867418134,4.024637213763537,4.4122371255405755,-0.08073323145977564,-0.03712699058461651,0.006373364007128891,4.587911933475214e-06
