time_s,base_x,base_y,base_z,base_qx,base_qy,base_qz,base_qw,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_roll_joint,left_knuckle_joint,base_vx_body,base_vy_body,base_vz_body,base_wx_body,base_wy_body,base_wz_body,shoulder_pan_joint_velocity,shoulder_lift_joint_velocity,elbow_joint_velocity,wrist_1_joint_velocity,wrist_roll_joint_velocity,left_knuckle_joint_velocity
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,-0.0003509123406122049,1.0794077125713809e-05,0.9964335939592222,-3.18158011860755e-05,-0.01762199431737255,-1.912454714269176e-05,0.9998447199131898,0.0008488290786499131,-0.156049864816789,-0.005601243640778187,-0.0034325304321605197,7.344107420043324e-05,-2.8739069625949303e-06,-0.008274533157584535,0.0002180074678589253,-0.07119704779014739,-0.0012726979230063048,-0.704916259558617,-0.0007650214836517305,0.01697658157299826,0.8790027036642197,-0.11202487281556373,-0.06865060864321038,0.0014688214840086645,-5.74781392518986e-05
0.1,-0.0014469801249052754,1.9176048864193196e-05,0.9920955804806183,-5.599072051753626e-05,-0.03044198684261903,-5.176317066216136e-05,0.9995365324102402,0.0013838663643390616,-0.12511638229512642,-0.014121767856486722,-0.008288484853834852,0.00012682324453773043,-8.248643622614795e-06,-0.026065685281497886,0.0001735152358368932,-0.08560903715046306,-0.0009804649435465188,-0.5129513446403428,-0.0013048884599576572,0.010700745713782968,0.6186696504332516,-0.17041048431417066,-0.09711908843348667,0.0010676434067459438,-0.00010749473320039727
0.15000000000000002,-0.003889805178570908,2.7308920949059604e-05,0.9886516159391349,-6.072704958818323e-05,-0.03437580707948805,-8.063804184887458e-05,0.9994089721917476,0.0016904350632557992,-0.10387795140064413,-0.024183048201588984,-0.01430336283152503,0.00016483877904835965,-1.3660306388987301e-05,-0.053216294559307986,0.00016374845784901114,-0.06556963371383348,-0.00021666686202239456,-0.15743556064548414,-0.0011577696175087801,0.00613137397833475,0.4247686178896458,-0.20122560690204522,-0.12029755955380353,0.0007603106902125843,-0.0001082332553274501
0.2,-0.007917633321483392,3.626582661856193e-05,0.986364835934333,-4.828518919765872e-05,-0.031220994516260633,-9.950325007772367e-05,0.9995124998063102,0.00183180908736389,-0.09001525733255258,-0.034730121242815035,-0.02112092695262572,0.00019118674201171082,-1.8163324852127354e-05,-0.0833819153123925,0.0001690592532331665,-0.04035583161093727,0.0004615163330522013,0.1262605686980417,-0.000763274332977204,0.0028274804821618155,0.2772538813618307,-0.21094146082452098,-0.13635128242201375,0.0005269592592670235,-9.006036926280104e-05
0.25,-0.013421350924371148,4.61237622092275e-05,0.9849048755036272,-2.6369798465656353e-05,-0.024058617334845354,-0.00010766905764978687,0.9997105434294185,0.0018550732861469452,-0.08179514918116738,-0.04489222636214713,-0.028187371717678576,0.0002079713994185983,-2.1672724991839148e-05,-0.11152067244033795,0.0001761501810951663,-0.02307219471441221,0.0008378729736233522,0.28660530096081516,-0.00033922307505826656,0.0004652839756611048,0.1644021630277041,-0.20324210238664192,-0.14132889530105713,0.00033569314813775,-7.018800279423588e-05
0.30000000000000004,-0.020093652365430245,5.637287932981346e-05,0.9838594094115841,-2.418679475271325e-06,-0.015478890880004287,-0.00010673157273849936,0.9998801890924963,0.0017962821830184948,-0.07784826832449375,-0.053996987753775594,-0.034901503741231535,0.0002165159120407267,-2.3998115488226285e-05,-0.13416996059857098,0.0001768184531779287,-0.015618023079821422,0.0009219090443684287,0.34325729261450993,2.4220056856707366e-05,-0.0011758220625690066,0.07893761713347261,-0.18209522783256915,-0.13428264047105926,0.00017089025244256806,-4.650780992774274e-05
0.35000000000000003,-0.02755016366111216,6.62704235712222e-05,0.982939402913623,1.8589664032187564e-05,-0.007165454799473985,-9.896926982463394e-05,0.9999743227288512,0.0016834301105481378,-0.07706686811742436,-0.06159262893976618,-0.040767765818154125,0.00021794907402352233,-2.5117245229775438e-05,-0.149510386551626,0.00016696763611082907,-0.01501881881848827,0.0008095653221583145,0.33255980515983885,0.0002986571053407171,-0.0022570414494071413,0.01562800414138786,-0.15191282371981174,-0.11732524153845175,2.8663239655912662e-05,-2.238259483098305e-05
0.4,-0.03540576735779875,7.5082726592724e-05,0.9820062954982702,3.424075547652122e-05,-1.135604334354228e-05,-8.66550861649865e-05,0.9999999955947534,0.001538126074301923,-0.07855624540396475,-0.06744211585638293,-0.04546795466869504,0.00021346120982337343,-2.5272696643192658e-05,-0.15724333372076907,0.00014611672659319927,-0.0175342620723466,0.0006012216531812095,0.2861664728704037,0.00048285487130173184,-0.0029060807249242935,-0.029787545730807767,-0.11698973833233522,-0.09400377701081836,-8.975728400297823e-05,-3.1090282683443713e-06
0.45,-0.04331795894269815,8.222649615808705e-05,0.981029434246472,4.398740297762501e-05,0.005634296936798529,-7.179168497460926e-05,0.9999841236785163,0.0013766726128463145,-0.08160661632105942,-0.07149217694874768,-0.048863612321468144,0.0002043364720510876,-2.4728206485586944e-05,-0.15813233392819293,0.00011624936198364215,-0.02042683062360985,0.00037032737404427054,0.22582736481261328,0.0005867472624402236,-0.00322906922911217,-0.061007418341893487,-0.08100122184729484,-0.06791315305546206,-0.00018249475544571695,1.0889803152114287e-05
