t,target_x,target_y,target_z,gripper_x,gripper_y,gripper_z,pos_error,axis_error_deg,centerline_error,target_local_x,target_local_y,target_local_z,uav_cmd_vx,uav_cmd_vy,uav_cmd_vz,uav_ff_vx,uav_ff_vy,uav_ff_vz,uav_x,uav_y,uav_z
8.2690,-0.125438,0.502431,-0.226830,-0.245078,-0.009302,-0.227247,0.525533,8.500951,0.515872,-0.125438,0.598431,-0.091830,-0.197929,0.225442,0.000000,-0.075654,0.021093,0.000000,0.000000,0.000000,0.000000
8.3190,-0.129225,0.503471,-0.226830,-0.244810,-0.009038,-0.226925,0.525381,8.559209,0.514918,-0.129225,0.599471,-0.091830,-0.198825,0.224652,0.000000,-0.075818,0.020498,0.000000,0.000000,0.000000,0.000000
8.3690,-0.133020,0.504481,-0.226830,-0.244434,-0.008550,-0.227063,0.524990,8.438451,0.513694,-0.133020,0.600481,-0.091830,-0.199717,0.223859,0.000000,-0.075976,0.019902,0.000000,0.000000,0.000000,0.000000
8.4190,-0.136823,0.505461,-0.226830,-0.243916,-0.007993,-0.227164,0.524504,8.331305,0.512318,-0.136823,0.601461,-0.091830,-0.200607,0.223063,0.000000,-0.076130,0.019305,0.000000,0.000000,0.000000,0.000000
8.4690,-0.140633,0.506412,-0.226830,-0.243649,-0.007712,-0.226794,0.524343,8.403592,0.511256,-0.140633,0.602412,-0.091830,-0.201493,0.222262,0.000000,-0.076280,0.018706,0.000000,0.000000,0.000000,0.000000
8.5190,-0.144450,0.507332,-0.226830,-0.243116,-0.007071,-0.226875,0.523780,8.285341,0.509737,-0.144450,0.603332,-0.091830,-0.202376,0.221459,0.000000,-0.076424,0.018107,0.000000,0.000000,0.000000,0.000000
8.5690,-0.148275,0.508222,-0.226830,-0.242610,-0.006505,-0.226903,0.523300,8.192167,0.508266,-0.148275,0.604222,-0.091830,-0.203255,0.220652,0.000000,-0.076564,0.017506,0.000000,0.000000,0.000000,0.000000
8.6190,-0.152107,0.509083,-0.226830,-0.242245,-0.006171,-0.227154,0.523079,8.083664,0.507040,-0.152107,0.605083,-0.091830,-0.204131,0.219842,0.000000,-0.076699,0.016904,0.000000,0.000000,0.000000,0.000000
8.6690,-0.155945,0.509913,-0.226830,-0.241764,-0.005629,-0.226888,0.522636,8.096232,0.505534,-0.155945,0.605913,-0.091830,-0.205004,0.219028,0.000000,-0.076830,0.016301,0.000000,0.000000,0.000000,0.000000
8.7190,-0.159790,0.510713,-0.226830,-0.241371,-0.005138,-0.227060,0.522261,7.972224,0.504091,-0.159790,0.606713,-0.091830,-0.205874,0.218211,0.000000,-0.076955,0.015697,0.000000,0.000000,0.000000,0.000000
8.7690,-0.163640,0.511482,-0.226830,-0.240824,-0.004540,-0.227198,0.521763,7.856918,0.502458,-0.163640,0.607482,-0.091830,-0.206740,0.217390,0.000000,-0.077076,0.015092,0.000000,0.000000,0.000000,0.000000
8.8190,-0.167497,0.512222,-0.226830,-0.240542,-0.004218,-0.226780,0.521580,7.945368,0.501141,-0.167497,0.608222,-0.091830,-0.207603,0.216567,0.000000,-0.077192,0.014487,0.000000,0.000000,0.000000,0.000000
8.8690,-0.171360,0.512931,-0.226830,-0.239995,-0.003580,-0.226805,0.521051,7.857585,0.499409,-0.171360,0.608931,-0.091830,-0.208462,0.215739,0.000000,-0.077304,0.013880,0.000000,0.000000,0.000000,0.000000
8.9190,-0.175228,0.513610,-0.226830,-0.239598,-0.003205,-0.227142,0.520808,7.719007,0.497957,-0.175228,0.609610,-0.091830,-0.209318,0.214909,0.000000,-0.077410,0.013272,0.000000,0.000000,0.000000,0.000000
8.9690,-0.179101,0.514258,-0.226830,-0.239292,-0.002835,-0.226798,0.520585,7.779599,0.496499,-0.179101,0.610258,-0.091830,-0.210171,0.214075,0.000000,-0.077512,0.012664,0.000000,0.000000,0.000000,0.000000
9.0190,-0.182979,0.514876,-0.226830,-0.238684,-0.002125,-0.227019,0.519993,7.633874,0.494593,-0.182979,0.610876,-0.091830,-0.211020,0.213238,0.000000,-0.077609,0.012055,0.000000,0.000000,0.000000,0.000000
9.0690,-0.186861,0.515464,-0.226830,-0.238106,-0.001508,-0.227151,0.519505,7.539984,0.492753,-0.186861,0.611464,-0.091830,-0.211866,0.212398,0.000000,-0.077701,0.011445,0.000000,0.000000,0.000000,0.000000
9.1190,-0.190749,0.516021,-0.226830,-0.237807,-0.001141,-0.226711,0.519298,7.638043,0.491208,-0.190749,0.612021,-0.091830,-0.212709,0.211554,0.000000,-0.077789,0.010834,0.000000,0.000000,0.000000,0.000000
9.1690,-0.194640,0.516547,-0.226830,-0.237367,-0.000702,-0.227149,0.519011,7.466305,0.489539,-0.194640,0.612547,-0.091830,-0.213548,0.210707,0.000000,-0.077872,0.010223,0.000000,0.000000,0.000000,0.000000
9.2190,-0.198536,0.517043,-0.226830,-0.236819,-0.000084,-0.226958,0.518542,7.480989,0.487611,-0.198536,0.613043,-0.091830,-0.214383,0.209857,0.000000,-0.077950,0.009611,0.000000,0.000000,0.000000,0.000000
9.2690,-0.202435,0.517508,-0.226830,-0.236419,0.000388,-0.227034,0.518235,7.408256,0.485858,-0.202435,0.613508,-0.091830,-0.215215,0.209003,0.000000,-0.078023,0.008999,0.000000,0.000000,0.000000,0.000000
9.3190,-0.206338,0.517943,-0.226830,-0.235843,0.001000,-0.227131,0.517784,7.330738,0.483877,-0.206338,0.613943,-0.091830,-0.216044,0.208147,0.000000,-0.078091,0.008385,0.000000,0.000000,0.000000,0.000000
9.3690,-0.210244,0.518347,-0.226830,-0.235503,0.001429,-0.226752,0.517535,7.419299,0.482114,-0.210244,0.614347,-0.091830,-0.216869,0.207287,0.000000,-0.078154,0.007772,0.000000,0.000000,0.000000,0.000000
9.4190,-0.214153,0.518720,-0.226830,-0.234864,0.002139,-0.227001,0.516996,7.291099,0.479965,-0.214153,0.614720,-0.091830,-0.217691,0.206424,0.000000,-0.078213,0.007158,0.000000,0.000000,0.000000,0.000000
9.4690,-0.218065,0.519063,-0.226830,-0.234267,0.002765,-0.227094,0.516551,7.233489,0.477876,-0.218065,0.615063,-0.091830,-0.218509,0.205558,0.000000,-0.078267,0.006543,0.000000,0.000000,0.000000,0.000000
9.5190,-0.221980,0.519374,-0.226830,-0.233907,0.003207,-0.226778,0.516305,7.309452,0.476008,-0.221980,0.615374,-0.091830,-0.219323,0.204688,0.000000,-0.078316,0.005928,0.000000,0.000000,0.000000,0.000000
9.5690,-0.225897,0.519655,-0.226830,-0.233464,0.003651,-0.227079,0.516060,7.198226,0.474098,-0.225897,0.615655,-0.091830,-0.220135,0.203816,0.000000,-0.078360,0.005313,0.000000,0.000000,0.000000,0.000000
9.6190,-0.229816,0.519906,-0.226830,-0.232912,0.004313,-0.226700,0.515602,7.287048,0.471890,-0.229816,0.615906,-0.091830,-0.220942,0.202940,0.000000,-0.078399,0.004698,0.000000,0.000000,0.000000,0.000000
9.6690,-0.233737,0.520125,-0.226830,-0.232242,0.005068,-0.226936,0.515059,7.178473,0.469545,-0.233737,0.616125,-0.091830,-0.221746,0.202061,0.000000,-0.078434,0.004082,0.000000,0.000000,0.000000,0.000000
9.7190,-0.237659,0.520314,-0.226830,-0.231889,0.005433,-0.226659,0.514913,7.272007,0.467636,-0.237659,0.616314,-0.091830,-0.222547,0.201179,0.000000,-0.078463,0.003466,0.000000,0.000000,0.000000,0.000000
9.7690,-0.241583,0.520472,-0.226830,-0.231394,0.005992,-0.227054,0.514581,7.116818,0.465493,-0.241583,0.616472,-0.091830,-0.223344,0.200294,0.000000,-0.078488,0.002849,0.000000,0.000000,0.000000,0.000000
9.8190,-0.245508,0.520599,-0.226830,-0.230797,0.006607,-0.226949,0.514202,7.158962,0.463207,-0.245508,0.616599,-0.091830,-0.224137,0.199406,0.000000,-0.078508,0.002233,0.000000,0.000000,0.000000,0.000000
9.8690,-0.249434,0.520695,-0.226830,-0.230379,0.007108,-0.226889,0.513940,7.157142,0.461072,-0.249434,0.616695,-0.091830,-0.224927,0.198515,0.000000,-0.078523,0.001616,0.000000,0.000000,0.000000,0.000000
9.9190,-0.253360,0.520760,-0.226830,-0.229719,0.007784,-0.227056,0.513520,7.112674,0.458661,-0.253360,0.616760,-0.091830,-0.225713,0.197620,0.000000,-0.078533,0.000999,0.000000,0.000000,0.000000,0.000000
9.9690,-0.257287,0.520795,-0.226830,-0.229323,0.008280,-0.226741,0.513277,7.209806,0.456471,-0.257287,0.616795,-0.091830,-0.226495,0.196723,0.000000,-0.078539,0.000382,0.000000,0.000000,0.000000,0.000000
10.0190,-0.261214,0.520799,-0.226830,-0.228631,0.008989,-0.227046,0.512846,7.125899,0.453969,-0.261214,0.616799,-0.091830,-0.227274,0.195823,0.000000,-0.078539,-0.000234,-0.000000,0.000000,0.000000,0.000000
10.0690,-0.265141,0.520771,-0.226830,-0.228267,0.009420,-0.226650,0.512680,7.256342,0.451792,-0.265141,0.616771,-0.091830,-0.228049,0.194919,0.000000,-0.078535,-0.000851,-0.000000,0.000000,0.000000,0.000000
10.1190,-0.269067,0.520713,-0.226830,-0.227530,0.010198,-0.227056,0.512203,7.145488,0.449158,-0.269067,0.616713,-0.091830,-0.228821,0.194013,0.000000,-0.078526,-0.001468,-0.000000,0.000000,0.000000,0.000000
10.1690,-0.272993,0.520625,-0.226830,-0.226938,0.010841,-0.226636,0.511860,7.316825,0.446638,-0.272993,0.616625,-0.091830,-0.229589,0.193103,0.000000,-0.078512,-0.002085,-0.000000,0.000000,0.000000,0.000000
10.2190,-0.276918,0.520505,-0.226830,-0.226402,0.011436,-0.226970,0.511570,7.226324,0.444196,-0.276918,0.616505,-0.091830,-0.230353,0.192191,0.000000,-0.078493,-0.002701,-0.000000,0.000000,0.000000,0.000000
10.2690,-0.280843,0.520355,-0.226830,-0.226037,0.011833,-0.226630,0.511466,7.354215,0.441941,-0.280843,0.616355,-0.091830,-0.231114,0.191276,0.000000,-0.078470,-0.003318,-0.000000,0.000000,0.000000,0.000000
10.3190,-0.284765,0.520173,-0.226830,-0.225279,0.012628,-0.226971,0.511019,7.290137,0.439172,-0.284765,0.616173,-0.091830,-0.231871,0.190357,0.000000,-0.078441,-0.003934,-0.000000,0.000000,0.000000,0.000000
10.3690,-0.288687,0.519961,-0.226830,-0.224672,0.013280,-0.226578,0.510709,7.467023,0.436530,-0.288687,0.615961,-0.091830,-0.232624,0.189436,0.000000,-0.078408,-0.004550,-0.000000,0.000000,0.000000,0.000000
10.4190,-0.292606,0.519718,-0.226830,-0.224114,0.013882,-0.226985,0.510452,7.373646,0.433969,-0.292606,0.615718,-0.091830,-0.233374,0.188512,0.000000,-0.078370,-0.005165,-0.000000,0.000000,0.000000,0.000000
10.4690,-0.296523,0.519445,-0.226830,-0.223490,0.014565,-0.226580,0.510134,7.559174,0.431235,-0.296523,0.615445,-0.091830,-0.234119,0.187585,0.000000,-0.078327,-0.005781,-0.000000,0.000000,0.000000,0.000000
10.5190,-0.300439,0.519140,-0.226830,-0.222962,0.015088,-0.226989,0.509972,7.471692,0.428708,-0.300439,0.615140,-0.091830,-0.234862,0.186655,0.000000,-0.078279,-0.006396,-0.000000,0.000000,0.000000,0.000000
10.5690,-0.304351,0.518805,-0.226830,-0.222549,0.015546,-0.226654,0.509864,7.618182,0.426214,-0.304351,0.614805,-0.091830,-0.235600,0.185722,0.000000,-0.078226,-0.007010,-0.000000,0.000000,0.000000,0.000000
10.6190,-0.308261,0.518439,-0.226830,-0.221776,0.016331,-0.226980,0.509502,7.599840,0.423291,-0.308261,0.614439,-0.091830,-0.236335,0.184786,0.000000,-0.078169,-0.007625,-0.000000,0.000000,0.000000,0.000000
10.6690,-0.312168,0.518043,-0.226830,-0.221114,0.017061,-0.226568,0.509189,7.803517,0.420391,-0.312168,0.614043,-0.091830,-0.237065,0.183848,0.000000,-0.078107,-0.008238,-0.000000,0.000000,0.000000,0.000000
10.7190,-0.316072,0.517615,-0.226830,-0.220587,0.017556,-0.226914,0.509094,7.765025,0.417783,-0.316072,0.613615,-0.091830,-0.237792,0.182906,0.000000,-0.078039,-0.008851,-0.000000,0.000000,0.000000,0.000000
10.7690,-0.319972,0.517157,-0.226830,-0.220097,0.018111,-0.226822,0.508943,7.841294,0.415080,-0.319972,0.613157,-0.091830,-0.238516,0.181962,0.000000,-0.077968,-0.009464,-0.000000,0.000000,0.000000,0.000000
10.8190,-0.323868,0.516669,-0.226830,-0.219401,0.018829,-0.226577,0.508683,8.020480,0.412109,-0.323868,0.612669,-0.091830,-0.239235,0.181015,0.000000,-0.077891,-0.010076,-0.000000,0.000000,0.000000,0.000000
10.8690,-0.327761,0.516150,-0.226830,-0.218600,0.019668,-0.226820,0.508341,8.047477,0.408992,-0.327761,0.612150,-0.091830,-0.239951,0.180065,0.000000,-0.077809,-0.010688,-0.000000,0.000000,0.000000,0.000000
10.9190,-0.331649,0.515600,-0.226830,-0.218150,0.020150,-0.226508,0.508284,8.213213,0.406279,-0.331649,0.611600,-0.091830,-0.240663,0.179113,0.000000,-0.077723,-0.011298,-0.000000,0.000000,0.000000,0.000000
10.9690,-0.335533,0.515020,-0.226830,-0.217600,0.020656,-0.226879,0.508236,8.190320,0.403527,-0.335533,0.611020,-0.091830,-0.241371,0.178157,0.000000,-0.077632,-0.011908,-0.000000,0.000000,0.000000,0.000000
11.0190,-0.339412,0.514409,-0.226830,-0.216878,0.021451,-0.226533,0.507959,8.396727,0.400365,-0.339412,0.610409,-0.091830,-0.242075,0.177199,0.000000,-0.077536,-0.012518,-0.000000,0.000000,0.000000,0.000000
11.0690,-0.343287,0.513768,-0.226830,-0.216368,0.021946,-0.226564,0.507935,8.477156,0.397564,-0.343287,0.609768,-0.091830,-0.242776,0.176239,0.000000,-0.077435,-0.013126,-0.000000,0.000000,0.000000,0.000000
11.1190,-0.347156,0.513097,-0.226830,-0.215513,0.022825,-0.226844,0.507638,8.533558,0.394267,-0.347156,0.609097,-0.091830,-0.243472,0.175275,0.000000,-0.077330,-0.013734,-0.000000,0.000000,0.000000,0.000000
11.1690,-0.351020,0.512395,-0.226830,-0.215071,0.023283,-0.226496,0.507654,8.710668,0.391450,-0.351020,0.608395,-0.091830,-0.244165,0.174309,0.000000,-0.077219,-0.014341,-0.000000,0.000000,0.000000,0.000000
11.2190,-0.354878,0.511663,-0.226830,-0.214244,0.024053,-0.226821,0.507485,8.773514,0.388218,-0.354878,0.607663,-0.091830,-0.244854,0.173340,0.000000,-0.077104,-0.014947,-0.000000,0.000000,0.000000,0.000000
11.2690,-0.358730,0.510900,-0.226830,-0.213493,0.024854,-0.226506,0.507281,8.989950,0.384916,-0.358730,0.606900,-0.091830,-0.245539,0.172368,0.000000,-0.076985,-0.015552,-0.000000,0.000000,0.000000,0.000000
11.3190,-0.362576,0.510107,-0.226830,-0.212969,0.025358,-0.226503,0.507311,9.092926,0.381975,-0.362576,0.606107,-0.091830,-0.246220,0.171394,0.000000,-0.076860,-0.016156,-0.000000,0.000000,0.000000,0.000000
11.3690,-0.366416,0.509285,-0.226830,-0.212089,0.026207,-0.226740,0.507130,9.203059,0.378573,-0.366416,0.605285,-0.091830,-0.246897,0.170417,0.000000,-0.076731,-0.016759,-0.000000,0.000000,0.000000,0.000000
11.4190,-0.370249,0.508432,-0.226830,-0.211619,0.026706,-0.226419,0.507172,9.375558,0.375585,-0.370249,0.604432,-0.091830,-0.247570,0.169437,0.000000,-0.076597,-0.017362,-0.000000,0.000000,0.000000,0.000000
11.4690,-0.374075,0.507548,-0.226830,-0.211071,0.027224,-0.226447,0.507230,9.484078,0.372553,-0.374075,0.603548,-0.091830,-0.248239,0.168455,0.000000,-0.076458,-0.017963,-0.000000,0.000000,0.000000,0.000000
11.5190,-0.377895,0.506635,-0.226830,-0.210192,0.028072,-0.226996,0.507097,9.493729,0.369108,-0.377895,0.602635,-0.091830,-0.248905,0.167471,0.000000,-0.076315,-0.018563,-0.000000,0.000000,0.000000,0.000000
11.5690,-0.381707,0.505692,-0.226830,-0.209714,0.028549,-0.226621,0.507196,9.693207,0.366060,-0.381707,0.601692,-0.091830,-0.249566,0.166483,0.000000,-0.076167,-0.019161,-0.000000,0.000000,0.000000,0.000000
11.6190,-0.385511,0.504719,-0.226830,-0.208877,0.029339,-0.226580,0.507135,9.890941,0.362588,-0.385511,0.600719,-0.091830,-0.250224,0.165493,0.000000,-0.076014,-0.019759,-0.000000,0.000000,0.000000,0.000000
11.6690,-0.389308,0.503716,-0.226830,-0.207966,0.030206,-0.226883,0.507048,10.006299,0.359024,-0.389308,0.599716,-0.091830,-0.250877,0.164501,0.000000,-0.075856,-0.020355,-0.000000,0.000000,0.000000,0.000000
11.7190,-0.393097,0.502684,-0.226830,-0.207459,0.030716,-0.226512,0.507164,10.213287,0.355864,-0.393097,0.598684,-0.091830,-0.251527,0.163506,0.000000,-0.075694,-0.020951,-0.000000,0.000000,0.000000,0.000000
11.7690,-0.396877,0.501621,-0.226830,-0.206601,0.031517,-0.226501,0.507152,10.413342,0.352307,-0.396877,0.597621,-0.091830,-0.252173,0.162508,0.000000,-0.075527,-0.021544,-0.000000,0.000000,0.000000,0.000000
11.8190,-0.400650,0.500529,-0.226830,-0.206012,0.032035,-0.226737,0.507317,10.488827,0.349117,-0.400650,0.596529,-0.091830,-0.252814,0.161508,0.000000,-0.075356,-0.022137,-0.000000,0.000000,0.000000,0.000000
11.8690,-0.404413,0.499408,-0.226830,-0.205165,0.032865,-0.226515,0.507308,10.726895,0.345474,-0.404413,0.595408,-0.091830,-0.253452,0.160506,0.000000,-0.075179,-0.022728,-0.000000,0.000000,0.000000,0.000000
11.9190,-0.408167,0.498256,-0.226830,-0.204593,0.033389,-0.226491,0.507489,10.869111,0.342216,-0.408167,0.594256,-0.091830,-0.254086,0.159501,0.000000,-0.074999,-0.023318,-0.000000,0.000000,0.000000,0.000000
11.9690,-0.411913,0.497076,-0.226830,-0.203995,0.033946,-0.226490,0.507660,11.012545,0.338897,-0.411913,0.593076,-0.091830,-0.254715,0.158493,0.000000,-0.074813,-0.023906,-0.000000,0.000000,0.000000,0.000000
12.0190,-0.415649,0.495866,-0.226830,-0.203058,0.034785,-0.226856,0.507731,11.143126,0.335204,-0.415649,0.591866,-0.091830,-0.255341,0.157483,0.000000,-0.074623,-0.024493,-0.000000,0.000000,0.000000,0.000000
12.0690,-0.419375,0.494627,-0.226830,-0.202219,0.035588,-0.226433,0.507812,11.439450,0.331477,-0.419375,0.590627,-0.091830,-0.255963,0.156471,0.000000,-0.074428,-0.025078,-0.000000,0.000000,0.000000,0.000000
12.1190,-0.423091,0.493358,-0.226830,-0.201613,0.036135,-0.226449,0.508041,11.585795,0.328102,-0.423091,0.589358,-0.091830,-0.256580,0.155456,0.000000,-0.074229,-0.025662,-0.000000,0.000000,0.000000,0.000000
12.1690,-0.426798,0.492060,-0.226830,-0.201016,0.036668,-0.226448,0.508291,11.731792,0.324720,-0.426798,0.588060,-0.091830,-0.257194,0.154439,0.000000,-0.074025,-0.026244,-0.000000,0.000000,0.000000,0.000000
12.2190,-0.430494,0.490734,-0.226830,-0.200110,0.037481,-0.226451,0.508443,11.953119,0.320940,-0.430494,0.586734,-0.091830,-0.257803,0.153420,0.000000,-0.073817,-0.026825,-0.000000,0.000000,0.000000,0.000000
12.2690,-0.434179,0.489378,-0.226830,-0.199163,0.038294,-0.226738,0.508635,12.123402,0.317157,-0.434179,0.585378,-0.091830,-0.258408,0.152398,0.000000,-0.073604,-0.027404,-0.000000,0.000000,0.000000,0.000000
12.3190,-0.437854,0.487993,-0.226830,-0.198483,0.038926,-0.226793,0.508881,12.277456,0.313597,-0.437854,0.583993,-0.091830,-0.259010,0.151374,0.000000,-0.073386,-0.027981,-0.000000,0.000000,0.000000,0.000000
12.3690,-0.441518,0.486580,-0.226830,-0.197633,0.039693,-0.226403,0.509105,12.573631,0.309773,-0.441518,0.582580,-0.091830,-0.259607,0.150347,0.000000,-0.073164,-0.028557,-0.000000,0.000000,0.000000,0.000000
12.4190,-0.445171,0.485138,-0.226830,-0.196989,0.040263,-0.226417,0.509419,12.736615,0.306239,-0.445171,0.581138,-0.091830,-0.260200,0.149318,0.000000,-0.072938,-0.029130,-0.000000,0.000000,0.000000,0.000000
12.4690,-0.448812,0.483667,-0.226830,-0.196050,0.041078,-0.226415,0.509680,12.974749,0.302343,-0.448812,0.579667,-0.091830,-0.260789,0.148287,0.000000,-0.072707,-0.029702,-0.000000,0.000000,0.000000,0.000000
12.5190,-0.452441,0.482167,-0.226830,-0.195425,0.041614,-0.226411,0.510044,13.133920,0.298806,-0.452441,0.578167,-0.091830,-0.261374,0.147253,0.000000,-0.072471,-0.030272,-0.000000,0.000000,0.000000,0.000000
12.5690,-0.456059,0.480640,-0.226830,-0.194798,0.042150,-0.226404,0.510422,13.295108,0.295247,-0.456059,0.576640,-0.091830,-0.261955,0.146218,0.000000,-0.072231,-0.030841,-0.000000,0.000000,0.000000,0.000000
12.6190,-0.459664,0.479083,-0.226830,-0.193839,0.042973,-0.226393,0.510740,13.543666,0.291278,-0.459664,0.575083,-0.091830,-0.262532,0.145180,0.000000,-0.071987,-0.031407,-0.000000,0.000000,0.000000,0.000000
12.6690,-0.463257,0.477499,-0.226830,-0.192870,0.043798,-0.226391,0.511083,13.794409,0.287284,-0.463257,0.573499,-0.091830,-0.263104,0.144139,0.000000,-0.071738,-0.031971,-0.000000,0.000000,0.000000,0.000000
12.7190,-0.466838,0.475886,-0.226830,-0.192228,0.044338,-0.226376,0.511512,13.963445,0.283659,-0.466838,0.571886,-0.091830,-0.263673,0.143097,0.000000,-0.071485,-0.032534,-0.000000,0.000000,0.000000,0.000000
12.7690,-0.470406,0.474246,-0.226830,-0.191563,0.044902,-0.226394,0.511946,14.134040,0.279989,-0.470406,0.570246,-0.091830,-0.264237,0.142052,0.000000,-0.071227,-0.033094,-0.000000,0.000000,0.000000,0.000000
12.8190,-0.473961,0.472577,-0.226830,-0.190596,0.045698,-0.226391,0.512369,14.385441,0.275970,-0.473961,0.568577,-0.091830,-0.264797,0.141005,0.000000,-0.070965,-0.033653,-0.000000,0.000000,0.000000,0.000000
12.8690,-0.477502,0.470880,-0.226830,-0.189925,0.046262,-0.226374,0.512837,14.565484,0.272258,-0.477502,0.566880,-0.091830,-0.265353,0.139956,0.000000,-0.070698,-0.034209,-0.000000,0.000000,0.000000,0.000000
12.9190,-0.481030,0.469156,-0.226830,-0.188927,0.047084,-0.226362,0.513293,14.830586,0.268165,-0.481030,0.565156,-0.091830,-0.265905,0.138905,0.000000,-0.070427,-0.034763,-0.000000,0.000000,0.000000,0.000000
12.9690,-0.484545,0.467404,-0.226830,-0.188263,0.047623,-0.226351,0.513808,15.007181,0.264444,-0.484545,0.563404,-0.091830,-0.266452,0.137852,0.000000,-0.070152,-0.035315,-0.000000,0.000000,0.000000,0.000000
13.0190,-0.488045,0.465625,-0.226830,-0.187250,0.048444,-0.226349,0.514313,15.275696,0.260316,-0.488045,0.561625,-0.091830,-0.266996,0.136796,0.000000,-0.069873,-0.035865,-0.000000,0.000000,0.000000,0.000000
13.0690,-0.491532,0.463818,-0.226830,-0.186578,0.048982,-0.226340,0.514865,15.455176,0.256560,-0.491532,0.559818,-0.091830,-0.267535,0.135739,0.000000,-0.069589,-0.036413,-0.000000,0.000000,0.000000,0.000000
13.1190,-0.495004,0.461983,-0.226830,-0.185551,0.049805,-0.226330,0.515416,15.730519,0.252391,-0.495004,0.557983,-0.091830,-0.268070,0.134679,0.000000,-0.069301,-0.036958,-0.000000,0.000000,0.000000,0.000000
13.1690,-0.498462,0.460122,-0.226830,-0.184517,0.050625,-0.226319,0.515994,16.008155,0.248207,-0.498462,0.556122,-0.091830,-0.268601,0.133617,0.000000,-0.069008,-0.037501,-0.000000,0.000000,0.000000,0.000000
13.2190,-0.501905,0.458233,-0.226830,-0.183824,0.051168,-0.226322,0.516602,16.192776,0.244392,-0.501905,0.554233,-0.091830,-0.269127,0.132553,0.000000,-0.068712,-0.038042,-0.000000,0.000000,0.000000,0.000000
13.2690,-0.505333,0.456318,-0.226830,-0.182772,0.051991,-0.226302,0.517230,16.478372,0.240167,-0.505333,0.552318,-0.091830,-0.269650,0.131488,0.000000,-0.068411,-0.038581,-0.000000,0.000000,0.000000,0.000000
13.3190,-0.508746,0.454375,-0.226830,-0.182065,0.052533,-0.226315,0.517878,16.666008,0.236321,-0.508746,0.550375,-0.091830,-0.270168,0.130420,0.000000,-0.068106,-0.039117,-0.000000,0.000000,0.000000,0.000000
13.3690,-0.512144,0.452406,-0.226830,-0.180998,0.053358,-0.226290,0.518554,16.957983,0.232059,-0.512144,0.548406,-0.091830,-0.270682,0.129350,0.000000,-0.067796,-0.039650,-0.000000,0.000000,0.000000,0.000000
13.4190,-0.515526,0.450410,-0.226830,-0.180287,0.053899,-0.226278,0.519237,17.151011,0.228180,-0.515526,0.546410,-0.091830,-0.271191,0.128278,0.000000,-0.067483,-0.040182,-0.000000,0.000000,0.000000,0.000000
13.4690,-0.518892,0.448388,-0.226830,-0.179204,0.054721,-0.226255,0.519964,17.447340,0.223888,-0.518892,0.544388,-0.091830,-0.271697,0.127204,0.000000,-0.067165,-0.040710,-0.000000,0.000000,0.000000,0.000000
13.5190,-0.522242,0.446339,-0.226830,-0.178474,0.055267,-0.226267,0.520686,17.643260,0.219975,-0.522242,0.542339,-0.091830,-0.272198,0.126128,0.000000,-0.066843,-0.041237,-0.000000,0.000000,0.000000,0.000000
13.5690,-0.525576,0.444264,-0.226830,-0.177732,0.055831,-0.226249,0.521418,17.847869,0.216024,-0.525576,0.540264,-0.091830,-0.272695,0.125050,0.000000,-0.066517,-0.041760,-0.000000,0.000000,0.000000,0.000000
13.6190,-0.528894,0.442163,-0.226830,-0.176627,0.056651,-0.226227,0.522219,18.150909,0.211689,-0.528894,0.538163,-0.091830,-0.273187,0.123971,0.000000,-0.066187,-0.042281,-0.000000,0.000000,0.000000,0.000000
13.6690,-0.532195,0.440036,-0.226830,-0.175525,0.057452,-0.226226,0.523053,18.449016,0.207367,-0.532195,0.536036,-0.091830,-0.273675,0.122889,0.000000,-0.065853,-0.042800,-0.000000,0.000000,0.000000,0.000000
13.7190,-0.535479,0.437883,-0.226830,-0.174763,0.058018,-0.226194,0.523846,18.662447,0.203368,-0.535479,0.533883,-0.091830,-0.274159,0.121806,0.000000,-0.065515,-0.043316,-0.000000,0.000000,0.000000,0.000000
13.7690,-0.538746,0.435705,-0.226830,-0.174001,0.058572,-0.226203,0.524660,18.869178,0.199379,-0.538746,0.531705,-0.091830,-0.274639,0.120720,0.000000,-0.065173,-0.043829,-0.000000,0.000000,0.000000,0.000000
13.8190,-0.541996,0.433501,-0.226830,-0.172938,0.059302,-0.226222,0.525575,19.150925,0.195112,-0.541996,0.529501,-0.091830,-0.275114,0.119633,0.000000,-0.064827,-0.044340,-0.000000,0.000000,0.000000,0.000000
13.8690,-0.545229,0.431271,-0.226830,-0.172576,0.059212,-0.226492,0.526591,19.151031,0.191894,-0.545229,0.527271,-0.091830,-0.275586,0.118544,0.000000,-0.064476,-0.044847,-0.000000,0.000000,0.000000,0.000000
13.9190,-0.548444,0.429016,-0.226830,-0.172796,0.058670,-0.226370,0.527511,19.039571,0.189198,-0.548444,0.525016,-0.091830,-0.276052,0.117453,0.000000,-0.064122,-0.045352,-0.000000,0.000000,0.000000,0.000000
13.9690,-0.551641,0.426736,-0.226830,-0.173547,0.057350,-0.226320,0.528584,18.707762,0.187404,-0.551641,0.522736,-0.091830,-0.276515,0.116360,0.000000,-0.063764,-0.045855,-0.000000,0.000000,0.000000,0.000000
