t,target_x,target_y,target_z,gripper_x,gripper_y,gripper_z,pos_error,axis_error_deg,centerline_error,target_local_x,target_local_y,target_local_z,uav_cmd_vx,uav_cmd_vy,uav_cmd_vz,uav_ff_vx,uav_ff_vy,uav_ff_vz,uav_x,uav_y,uav_z,path_progress,path_progress_scale
8.2520,-0.287234,0.075290,-0.234532,-0.184552,-0.138348,-0.278759,0.241125,8.691270,0.192788,-0.370084,0.293296,-0.053105,-0.015569,0.056771,0.001731,-0.000000,0.000000,0.000000,0.083838,-0.124715,-0.044991,2.985800,0.000000
8.3030,-0.287234,0.075290,-0.234532,-0.182818,-0.143645,-0.276400,0.246147,8.734035,0.196162,-0.371769,0.298113,-0.055702,-0.016159,0.058457,0.001413,-0.000000,0.000000,0.000000,0.086788,-0.133139,-0.040197,2.985800,0.000000
8.3530,-0.287234,0.075290,-0.234532,-0.179007,-0.154790,-0.268534,0.256527,9.349958,0.202229,-0.375634,0.308876,-0.061788,-0.017512,0.062224,0.000668,-0.000000,0.000000,0.000000,0.091441,-0.146027,-0.032902,2.985800,0.000000
8.4040,-0.287234,0.075290,-0.234532,-0.175836,-0.163497,-0.264147,0.265153,9.292841,0.207856,-0.378675,0.317318,-0.066630,-0.018576,0.065178,0.000075,-0.000000,0.000000,0.000000,0.096222,-0.159480,-0.025905,2.985800,0.000000
8.4520,-0.287234,0.075290,-0.234532,-0.170975,-0.177458,-0.257127,0.279121,9.419851,0.217190,-0.383456,0.330770,-0.073627,-0.020249,0.069887,-0.000783,-0.000000,0.000000,0.000000,0.096559,-0.162070,-0.023118,2.985800,0.000000
8.5020,-0.287234,0.075290,-0.234532,-0.169437,-0.186081,-0.248921,0.287051,9.522327,0.222197,-0.384392,0.336526,-0.079499,-0.020577,0.071901,-0.001502,-0.000000,0.000000,0.000000,0.098230,-0.170365,-0.015291,2.985800,0.000000
8.5530,-0.287234,0.075290,-0.234532,-0.167711,-0.193454,-0.243227,0.294253,9.593393,0.227028,-0.386528,0.346039,-0.087593,-0.021325,0.075231,-0.002493,-0.000000,0.000000,0.000000,0.101490,-0.183017,-0.006496,2.985800,0.000000
8.6040,-0.287234,0.075290,-0.234532,-0.163903,-0.207609,-0.235069,0.308614,9.640042,0.237284,-0.388724,0.354307,-0.093036,-0.022093,0.078125,-0.003160,-0.000000,0.000000,0.000000,0.103013,-0.188607,-0.003703,2.985800,0.000000
8.6540,-0.287234,0.075290,-0.234532,-0.161445,-0.216003,-0.231542,0.317307,9.757325,0.243762,-0.392594,0.367866,-0.099302,-0.023448,0.082870,-0.003928,-0.000000,0.000000,0.000000,0.105265,-0.200419,0.004195,2.985800,0.000000
8.7030,-0.287234,0.075290,-0.234532,-0.161456,-0.220141,-0.227144,0.321176,9.820768,0.246688,-0.392500,0.371709,-0.103727,-0.023415,0.084215,-0.004470,-0.000000,0.000000,0.000000,0.105835,-0.206009,0.009454,2.985800,0.000000
8.7520,-0.287234,0.075290,-0.234532,-0.160068,-0.230184,-0.218750,0.331262,9.967352,0.254183,-0.393785,0.381369,-0.111964,-0.023865,0.087596,-0.005479,-0.000000,0.000000,0.000000,0.108183,-0.218151,0.017524,2.985800,0.000000
8.8020,-0.287234,0.075290,-0.234532,-0.158296,-0.238594,-0.213621,0.339978,10.078931,0.260815,-0.395418,0.389441,-0.117056,-0.024436,0.090421,-0.006103,-0.000000,0.000000,0.000000,0.111199,-0.231879,0.024511,2.985800,0.000000
8.8630,-0.287234,0.075290,-0.234532,-0.155207,-0.252641,-0.206629,0.354610,10.155151,0.272275,-0.398434,0.403170,-0.124043,-0.025492,0.095227,-0.006959,-0.000000,0.000000,0.000000,0.110906,-0.234967,0.029303,2.985800,0.000000
8.9030,-0.287234,0.075290,-0.234532,-0.155445,-0.255988,-0.201617,0.358046,10.295794,0.274857,-0.398140,0.406257,-0.128835,-0.025389,0.096307,-0.007546,-0.000000,0.000000,0.000000,0.111674,-0.240056,0.034444,2.985800,0.000000
8.9520,-0.287234,0.075290,-0.234532,-0.153661,-0.265284,-0.193528,0.368122,10.347643,0.282302,-0.399745,0.415220,-0.137105,-0.025250,0.096760,-0.008559,-0.000000,0.000000,0.000000,0.113167,-0.246872,0.039803,2.985800,0.000000
9.0020,-0.287234,0.075290,-0.234532,-0.151499,-0.273306,-0.188020,0.376970,10.446556,0.288814,-0.401833,0.422959,-0.142525,-0.025271,0.096754,-0.009223,-0.000000,0.000000,0.000000,0.117356,-0.260913,0.048528,2.985800,0.000000
9.0520,-0.287234,0.075290,-0.234532,-0.147298,-0.286995,-0.180340,0.392135,10.595186,0.300046,-0.405924,0.436249,-0.150060,-0.025455,0.096706,-0.010146,-0.000000,0.000000,0.000000,0.118737,-0.265954,0.052900,2.985800,0.000000
9.1020,-0.287234,0.075290,-0.234532,-0.146803,-0.289262,-0.176462,0.394957,10.653747,0.301822,-0.406299,0.438316,-0.153996,-0.025405,0.096719,-0.010628,-0.000000,0.000000,0.000000,0.120627,-0.271239,0.058643,2.985800,0.000000
9.1520,-0.287234,0.075290,-0.234532,-0.143755,-0.297393,-0.169649,0.404584,10.795153,0.308320,-0.409226,0.446116,-0.160648,-0.025657,0.096652,-0.011443,-0.000000,0.000000,0.000000,0.123511,-0.279129,0.063825,2.985800,0.000000
9.2020,-0.287234,0.075290,-0.234532,-0.141016,-0.305238,-0.164966,0.413546,10.895407,0.314785,-0.411786,0.453697,-0.165341,-0.025810,0.096612,-0.012018,-0.000000,0.000000,0.000000,0.127300,-0.291904,0.070917,2.985800,0.000000
9.2520,-0.287234,0.075290,-0.234532,-0.136998,-0.319252,-0.157787,0.429097,10.965369,0.326701,-0.415701,0.467474,-0.172518,-0.025873,0.096595,-0.012897,-0.000000,0.000000,0.000000,0.127701,-0.298467,0.077841,2.985800,0.000000
9.3020,-0.287234,0.075290,-0.234532,-0.137681,-0.321787,-0.152858,0.432097,11.052519,0.329283,-0.414936,0.469757,-0.177373,-0.025506,0.096692,-0.013491,-0.000000,0.000000,0.000000,0.128725,-0.306765,0.084698,2.985800,0.000000
9.3520,-0.287234,0.075290,-0.234532,-0.136461,-0.330329,-0.146084,0.441681,11.128111,0.337035,-0.415960,0.478055,-0.184230,-0.025202,0.096772,-0.014332,-0.000000,0.000000,0.000000,0.130087,-0.314699,0.089767,2.985800,0.000000
9.4030,-0.287234,0.075290,-0.234532,-0.134202,-0.342032,-0.138865,0.454674,11.215475,0.347531,-0.417322,0.485989,-0.189299,-0.025022,0.096819,-0.014952,-0.000000,0.000000,0.000000,0.132228,-0.324336,0.095125,2.985800,0.000000
9.4520,-0.287234,0.075290,-0.234532,-0.131670,-0.352709,-0.133452,0.466477,11.299402,0.356969,-0.420473,0.499995,-0.196775,-0.024907,0.096849,-0.015868,-0.000000,0.000000,0.000000,0.131915,-0.330283,0.102625,2.985800,0.000000
9.5030,-0.287234,0.075290,-0.234532,-0.132878,-0.354410,-0.128003,0.468846,11.377573,0.359209,-0.419149,0.501573,-0.202156,-0.024482,0.096957,-0.016527,-0.000000,0.000000,0.000000,0.131504,-0.337804,0.111559,2.985800,0.000000
9.5580,-0.287234,0.075290,-0.234532,-0.133151,-0.362287,-0.118866,0.478115,11.544885,0.367263,-0.418739,0.509094,-0.211091,-0.023924,0.097096,-0.017622,-0.000000,0.000000,0.000000,0.131704,-0.340490,0.113622,2.985800,0.000000
9.6020,-0.287234,0.075290,-0.234532,-0.132008,-0.369566,-0.114152,0.486296,11.580506,0.374059,-0.419722,0.516240,-0.215911,-0.023739,0.097141,-0.018212,-0.000000,0.000000,0.000000,0.134387,-0.353807,0.120845,2.985800,0.000000
9.6530,-0.287234,0.075290,-0.234532,-0.128859,-0.382627,-0.108033,0.500772,11.707627,0.385730,-0.422704,0.529052,-0.221952,-0.023705,0.097150,-0.018952,-0.000000,0.000000,0.000000,0.135246,-0.357403,0.125051,2.985800,0.000000
9.7030,-0.287234,0.075290,-0.234532,-0.128271,-0.383418,-0.104187,0.502665,11.802897,0.386613,-0.422481,0.528693,-0.224583,-0.023674,0.097157,-0.019275,-0.000000,0.000000,0.000000,0.136387,-0.359465,0.127099,2.985800,0.000000
9.7520,-0.287234,0.075290,-0.234532,-0.126656,-0.387063,-0.101962,0.507080,11.899711,0.389677,-0.424595,0.533165,-0.227891,-0.023907,0.097100,-0.019680,-0.000000,0.000000,0.000000,0.138101,-0.363956,0.129214,2.985800,0.000000
9.8020,-0.287234,0.075290,-0.234532,-0.124583,-0.393111,-0.099884,0.513795,11.921876,0.394817,-0.426516,0.539060,-0.230115,-0.024013,0.097074,-0.019952,-0.000000,0.000000,0.000000,0.141898,-0.375688,0.132966,2.985800,0.000000
9.8520,-0.287234,0.075290,-0.234532,-0.120596,-0.404984,-0.096169,0.526855,12.064236,0.404902,-0.430339,0.550695,-0.233635,-0.024218,0.097023,-0.020384,-0.000000,0.000000,0.000000,0.143171,-0.380830,0.135792,2.985800,0.000000
9.9020,-0.287234,0.075290,-0.234532,-0.120690,-0.406355,-0.093695,0.528728,12.118351,0.406461,-0.430108,0.551959,-0.236154,-0.024100,0.097053,-0.020692,-0.000000,0.000000,0.000000,0.143105,-0.382055,0.138127,2.985800,0.000000
9.9520,-0.287234,0.075290,-0.234532,-0.119490,-0.409994,-0.091498,0.533008,12.246358,0.409670,-0.431114,0.555390,-0.238240,-0.024133,0.097044,-0.020948,-0.000000,0.000000,0.000000,0.144532,-0.385974,0.139266,2.985800,0.000000
10.0020,-0.287234,0.075290,-0.234532,-0.117538,-0.415513,-0.090067,0.539031,12.304667,0.414293,-0.432931,0.560807,-0.239660,-0.024233,0.097019,-0.021122,-0.000000,0.000000,0.000000,0.149684,-0.400794,0.141934,2.985800,0.000000
10.0530,-0.287234,0.075290,-0.234532,-0.113347,-0.426935,-0.088229,0.551245,12.394088,0.423695,-0.436918,0.572084,-0.241466,-0.024475,0.096959,-0.021343,-0.000000,0.000000,0.000000,0.150295,-0.401797,0.141969,2.985800,0.000000
10.1020,-0.287234,0.075290,-0.234532,-0.112596,-0.427714,-0.087962,0.552263,12.487595,0.424190,-0.437553,0.572703,-0.241625,-0.024574,0.096934,-0.021362,-0.000000,0.000000,0.000000,0.152412,-0.404026,0.141698,2.985800,0.000000
10.1550,-0.287234,0.075290,-0.234532,-0.110260,-0.430461,-0.088475,0.555371,12.535164,0.425901,-0.439646,0.575316,-0.241230,-0.024867,0.096859,-0.021314,-0.000000,0.000000,0.000000,0.153292,-0.405642,0.141558,2.985800,0.000000
10.2020,-0.287234,0.075290,-0.234532,-0.107525,-0.435353,-0.088667,0.560650,12.611317,0.429516,-0.442256,0.580069,-0.240963,-0.025148,0.096786,-0.021281,-0.000000,0.000000,0.000000,0.158428,-0.415834,0.141089,2.985800,0.000000
10.2520,-0.287234,0.075290,-0.234532,-0.102271,-0.445921,-0.089203,0.571832,12.724823,0.437563,-0.447315,0.590443,-0.240322,-0.025613,0.096664,-0.021203,-0.000000,0.000000,0.000000,0.161263,-0.418474,0.139202,2.985800,0.000000
10.3090,-0.287234,0.075290,-0.234532,-0.100875,-0.445444,-0.090802,0.571448,12.808044,0.436509,-0.448497,0.589764,-0.238734,-0.025881,0.096593,-0.021008,-0.000000,0.000000,0.000000,0.161263,-0.418474,0.139202,2.985800,0.000000
10.3550,-0.287234,0.075290,-0.234532,-0.098514,-0.447001,-0.092306,0.573264,12.900468,0.437050,-0.450700,0.591264,-0.237168,-0.026233,0.096498,-0.020816,-0.000000,0.000000,0.000000,0.166898,-0.423835,0.135220,2.985800,0.000000
10.4040,-0.287234,0.075290,-0.234532,-0.094952,-0.451120,-0.094632,0.577626,13.025675,0.439549,-0.454132,0.595125,-0.234752,-0.026694,0.096371,-0.020520,-0.000000,0.000000,0.000000,0.173805,-0.434612,0.130852,2.985800,0.000000
10.4520,-0.287234,0.075290,-0.234532,-0.087761,-0.461975,-0.099140,0.588876,13.092356,0.447095,-0.461039,0.605903,-0.230384,-0.027431,0.096164,-0.019985,-0.000000,0.000000,0.000000,0.173607,-0.432981,0.129564,2.985800,0.000000
10.5020,-0.287234,0.075290,-0.234532,-0.087763,-0.459338,-0.101817,0.585858,13.140757,0.444479,-0.460779,0.603130,-0.227810,-0.027531,0.096136,-0.019670,-0.000000,0.000000,0.000000,0.174601,-0.431895,0.124400,2.985800,0.000000
10.5560,-0.287234,0.075290,-0.234532,-0.086558,-0.459607,-0.105847,0.585616,13.168060,0.444167,-0.461836,0.603185,-0.223932,-0.027726,0.096079,-0.019195,-0.000000,0.000000,0.000000,0.175205,-0.432959,0.123668,2.985800,0.000000
10.6020,-0.287234,0.075290,-0.234532,-0.084863,-0.463478,-0.107263,0.589426,13.213980,0.447219,-0.463464,0.606674,-0.222569,-0.027842,0.096046,-0.019028,-0.000000,0.000000,0.000000,0.178806,-0.441418,0.122556,2.985800,0.000000
10.6520,-0.287234,0.075290,-0.234532,-0.081107,-0.473397,-0.108019,0.599626,13.277336,0.455350,-0.467266,0.615753,-0.221842,-0.028056,0.095984,-0.018939,-0.000000,0.000000,0.000000,0.178906,-0.443419,0.121992,2.985800,0.000000
10.7040,-0.287234,0.075290,-0.234532,-0.083268,-0.472523,-0.108176,0.598053,13.328748,0.455221,-0.466140,0.614709,-0.221524,-0.027906,0.096027,-0.018900,-0.000000,0.000000,0.000000,0.177564,-0.442683,0.122412,2.985800,0.000000
10.7520,-0.287234,0.075290,-0.234532,-0.084079,-0.474151,-0.107091,0.599499,13.349268,0.457054,-0.464418,0.614971,-0.222768,-0.027576,0.096123,-0.019052,-0.000000,0.000000,0.000000,0.177074,-0.444891,0.123933,2.985800,0.000000
10.8040,-0.287234,0.075290,-0.234532,-0.083900,-0.478440,-0.105526,0.603825,13.408316,0.461098,-0.464643,0.618609,-0.224312,-0.027427,0.096165,-0.019241,-0.000000,0.000000,0.000000,0.179890,-0.456169,0.126264,2.985800,0.000000
10.8520,-0.287234,0.075290,-0.234532,-0.081499,-0.488218,-0.104094,0.613907,13.439992,0.469601,-0.467124,0.627459,-0.225796,-0.027419,0.096167,-0.019423,-0.000000,0.000000,0.000000,0.179763,-0.455887,0.126571,2.985800,0.000000
10.9020,-0.287234,0.075290,-0.234532,-0.082049,-0.487116,-0.103959,0.612741,13.488281,0.468743,-0.466637,0.625701,-0.225936,-0.027422,0.096167,-0.019440,-0.000000,0.000000,0.000000,0.179238,-0.453294,0.126236,2.985800,0.000000
10.9620,-0.287234,0.075290,-0.234532,-0.082250,-0.486823,-0.104106,0.612373,13.563889,0.468527,-0.466472,0.624584,-0.225768,-0.027449,0.096159,-0.019420,-0.000000,0.000000,0.000000,0.181151,-0.457709,0.126633,2.985800,0.000000
11.0070,-0.287234,0.075290,-0.234532,-0.080400,-0.492118,-0.103652,0.617950,13.640851,0.472943,-0.468385,0.628999,-0.226165,-0.027566,0.096126,-0.019468,-0.000000,0.000000,0.000000,0.183594,-0.463768,0.127713,2.985800,0.000000
11.0520,-0.287234,0.075290,-0.234532,-0.077959,-0.498655,-0.102568,0.624999,13.675169,0.478360,-0.470829,0.635058,-0.227245,-0.027690,0.096090,-0.019601,-0.000000,0.000000,0.000000,0.183247,-0.463129,0.128568,2.985800,0.000000
11.1020,-0.287234,0.075290,-0.234532,-0.079847,-0.495756,-0.100048,0.622245,13.733589,0.476319,-0.469745,0.632779,-0.228761,-0.027615,0.096112,-0.019787,-0.000000,0.000000,0.000000,0.181536,-0.459546,0.130958,2.985800,0.000000
11.1520,-0.287234,0.075290,-0.234532,-0.080180,-0.496370,-0.098146,0.623111,13.828541,0.477078,-0.468728,0.631133,-0.231658,-0.027518,0.096139,-0.020141,-0.000000,0.000000,0.000000,0.181809,-0.460600,0.132818,2.985800,0.000000
11.2020,-0.287234,0.075290,-0.234532,-0.079035,-0.499577,-0.096616,0.626770,13.828123,0.479791,-0.469887,0.633757,-0.233273,-0.027590,0.096119,-0.020339,-0.000000,0.000000,0.000000,0.184924,-0.467363,0.134919,2.985800,0.000000
11.2520,-0.287234,0.075290,-0.234532,-0.075652,-0.507969,-0.094749,0.636001,13.942065,0.486676,-0.473325,0.641289,-0.235001,-0.027812,0.096055,-0.020551,-0.000000,0.000000,0.000000,0.186188,-0.469321,0.136034,2.985800,0.000000
11.3020,-0.287234,0.075290,-0.234532,-0.075887,-0.506049,-0.094121,0.634301,13.934660,0.484967,-0.473028,0.638970,-0.235800,-0.027877,0.096036,-0.020649,-0.000000,0.000000,0.000000,0.185304,-0.465983,0.137722,2.985800,0.000000
11.3520,-0.287234,0.075290,-0.234532,-0.076536,-0.505768,-0.091000,0.634526,14.047290,0.485058,-0.472451,0.637746,-0.238860,-0.027839,0.096047,-0.021024,-0.000000,0.000000,0.000000,0.185303,-0.467344,0.140685,2.985800,0.000000
11.4020,-0.287234,0.075290,-0.234532,-0.076059,-0.509419,-0.087627,0.638796,14.111700,0.488513,-0.472972,0.640776,-0.242187,-0.027777,0.096065,-0.021431,-0.000000,0.000000,0.000000,0.187299,-0.475088,0.146447,2.985800,0.000000
11.4520,-0.287234,0.075290,-0.234532,-0.073691,-0.518662,-0.082114,0.649316,14.150682,0.496739,-0.475351,0.649239,-0.247778,-0.027765,0.096068,-0.022116,-0.000000,0.000000,0.000000,0.188537,-0.479908,0.150283,2.985800,0.000000
11.5020,-0.287234,0.075290,-0.234532,-0.074777,-0.518792,-0.078113,0.650030,14.269254,0.497481,-0.474313,0.648660,-0.251647,-0.027616,0.096111,-0.022590,-0.000000,0.000000,0.000000,0.185117,-0.476067,0.157950,2.985800,0.000000
11.5530,-0.287234,0.075290,-0.234532,-0.076773,-0.518353,-0.072396,0.650380,14.302883,0.498162,-0.472351,0.647357,-0.257482,-0.027342,0.096189,-0.023305,-0.000000,0.000000,0.000000,0.184777,-0.476670,0.160071,2.985800,0.000000
11.6020,-0.287234,0.075290,-0.234532,-0.077420,-0.521175,-0.067084,0.654088,14.371912,0.501471,-0.471723,0.649615,-0.262740,-0.027124,0.096251,-0.023949,-0.000000,0.000000,0.000000,0.184542,-0.483134,0.168644,2.985800,0.000000
11.6520,-0.287234,0.075290,-0.234532,-0.077025,-0.529251,-0.059458,0.663558,14.450374,0.509600,-0.472104,0.656974,-0.270329,-0.026837,0.096332,-0.024879,-0.000000,0.000000,0.000000,0.184729,-0.487257,0.173619,2.985800,0.000000
11.7020,-0.287234,0.075290,-0.234532,-0.078384,-0.529230,-0.055056,0.664285,14.501832,0.510502,-0.470723,0.656426,-0.274795,-0.026628,0.096390,-0.025426,-0.000000,0.000000,0.000000,0.181194,-0.482342,0.179808,2.985800,0.000000
11.7520,-0.287234,0.075290,-0.234532,-0.081506,-0.526943,-0.048105,0.663147,14.602618,0.510257,-0.467603,0.653295,-0.281732,-0.026240,0.096496,-0.026275,-0.000000,0.000000,0.000000,0.179926,-0.482665,0.184533,2.985800,0.000000
11.8020,-0.287234,0.075290,-0.234532,-0.082051,-0.529251,-0.043919,0.666261,14.667019,0.513115,-0.467085,0.654975,-0.285878,-0.026073,0.096541,-0.026783,-0.000000,0.000000,0.000000,0.180556,-0.488210,0.191477,2.985800,0.000000
11.8520,-0.287234,0.075290,-0.234532,-0.080721,-0.537090,-0.036545,0.675911,14.742578,0.520890,-0.468388,0.662087,-0.293254,-0.025968,0.096569,-0.027687,-0.000000,0.000000,0.000000,0.179998,-0.490434,0.199489,2.985800,0.000000
11.9020,-0.287234,0.075290,-0.234532,-0.081902,-0.537338,-0.030748,0.677498,14.810077,0.522366,-0.467232,0.661724,-0.299021,-0.025788,0.096618,-0.028393,-0.000000,0.000000,0.000000,0.178815,-0.488299,0.202870,2.985800,0.000000
11.9520,-0.287234,0.075290,-0.234532,-0.083718,-0.534707,-0.022687,0.677048,14.903195,0.521847,-0.465434,0.658240,-0.307089,-0.025640,0.096657,-0.029382,-0.000000,0.000000,0.000000,0.178997,-0.488444,0.211682,2.985800,0.000000
12.0050,-0.287234,0.075290,-0.234532,-0.082903,-0.536673,-0.018582,0.680356,14.943254,0.524041,-0.466231,0.659735,-0.311214,-0.025708,0.096639,-0.029887,-0.000000,0.000000,0.000000,0.180227,-0.492533,0.216407,2.985800,0.000000
12.0520,-0.287234,0.075290,-0.234532,-0.081125,-0.543920,-0.011681,0.689612,15.061728,0.531231,-0.468016,0.666133,-0.318045,-0.025722,0.096635,-0.030724,-0.000000,0.000000,0.000000,0.179774,-0.493818,0.223141,2.985800,0.000000
12.1020,-0.287234,0.075290,-0.234532,-0.082063,-0.543341,-0.007098,0.690309,15.117599,0.531872,-0.467008,0.665108,-0.322673,-0.025598,0.096668,-0.031291,-0.000000,0.000000,0.000000,0.177262,-0.489820,0.228418,2.985800,0.000000
12.1520,-0.287234,0.075290,-0.234532,-0.085227,-0.539819,0.000433,0.688748,15.226940,0.531275,-0.463851,0.660745,-0.330094,-0.025256,0.096758,-0.032200,-0.000000,0.000000,0.000000,0.176238,-0.489500,0.232519,2.985800,0.000000
12.2020,-0.287234,0.075290,-0.234532,-0.085918,-0.541150,0.005320,0.691416,15.227229,0.533734,-0.463105,0.661671,-0.335132,-0.025087,0.096802,-0.032817,-0.000000,0.000000,0.000000,0.175865,-0.493502,0.240721,2.985800,0.000000
12.2520,-0.287234,0.075290,-0.234532,-0.085664,-0.546970,0.012467,0.699176,15.327316,0.540419,-0.463358,0.666652,-0.342249,-0.024911,0.096847,-0.033689,-0.000000,0.000000,0.000000,0.174682,-0.493442,0.247057,2.985800,0.000000
12.3020,-0.287234,0.075290,-0.234532,-0.087089,-0.545812,0.016760,0.699266,15.404821,0.540851,-0.461916,0.664732,-0.346589,-0.024750,0.096889,-0.034220,-0.000000,0.000000,0.000000,0.171902,-0.488514,0.253919,2.985800,0.000000
12.3580,-0.287234,0.075290,-0.234532,-0.089878,-0.541456,0.023656,0.697128,15.477342,0.539581,-0.459136,0.659804,-0.353450,-0.024488,0.096955,-0.035061,-0.000000,0.000000,0.000000,0.171285,-0.488753,0.258062,2.985800,0.000000
12.4040,-0.287234,0.075290,-0.234532,-0.090459,-0.542187,0.027815,0.699160,15.549139,0.541459,-0.458519,0.660043,-0.357594,-0.024371,0.096985,-0.035569,-0.000000,0.000000,0.000000,0.171617,-0.491323,0.262180,2.985800,0.000000
12.4520,-0.287234,0.075290,-0.234532,-0.089613,-0.547215,0.033578,0.706010,15.661726,0.547053,-0.459342,0.664288,-0.363316,-0.024329,0.096995,-0.036269,-0.000000,0.000000,0.000000,0.169749,-0.487459,0.267972,2.985800,0.000000
12.5140,-0.287234,0.075290,-0.234532,-0.091960,-0.542506,0.037740,0.702806,15.754726,0.544822,-0.456984,0.658749,-0.367504,-0.024162,0.097037,-0.036783,-0.000000,0.000000,0.000000,0.169234,-0.485936,0.268754,2.985800,0.000000
12.5520,-0.287234,0.075290,-0.234532,-0.093041,-0.540196,0.040077,0.701387,15.813112,0.543801,-0.455918,0.655908,-0.369805,-0.024099,0.097053,-0.037064,-0.000000,0.000000,0.000000,0.168492,-0.484280,0.271159,2.985800,0.000000
12.6020,-0.287234,0.075290,-0.234532,-0.093198,-0.540848,0.042102,0.702711,15.918040,0.544980,-0.455708,0.655842,-0.371799,-0.024066,0.097061,-0.037309,-0.000000,0.000000,0.000000,0.169586,-0.488141,0.274082,2.985800,0.000000
12.6520,-0.287234,0.075290,-0.234532,-0.092025,-0.544891,0.043841,0.707264,15.963026,0.548574,-0.456821,0.659431,-0.373614,-0.024104,0.097051,-0.037531,-0.000000,0.000000,0.000000,0.169879,-0.488088,0.273897,2.985800,0.000000
12.7030,-0.287234,0.075290,-0.234532,-0.092359,-0.542215,0.043020,0.704503,15.989911,0.546116,-0.456460,0.656256,-0.372889,-0.024179,0.097033,-0.037442,-0.000000,0.000000,0.000000,0.168597,-0.478380,0.271045,2.985800,0.000000
12.7520,-0.287234,0.075290,-0.234532,-0.092671,-0.535103,0.040112,0.697040,16.136911,0.539165,-0.456105,0.648371,-0.369858,-0.024463,0.096962,-0.037071,-0.000000,0.000000,0.000000,0.170154,-0.475717,0.268732,2.985800,0.000000
12.8020,-0.287234,0.075290,-0.234532,-0.091396,-0.534330,0.038535,0.696100,16.227254,0.537572,-0.457389,0.647007,-0.368264,-0.024750,0.096889,-0.036876,-0.000000,0.000000,0.000000,0.173638,-0.478027,0.267206,2.985800,0.000000
12.8520,-0.287234,0.075290,-0.234532,-0.087888,-0.537443,0.037018,0.699228,16.323477,0.538592,-0.460872,0.649317,-0.366738,-0.025257,0.096758,-0.036689,-0.000000,0.000000,0.000000,0.173848,-0.473648,0.266497,2.985800,0.000000
12.9040,-0.287234,0.075290,-0.234532,-0.087633,-0.533546,0.036253,0.695591,16.383418,0.534839,-0.461083,0.644938,-0.366029,-0.025495,0.096695,-0.036602,-0.000000,0.000000,0.000000,0.173571,-0.469601,0.265790,2.985800,0.000000
12.9520,-0.287234,0.075290,-0.234532,-0.087589,-0.528333,0.034702,0.690439,16.504698,0.529793,-0.461122,0.638833,-0.364415,-0.025788,0.096618,-0.036404,-0.000000,0.000000,0.000000,0.174830,-0.465870,0.263374,2.985800,0.000000
13.0040,-0.287234,0.075290,-0.234532,-0.086608,-0.527198,0.033242,0.689163,16.593509,0.528031,-0.462064,0.637160,-0.362906,-0.026036,0.096551,-0.036219,-0.000000,0.000000,0.000000,0.176687,-0.466191,0.261512,2.985800,0.000000
13.0520,-0.287234,0.075290,-0.234532,-0.083658,-0.528892,0.030579,0.690480,16.643722,0.527727,-0.464924,0.638228,-0.360315,-0.026491,0.096427,-0.035902,-0.000000,0.000000,0.000000,0.178614,-0.465013,0.258684,2.985800,0.000000
13.1040,-0.287234,0.075290,-0.234532,-0.083404,-0.523147,0.026841,0.684098,16.741428,0.521570,-0.465086,0.631867,-0.356589,-0.026833,0.096333,-0.035445,-0.000000,0.000000,0.000000,0.177635,-0.458184,0.255810,2.985800,0.000000
13.1520,-0.287234,0.075290,-0.234532,-0.083624,-0.518580,0.023993,0.678951,16.819348,0.516869,-0.464840,0.626763,-0.353704,-0.027044,0.096274,-0.035092,-0.000000,0.000000,0.000000,0.178098,-0.453150,0.252328,2.985800,0.000000
13.2030,-0.287234,0.075290,-0.234532,-0.083099,-0.516730,0.022203,0.676810,16.901265,0.514575,-0.465333,0.624440,-0.351860,-0.027251,0.096215,-0.034866,-0.000000,0.000000,0.000000,0.179461,-0.453383,0.251037,2.985800,0.000000
13.2520,-0.287234,0.075290,-0.234532,-0.080911,-0.518389,0.020341,0.678222,16.975212,0.514773,-0.467450,0.625406,-0.350097,-0.027583,0.096121,-0.034650,-0.000000,0.000000,0.000000,0.180499,-0.452857,0.249624,2.985800,0.000000
13.3090,-0.287234,0.075290,-0.234532,-0.081885,-0.514521,0.019582,0.674255,17.106173,0.511499,-0.466440,0.620762,-0.349238,-0.027642,0.096104,-0.034545,-0.000000,0.000000,0.000000,0.179206,-0.449472,0.249706,2.985800,0.000000
13.3520,-0.287234,0.075290,-0.234532,-0.083197,-0.511906,0.020823,0.672039,17.163152,0.509968,-0.465078,0.617683,-0.350533,-0.027555,0.096129,-0.034704,-0.000000,0.000000,0.000000,0.177492,-0.446000,0.252275,2.985800,0.000000
13.4020,-0.287234,0.075290,-0.234532,-0.083504,-0.511996,0.022140,0.672526,17.236549,0.510494,-0.464726,0.617290,-0.351807,-0.027511,0.096141,-0.034860,-0.000000,0.000000,0.000000,0.177797,-0.447879,0.253138,2.985800,0.000000
13.4520,-0.287234,0.075290,-0.234532,-0.082878,-0.516025,0.023395,0.676714,17.346015,0.514161,-0.465287,0.620569,-0.353058,-0.027442,0.096161,-0.035013,-0.000000,0.000000,0.000000,0.177081,-0.449565,0.255093,2.985800,0.000000
