t,target_x,target_y,target_z,gripper_x,gripper_y,gripper_z,pos_error,axis_error_deg,centerline_error,target_local_x,target_local_y,target_local_z,uav_cmd_vx,uav_cmd_vy,uav_cmd_vz,uav_ff_vx,uav_ff_vy,uav_ff_vz,uav_x,uav_y,uav_z,path_progress,path_progress_scale,uav_ref_x,uav_ref_y,uav_ref_z,uav_ref_error
3.1100,0.335296,0.061803,-0.597717,0.261747,0.078913,-0.350226,0.258756,14.199257,0.248965,-0.005696,0.270275,-0.190520,0.000248,0.015635,-0.000157,-0.000000,0.015708,0.000000,0.339777,-0.111338,-0.267505,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.001193
3.1750,0.335296,0.061803,-0.597717,0.261248,0.080188,-0.345281,0.263714,14.393759,0.253606,-0.004480,0.269141,-0.195212,0.000795,-0.000583,-0.000861,-0.000000,0.000000,0.000000,0.338859,-0.111249,-0.263779,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.006142
3.2270,0.335296,0.061803,-0.597717,0.257984,0.083057,-0.355816,0.254843,12.237375,0.243449,-0.003563,0.269052,-0.198938,0.001208,-0.000623,-0.001420,-0.000000,0.000000,0.000000,0.338859,-0.111249,-0.263779,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.009935
3.2750,0.335296,0.061803,-0.597717,0.255124,0.083636,-0.354960,0.256585,12.412097,0.244692,-0.002083,0.268816,-0.203528,0.001874,-0.000729,-0.002108,-0.000000,0.000000,0.000000,0.335893,-0.110623,-0.256458,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.014747
3.3250,0.335296,0.061803,-0.597717,0.251230,0.084021,-0.356149,0.256742,12.321888,0.244232,-0.000596,0.268426,-0.206260,0.002543,-0.000905,-0.002518,-0.000000,0.000000,0.000000,0.335149,-0.109914,-0.253129,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.017825
3.3760,0.335296,0.061803,-0.597717,0.243723,0.083520,-0.359221,0.256394,11.556181,0.243011,0.000147,0.267717,-0.209589,0.002878,-0.001224,-0.003017,-0.000000,0.000000,0.000000,0.333682,-0.109498,-0.247453,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.021281
3.4250,0.335296,0.061803,-0.597717,0.238260,0.083642,-0.360650,0.257087,10.730305,0.242927,0.001614,0.267300,-0.215264,0.003538,-0.001411,-0.003869,-0.000000,0.000000,0.000000,0.332304,-0.109700,-0.244307,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.027144
3.4750,0.335296,0.061803,-0.597717,0.237838,0.084502,-0.362988,0.255169,10.610766,0.240637,0.003879,0.267501,-0.220123,0.004557,-0.001321,-0.004597,-0.000000,0.000000,0.000000,0.330866,-0.109741,-0.241478,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.032412
3.5250,0.335296,0.061803,-0.597717,0.233306,0.083222,-0.361145,0.258510,11.074178,0.243816,0.005037,0.267526,-0.222321,0.005078,-0.001310,-0.004927,-0.000000,0.000000,0.000000,0.329431,-0.109318,-0.237564,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.034853
3.5750,0.335296,0.061803,-0.597717,0.232585,0.082856,-0.357593,0.262017,11.996325,0.247420,0.006006,0.266820,-0.226988,0.005514,-0.001627,-0.005627,-0.000000,0.000000,0.000000,0.329127,-0.108697,-0.232633,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.039630
3.6250,0.335296,0.061803,-0.597717,0.234504,0.083009,-0.353492,0.265056,13.295875,0.250751,0.006169,0.266500,-0.230084,0.005588,-0.001771,-0.006091,-0.000000,0.000000,0.000000,0.328804,-0.108722,-0.229457,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.042648
3.6750,0.335296,0.061803,-0.597717,0.234948,0.082745,-0.348464,0.269510,14.028934,0.255445,0.007001,0.266661,-0.234511,0.005962,-0.001699,-0.006755,-0.000000,0.000000,0.000000,0.327103,-0.108858,-0.226453,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.047097
3.7270,0.335296,0.061803,-0.597717,0.232550,0.082084,-0.345957,0.272674,14.530682,0.258548,0.008847,0.266576,-0.237430,0.006793,-0.001737,-0.007193,-0.000000,0.000000,0.000000,0.325964,-0.107936,-0.222192,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.050424
3.7750,0.335296,0.061803,-0.597717,0.231063,0.082882,-0.341437,0.277468,14.706100,0.263005,0.009373,0.265144,-0.242587,0.007030,-0.002382,-0.007967,-0.000000,0.000000,0.000000,0.325876,-0.107023,-0.218753,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.055614
3.8250,0.335296,0.061803,-0.597717,0.229568,0.082658,-0.338701,0.280540,14.978992,0.266007,0.009559,0.264443,-0.246255,0.007113,-0.002697,-0.008517,-0.000000,0.000000,0.000000,0.325491,-0.106230,-0.212622,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.059244
3.8750,0.335296,0.061803,-0.597717,0.228416,0.082543,-0.333887,0.285412,15.161833,0.270860,0.009943,0.263967,-0.251689,0.007286,-0.002911,-0.009332,-0.000000,0.000000,0.000000,0.325353,-0.106165,-0.211028,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.064612
3.9250,0.335296,0.061803,-0.597717,0.226979,0.081806,-0.330377,0.289143,15.311494,0.274690,0.010424,0.264051,-0.255879,0.007502,-0.002874,-0.009961,-0.000000,0.000000,0.000000,0.325035,-0.106526,-0.199547,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.068763
3.9760,0.335296,0.061803,-0.597717,0.225614,0.080525,-0.324248,0.295239,15.489310,0.281092,0.010261,0.264329,-0.263170,0.007429,-0.002748,-0.011054,-0.000000,0.000000,0.000000,0.325068,-0.106681,-0.197618,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.075769
4.0250,0.335296,0.061803,-0.597717,0.224391,0.079306,-0.320229,0.299343,15.549810,0.285456,0.010280,0.264828,-0.268111,0.007438,-0.002523,-0.011796,-0.000000,0.000000,0.000000,0.324633,-0.107949,-0.189736,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.080550
4.0770,0.335296,0.061803,-0.597717,0.221335,0.076589,-0.315200,0.304995,15.465355,0.291566,0.010907,0.266301,-0.274973,0.007720,-0.001861,-0.012825,-0.000000,0.000000,0.000000,0.323572,-0.110095,-0.182579,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.087301
4.1250,0.335296,0.061803,-0.597717,0.217692,0.072842,-0.308905,0.312034,15.352508,0.299265,0.011725,0.267897,-0.280138,0.008088,-0.001142,-0.013600,-0.000000,0.000000,0.000000,0.323166,-0.111334,-0.177387,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.092463
4.1750,0.335296,0.061803,-0.597717,0.215912,0.070918,-0.305071,0.316192,15.268871,0.303766,0.012263,0.269820,-0.288474,0.008330,-0.000277,-0.014850,-0.000000,0.000000,0.000000,0.322151,-0.114191,-0.166701,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.100718
4.2480,0.335296,0.061803,-0.597717,0.211214,0.065820,-0.297245,0.325110,15.080315,0.313524,0.013722,0.273121,-0.299232,0.008987,0.001208,-0.016464,-0.000000,0.000000,0.000000,0.320355,-0.117483,-0.157935,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.111593
4.2940,0.335296,0.061803,-0.597717,0.208392,0.062733,-0.293250,0.329858,14.974689,0.318751,0.014941,0.275286,-0.304783,0.009535,0.002182,-0.017296,-0.000000,0.000000,0.000000,0.319784,-0.118439,-0.155774,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.117339
4.3250,0.335296,0.061803,-0.597717,0.207016,0.061306,-0.291872,0.331658,14.922355,0.320756,0.015513,0.276242,-0.306944,0.009792,0.002613,-0.017620,-0.000000,0.000000,0.000000,0.318983,-0.120134,-0.150364,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.119609
4.3750,0.335296,0.061803,-0.597717,0.203472,0.057309,-0.285696,0.338755,14.744918,0.328454,0.016665,0.278800,-0.315610,0.010311,0.003764,-0.018920,-0.000000,0.000000,0.000000,0.317724,-0.122816,-0.141820,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.128473
4.4250,0.335296,0.061803,-0.597717,0.201020,0.054527,-0.282145,0.343029,14.615547,0.333125,0.017573,0.280618,-0.320898,0.010719,0.004582,-0.019714,-0.000000,0.000000,0.000000,0.316491,-0.125097,-0.136309,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.133952
4.4750,0.335296,0.061803,-0.597717,0.196823,0.049698,-0.277169,0.349389,14.412249,0.340146,0.019399,0.283923,-0.328582,0.011541,0.006069,-0.020866,-0.000000,0.000000,0.000000,0.315897,-0.126120,-0.134135,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.142094
4.5250,0.335296,0.061803,-0.597717,0.193605,0.045857,-0.273265,0.354401,14.267036,0.345669,0.021087,0.286747,-0.334342,0.012301,0.007340,-0.021730,-0.000000,0.000000,0.000000,0.313099,-0.130972,-0.122556,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.148324
4.5770,0.335296,0.061803,-0.597717,0.189784,0.041313,-0.266675,0.362192,14.031244,0.354036,0.022689,0.289762,-0.343805,0.013022,0.008697,-0.023150,-0.000000,0.000000,0.000000,0.311467,-0.134039,-0.112780,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.158205
4.6270,0.335296,0.061803,-0.597717,0.186633,0.037197,-0.260020,0.369791,13.877425,0.362156,0.024388,0.292830,-0.352411,0.013786,0.010077,-0.024440,-0.000000,0.000000,0.000000,0.309953,-0.136683,-0.106507,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.167297
4.6760,0.335296,0.061803,-0.597717,0.182894,0.032654,-0.256843,0.374528,13.691791,0.367415,0.026048,0.295677,-0.358724,0.014533,0.011358,-0.025387,-0.000000,0.000000,0.000000,0.307253,-0.141120,-0.097599,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.174142
4.7250,0.335296,0.061803,-0.597717,0.179510,0.028273,-0.252739,0.380005,13.501213,0.373387,0.028043,0.298923,-0.365118,0.015431,0.012819,-0.026347,-0.000000,0.000000,0.000000,0.306046,-0.143546,-0.089449,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.181213
4.7750,0.335296,0.061803,-0.597717,0.175759,0.023409,-0.246526,0.387636,12.939506,0.381536,0.029496,0.301936,-0.375953,0.016085,0.014175,-0.027972,-0.000000,0.000000,0.000000,0.305296,-0.145089,-0.082944,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.192468
4.8260,0.335296,0.061803,-0.597717,0.172615,0.019916,-0.245472,0.390252,12.155115,0.384480,0.030386,0.303544,-0.382459,0.016485,0.014898,-0.028948,-0.000000,0.000000,0.000000,0.304489,-0.146373,-0.077669,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.199202
4.8750,0.335296,0.061803,-0.597717,0.164606,0.012214,-0.248855,0.391535,10.655809,0.386396,0.032233,0.305771,-0.391154,0.017316,0.015901,-0.030252,-0.000000,0.000000,0.000000,0.300902,-0.149951,-0.064666,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.208336
4.9250,0.335296,0.061803,-0.597717,0.158942,0.005172,-0.255206,0.389387,9.054263,0.384913,0.034394,0.307754,-0.398051,0.018289,0.016793,-0.031287,-0.000000,0.000000,0.000000,0.300240,-0.149545,-0.057553,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.215751
4.9800,0.335296,0.061803,-0.597717,0.157541,0.001888,-0.260759,0.385653,7.273890,0.381560,0.035056,0.307347,-0.405164,0.018587,0.016610,-0.032353,-0.000000,0.000000,0.000000,0.299800,-0.149462,-0.053998,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.222690
5.0250,0.335296,0.061803,-0.597717,0.158647,-0.003791,-0.274762,0.373909,4.063619,0.370659,0.036019,0.307472,-0.411379,0.019020,0.016666,-0.033286,-0.000000,0.000000,0.000000,0.298687,-0.149975,-0.048656,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.228911
5.0750,0.335296,0.061803,-0.597717,0.162515,-0.005338,-0.282510,0.365673,3.286995,0.362845,0.038148,0.308184,-0.420169,0.019978,0.016986,-0.034604,-0.000000,0.000000,0.000000,0.296625,-0.150147,-0.039795,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.237941
5.1260,0.335296,0.061803,-0.597717,0.173232,-0.005346,-0.296061,0.348956,6.758666,0.346723,0.038653,0.307536,-0.424430,0.020206,0.016695,-0.035243,-0.000000,0.000000,0.000000,0.300185,-0.145893,-0.038700,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.242068
5.1750,0.335296,0.061803,-0.597717,0.182895,-0.004314,-0.309819,0.332390,9.589964,0.330564,0.035112,0.303696,-0.424017,0.018612,0.014967,-0.035181,-0.000000,0.000000,0.000000,0.301195,-0.143790,-0.051269,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.240473
5.2270,0.335296,0.061803,-0.597717,0.190893,-0.003838,-0.338930,0.303532,11.042836,0.302143,0.034206,0.300851,-0.403416,0.018205,0.013687,-0.032091,-0.000000,0.000000,0.000000,0.300674,-0.142379,-0.073339,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.219847
5.2750,0.335296,0.061803,-0.597717,0.200601,-0.007236,-0.373816,0.270261,12.775860,0.269628,0.034971,0.299943,-0.379577,0.018548,0.013278,-0.028515,-0.000000,0.000000,0.000000,0.299847,-0.141906,-0.098050,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.196745
5.3250,0.335296,0.061803,-0.597717,0.210079,-0.012086,-0.424160,0.226409,14.772976,0.226346,0.035734,0.299632,-0.354751,0.018892,0.013138,-0.024791,-0.000000,0.000000,0.000000,0.299771,-0.141408,-0.132385,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.173006
5.3750,0.335296,0.061803,-0.597717,0.218340,-0.014540,-0.454359,0.200147,16.021697,0.200120,0.034873,0.298724,-0.315826,0.018505,0.012729,-0.018953,-0.000000,0.000000,0.000000,0.300613,-0.140691,-0.156616,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.135853
5.4250,0.335296,0.061803,-0.597717,0.224912,-0.016803,-0.482875,0.177630,16.797012,0.177300,0.034805,0.298282,-0.291371,0.018474,0.012531,-0.015285,-0.000000,0.000000,0.000000,0.298460,-0.140664,-0.205620,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.113330
5.4810,0.335296,0.061803,-0.597717,0.231564,-0.018548,-0.517065,0.154017,16.329121,0.152908,0.036836,0.298466,-0.257097,0.019388,0.012614,-0.010143,-0.000000,0.000000,0.000000,0.296103,-0.141446,-0.234698,0.000000,0.000000,0.341544,-0.112634,-0.273243,0.084940
5.5250,0.335296,0.061803,-0.597717,0.236889,-0.021777,-0.554443,0.136170,15.945539,0.133442,0.039193,0.299249,-0.228019,0.020449,0.012966,-0.005782,-0.000000,0.000000,0.000000,0.295373,-0.141852,-0.252596,0.000000,0.065578,0.341544,-0.112634,-0.273243,0.066188
5.5760,0.335296,0.061893,-0.597717,0.242190,-0.022065,-0.573101,0.127764,15.785745,0.123817,0.040063,0.299737,-0.197500,0.020840,0.013253,-0.001204,-0.000000,0.000068,0.000000,0.294787,-0.142186,-0.286556,0.002885,0.161827,0.341544,-0.112543,-0.273243,0.055387
5.6250,0.335296,0.062153,-0.597717,0.248607,-0.018871,-0.592614,0.118768,15.420656,0.113940,0.040509,0.300338,-0.176161,0.021040,0.013867,0.001997,-0.000000,0.000411,0.000000,0.294015,-0.143348,-0.316070,0.011139,0.260605,0.341544,-0.112284,-0.273243,0.057075
5.6750,0.335296,0.062554,-0.597717,0.250628,-0.016738,-0.604691,0.116209,15.388738,0.111130,0.041280,0.301902,-0.146647,0.021386,0.015226,0.006424,-0.000002,0.001067,0.000000,0.294015,-0.143348,-0.316070,0.023908,0.288703,0.341544,-0.111883,-0.273243,0.071296
5.7250,0.335295,0.063007,-0.597717,0.248921,-0.018264,-0.624584,0.121603,15.207695,0.115895,0.042653,0.303263,-0.125779,0.022002,0.016081,0.009554,-0.000003,0.001309,0.000000,0.291234,-0.144918,-0.349282,0.038343,0.241050,0.341543,-0.111429,-0.273243,0.086753
5.7780,0.335294,0.063386,-0.597717,0.243811,-0.021352,-0.657956,0.138486,14.653041,0.132364,0.045780,0.303694,-0.095753,0.023410,0.015879,0.014058,-0.000003,0.000913,0.000000,0.287030,-0.144233,-0.384483,0.050396,0.076357,0.341542,-0.111050,-0.273243,0.112235
5.8260,0.335293,0.063513,-0.597717,0.239085,-0.024936,-0.686949,0.158245,14.383945,0.151828,0.048263,0.303746,-0.078234,0.024530,0.015081,0.016686,-0.000000,0.000092,0.000000,0.284245,-0.144786,-0.401452,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.128278
5.8770,0.335293,0.063513,-0.597717,0.236417,-0.027570,-0.705827,0.172511,14.443001,0.165840,0.052119,0.304650,-0.054664,0.026265,0.015396,0.020222,-0.000000,0.000000,0.000000,0.280972,-0.146111,-0.423541,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.150835
5.9250,0.335293,0.063513,-0.597717,0.235303,-0.028929,-0.721559,0.184066,14.676926,0.177236,0.054321,0.305624,-0.039176,0.027256,0.015835,0.022545,-0.000000,0.000000,0.000000,0.280439,-0.146403,-0.436008,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.165820
5.9750,0.335293,0.063513,-0.597717,0.238189,-0.026285,-0.737336,0.192319,15.329491,0.185694,0.054285,0.305413,-0.020501,0.027240,0.015740,0.025346,-0.000000,0.000000,0.000000,0.282741,-0.145112,-0.454748,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.182864
6.0280,0.335293,0.063513,-0.597717,0.244318,-0.018538,-0.742493,0.189655,16.537425,0.183914,0.052552,0.304625,-0.007970,0.026460,0.015385,0.027226,-0.000000,0.000000,0.000000,0.283973,-0.144794,-0.462835,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.193830
6.0750,0.335293,0.063513,-0.597717,0.247788,-0.013389,-0.744628,0.187493,17.230167,0.182390,0.051320,0.304307,0.000118,0.025906,0.015242,0.028439,-0.000000,0.000000,0.000000,0.284737,-0.144829,-0.469463,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.201014
6.1250,0.335293,0.063513,-0.597717,0.248491,-0.008846,-0.744845,0.185518,17.430230,0.181216,0.050557,0.304342,0.006746,0.025562,0.015258,0.029433,-0.000000,0.000000,0.000000,0.284771,-0.145026,-0.473420,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.207072
6.1770,0.335293,0.063513,-0.597717,0.246533,-0.001773,-0.743586,0.182806,17.125768,0.179907,0.049238,0.303436,0.015301,0.024969,0.014850,0.030716,-0.000000,0.000000,0.000000,0.286023,-0.143339,-0.482935,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.214710
6.2270,0.335293,0.063513,-0.597717,0.241800,0.004433,-0.740116,0.180302,16.827529,0.178633,0.049621,0.302769,0.022146,0.025141,0.014550,0.031743,-0.000000,0.000000,0.000000,0.285673,-0.143256,-0.484863,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.221246
6.2750,0.335293,0.063513,-0.597717,0.239433,0.008045,-0.737824,0.178594,17.238601,0.177470,0.051236,0.302842,0.026878,0.025868,0.014583,0.032453,-0.000000,0.000000,0.000000,0.281412,-0.143382,-0.494684,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.226192
6.3270,0.335293,0.063513,-0.597717,0.235639,0.013224,-0.734764,0.176753,18.461361,0.176243,0.053881,0.302895,0.031967,0.027058,0.014606,0.033216,-0.000000,0.000000,0.000000,0.278471,-0.143375,-0.499230,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.231744
6.3810,0.335293,0.063513,-0.597717,0.235442,0.017163,-0.730293,0.172322,19.514252,0.172065,0.057569,0.302487,0.037966,0.028718,0.014423,0.034116,-0.000000,0.000000,0.000000,0.277039,-0.142816,-0.501602,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.238388
6.4250,0.335293,0.063513,-0.597717,0.234959,0.021789,-0.722054,0.165129,21.183234,0.165072,0.060599,0.302429,0.040959,0.030081,0.014397,0.034565,-0.000000,0.000000,0.000000,0.272881,-0.143402,-0.504857,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.242056
6.4750,0.335293,0.063513,-0.597717,0.232878,0.023465,-0.716854,0.162130,22.163840,0.162124,0.063799,0.303332,0.042929,0.031521,0.014803,0.034860,-0.000000,0.000000,0.000000,0.269128,-0.144586,-0.507009,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.244949
6.5250,0.335293,0.063513,-0.597717,0.228251,0.023750,-0.713211,0.162413,22.862257,0.162408,0.068850,0.305234,0.045314,0.033794,0.015659,0.035218,-0.000000,0.000000,0.000000,0.262998,-0.147081,-0.508663,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.248950
6.5760,0.335293,0.063513,-0.597717,0.223552,0.023781,-0.711556,0.164390,22.861539,0.164353,0.073793,0.307037,0.045602,0.036018,0.016471,0.035261,-0.000000,0.000000,0.000000,0.260317,-0.148032,-0.507988,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.251011
6.6250,0.335293,0.063513,-0.597717,0.218740,0.019964,-0.722657,0.176327,20.954299,0.176323,0.077100,0.308457,0.044790,0.037507,0.017109,0.035140,-0.000000,0.000000,0.000000,0.254137,-0.150809,-0.506576,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.251540
6.6750,0.335293,0.063513,-0.597717,0.212079,0.012256,-0.737990,0.193611,18.977288,0.193566,0.082783,0.311166,0.043485,0.040064,0.018329,0.034944,-0.000000,0.000000,0.000000,0.250303,-0.153130,-0.505613,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.252696
6.7250,0.335293,0.063513,-0.597717,0.208295,0.004989,-0.747781,0.205117,18.098453,0.204879,0.086816,0.314294,0.042096,0.041879,0.019736,0.034735,-0.000000,0.000000,0.000000,0.247444,-0.156612,-0.503229,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.253395
6.7750,0.335293,0.063513,-0.597717,0.211145,-0.004594,-0.761918,0.216825,17.720317,0.215807,0.086566,0.316436,0.038686,0.041766,0.020700,0.034224,-0.000000,0.000000,0.000000,0.251349,-0.157435,-0.498337,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.250574
6.8250,0.335293,0.063513,-0.597717,0.217409,-0.009588,-0.768478,0.219999,18.133117,0.218103,0.083945,0.316948,0.035620,0.040587,0.020930,0.033764,-0.000000,0.000000,0.000000,0.254433,-0.157827,-0.494528,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.246912
6.8760,0.335293,0.063513,-0.597717,0.223320,-0.016803,-0.781807,0.229952,19.622754,0.226604,0.080860,0.317340,0.031811,0.039199,0.021107,0.033193,-0.000000,0.000000,0.000000,0.254319,-0.158528,-0.498595,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.242394
6.9250,0.335293,0.063513,-0.597717,0.222756,-0.024494,-0.804492,0.251327,20.456209,0.246742,0.082061,0.318900,0.044377,0.039739,0.021809,0.035078,-0.000000,0.000000,0.000000,0.253233,-0.159387,-0.507094,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.254624
6.9750,0.335293,0.063513,-0.597717,0.220348,-0.023224,-0.812890,0.258911,19.265803,0.254726,0.082504,0.319045,0.058659,0.039938,0.021874,0.037220,-0.000000,0.000000,0.000000,0.250935,-0.160407,-0.541099,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.267974
7.0390,0.335293,0.063513,-0.597717,0.216029,-0.021811,-0.820708,0.266887,17.865261,0.263250,0.084358,0.319920,0.078382,0.040773,0.022268,0.040000,-0.000000,0.000000,0.000000,0.250935,-0.160407,-0.541099,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.287062
7.0750,0.335293,0.063513,-0.597717,0.215618,-0.024094,-0.834396,0.279309,17.956313,0.275322,0.085388,0.321454,0.092351,0.041236,0.022958,0.040000,-0.000000,0.000000,0.000000,0.249691,-0.163236,-0.563341,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.300708
7.1250,0.335293,0.063513,-0.597717,0.216628,-0.028234,-0.851248,0.294579,18.217113,0.289824,0.085508,0.323797,0.106113,0.041290,0.024012,0.040000,-0.000000,0.000000,0.000000,0.251430,-0.166756,-0.581738,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.314067
7.1750,0.335293,0.063513,-0.597717,0.222129,-0.033728,-0.875617,0.315421,18.564270,0.309210,0.081068,0.326717,0.125393,0.039292,0.025326,0.040000,-0.000000,0.000000,0.000000,0.259324,-0.168134,-0.599145,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.331561
7.2250,0.335293,0.063513,-0.597717,0.228162,-0.035013,-0.888352,0.325043,18.887692,0.318006,0.075970,0.327647,0.136428,0.036998,0.025745,0.040000,-0.000000,0.000000,0.000000,0.264475,-0.169386,-0.610082,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.340947
7.2750,0.335293,0.063513,-0.597717,0.235029,-0.036208,-0.903096,0.336532,18.876115,0.328580,0.068957,0.329524,0.151655,0.033842,0.026589,0.040000,-0.000000,0.000000,0.000000,0.270135,-0.171996,-0.625327,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.354283
7.3250,0.335293,0.063513,-0.597717,0.237421,-0.037519,-0.912911,0.345157,18.516682,0.336719,0.065158,0.331509,0.162610,0.032133,0.027483,0.040000,-0.000000,0.000000,0.000000,0.272741,-0.173970,-0.635639,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.364406
7.3750,0.335293,0.063513,-0.597717,0.238350,-0.039336,-0.926797,0.358147,17.656223,0.349289,0.060916,0.333453,0.177846,0.030224,0.028357,0.040000,-0.000000,0.000000,0.000000,0.274378,-0.173940,-0.640563,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.378690
7.4250,0.335293,0.063513,-0.597717,0.238217,-0.040928,-0.935893,0.367008,17.257120,0.357876,0.059539,0.334020,0.186371,0.029604,0.028613,0.040000,-0.000000,0.000000,0.000000,0.275937,-0.174860,-0.652668,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.386820
7.4750,0.335293,0.063513,-0.597717,0.237262,-0.044422,-0.950009,0.381273,16.896480,0.371598,0.059355,0.335510,0.199287,0.029521,0.029283,0.040000,-0.000000,0.000000,0.000000,0.275771,-0.177908,-0.671170,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.399591
7.5250,0.335293,0.063513,-0.597717,0.237038,-0.047693,-0.959858,0.391365,16.806375,0.381094,0.059522,0.337421,0.208452,0.029596,0.030143,0.040000,-0.000000,0.000000,0.000000,0.277485,-0.179371,-0.683604,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.408850
7.5750,0.335293,0.063513,-0.597717,0.239695,-0.050639,-0.972732,0.403492,16.924755,0.392375,0.057808,0.338884,0.220886,0.028825,0.030801,0.040000,-0.000000,0.000000,0.000000,0.279972,-0.179470,-0.690511,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.420932
7.6260,0.335293,0.063513,-0.597717,0.243328,-0.051401,-0.979798,0.409449,17.151976,0.397795,0.055322,0.338983,0.227793,0.027706,0.030846,0.040000,-0.000000,0.000000,0.000000,0.282711,-0.180307,-0.697516,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.427319
7.6750,0.335293,0.063513,-0.597717,0.247475,-0.052875,-0.989840,0.418352,17.225370,0.405961,0.051444,0.340344,0.237548,0.025961,0.031458,0.040000,-0.000000,0.000000,0.000000,0.283850,-0.180831,-0.700265,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.436535
