t,target_x,target_y,target_z,gripper_x,gripper_y,gripper_z,pos_error,axis_error_deg,centerline_error,target_local_x,target_local_y,target_local_z,uav_cmd_vx,uav_cmd_vy,uav_cmd_vz,uav_ff_vx,uav_ff_vy,uav_ff_vz,uav_x,uav_y,uav_z,path_progress,path_progress_scale,uav_ref_x,uav_ref_y,uav_ref_z,uav_ref_error
12.2250,0.335293,0.063513,-0.597717,0.383820,-0.176463,-0.585063,0.245160,6.653255,0.071759,-0.113677,0.416910,-0.187728,-0.048343,0.065913,0.000262,-0.000000,0.000000,0.000000,0.446252,-0.253638,-0.265870,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.181655
12.2880,0.335293,0.063513,-0.597717,0.380851,-0.172873,-0.575786,0.241733,6.538075,0.077256,-0.110959,0.413151,-0.196847,-0.047120,0.064222,-0.001106,-0.000000,0.000000,0.000000,0.445335,-0.252646,-0.261879,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.177161
12.3260,0.335293,0.063513,-0.597717,0.378908,-0.171259,-0.565535,0.240948,6.622376,0.084046,-0.109493,0.411682,-0.203481,-0.046460,0.063561,-0.002101,-0.000000,0.000000,0.000000,0.443558,-0.251535,-0.252462,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.175517
12.3750,0.335293,0.063513,-0.597717,0.377608,-0.170581,-0.559084,0.241005,6.733067,0.088814,-0.107095,0.410180,-0.214394,-0.045381,0.062885,-0.003738,-0.000000,0.000000,0.000000,0.435781,-0.244012,-0.234930,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.174125
12.4700,0.335293,0.063513,-0.597717,0.371052,-0.166197,-0.544824,0.238418,7.293671,0.101094,-0.098757,0.402333,-0.232036,-0.041629,0.059353,-0.006384,-0.000000,0.000000,0.000000,0.432950,-0.242196,-0.227867,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.166631
12.4910,0.335293,0.063513,-0.597717,0.370377,-0.166487,-0.542855,0.239041,7.437978,0.103019,-0.097657,0.401709,-0.234850,-0.041134,0.059073,-0.006806,-0.000000,0.000000,0.000000,0.432950,-0.242196,-0.227867,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.166274
12.5270,0.335293,0.063513,-0.597717,0.369008,-0.168132,-0.538036,0.241573,7.822121,0.107928,-0.095067,0.400679,-0.241884,-0.039969,0.058609,-0.007862,-0.000000,0.000000,0.000000,0.427559,-0.240058,-0.213845,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.166129
12.5750,0.335293,0.063513,-0.597717,0.367507,-0.169821,-0.533242,0.244212,8.237990,0.112941,-0.092265,0.399571,-0.248872,-0.038708,0.058111,-0.008910,-0.000000,0.000000,0.000000,0.423562,-0.236763,-0.206967,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.166141
12.6250,0.335293,0.063513,-0.597717,0.363230,-0.168176,-0.525498,0.244287,8.602990,0.120572,-0.088268,0.396276,-0.255750,-0.036909,0.056628,-0.009941,-0.000000,0.000000,0.000000,0.419854,-0.234437,-0.199876,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.164182
12.6760,0.335293,0.063513,-0.597717,0.361222,-0.169681,-0.520187,0.247109,8.936441,0.126246,-0.083147,0.393271,-0.265668,-0.034604,0.055276,-0.011429,-0.000000,0.000000,0.000000,0.415033,-0.232674,-0.189667,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.163730
12.7250,0.335293,0.063513,-0.597717,0.358892,-0.170737,-0.513838,0.249931,9.143043,0.132760,-0.079740,0.392187,-0.273050,-0.033071,0.054788,-0.012536,-0.000000,0.000000,0.000000,0.413070,-0.232657,-0.184875,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.164952
12.7750,0.335293,0.063513,-0.597717,0.354854,-0.172945,-0.501995,0.255847,9.439564,0.144909,-0.074402,0.391935,-0.286169,-0.030669,0.054675,-0.014504,-0.000000,0.000000,0.000000,0.408031,-0.231344,-0.173195,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.169578
12.8290,0.335293,0.063513,-0.597717,0.350381,-0.171996,-0.491950,0.258609,9.826319,0.154872,-0.070310,0.389527,-0.294460,-0.028828,0.053591,-0.015748,-0.000000,0.000000,0.000000,0.401689,-0.228490,-0.160368,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.171198
12.8760,0.335293,0.063513,-0.597717,0.347448,-0.172335,-0.485488,0.261471,10.264184,0.161644,-0.064867,0.387633,-0.305492,-0.026378,0.052738,-0.017403,-0.000000,0.000000,0.000000,0.397895,-0.227792,-0.152476,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.175018
12.9260,0.335293,0.063513,-0.597717,0.342829,-0.174139,-0.474875,0.267630,11.031169,0.173099,-0.061098,0.387228,-0.313466,-0.024682,0.052556,-0.018599,-0.000000,0.000000,0.000000,0.390482,-0.228334,-0.136107,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.178949
12.9750,0.335293,0.063513,-0.597717,0.340015,-0.175974,-0.468003,0.272400,11.511412,0.180656,-0.055188,0.387847,-0.326610,-0.022023,0.052835,-0.020570,-0.000000,0.000000,0.000000,0.386344,-0.225712,-0.128459,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.187047
13.0250,0.335293,0.063513,-0.597717,0.336703,-0.174393,-0.461457,0.274168,11.935316,0.187103,-0.051051,0.385225,-0.334258,-0.020161,0.051655,-0.021718,-0.000000,0.000000,0.000000,0.382278,-0.224010,-0.120750,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.190122
13.0750,0.335293,0.063513,-0.597717,0.332166,-0.173302,-0.451855,0.278149,12.456250,0.196821,-0.045368,0.383068,-0.345038,-0.017604,0.050684,-0.023335,-0.000000,0.000000,0.000000,0.376652,-0.222902,-0.110061,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.196001
13.1250,0.335293,0.063513,-0.597717,0.329133,-0.173494,-0.445236,0.281888,12.913432,0.203785,-0.041358,0.382415,-0.352657,-0.015800,0.050391,-0.024477,-0.000000,0.000000,0.000000,0.372671,-0.222354,-0.102844,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.200999
13.1750,0.335293,0.063513,-0.597717,0.323274,-0.173401,-0.434461,0.287967,13.223887,0.215419,-0.034992,0.381840,-0.364155,-0.012935,0.050132,-0.026202,-0.000000,0.000000,0.000000,0.368760,-0.220948,-0.095915,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.209165
13.2250,0.335293,0.063513,-0.597717,0.320156,-0.170814,-0.429077,0.289099,13.767225,0.220542,-0.031129,0.378667,-0.370778,-0.011197,0.048704,-0.027196,-0.000000,0.000000,0.000000,0.362490,-0.216836,-0.085112,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.212612
13.2750,0.335293,0.063513,-0.597717,0.315292,-0.168239,-0.420518,0.292418,14.255310,0.229126,-0.025600,0.375634,-0.380416,-0.008708,0.047339,-0.028641,-0.000000,0.000000,0.000000,0.358455,-0.215258,-0.078112,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.218860
13.3250,0.335293,0.063513,-0.597717,0.310895,-0.167114,-0.412929,0.296531,14.624768,0.237132,-0.020681,0.374143,-0.388812,-0.006495,0.046668,-0.029901,-0.000000,0.000000,0.000000,0.349976,-0.214058,-0.063810,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.225164
13.3750,0.335293,0.063513,-0.597717,0.305637,-0.167035,-0.403902,0.302649,15.125519,0.247052,-0.014682,0.373571,-0.398907,-0.003795,0.046411,-0.031415,-0.000000,0.000000,0.000000,0.346302,-0.211141,-0.056795,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.233602
13.4260,0.335293,0.063513,-0.597717,0.300994,-0.163491,-0.394923,0.306321,15.497723,0.255628,-0.011008,0.370654,-0.405922,-0.002142,0.045098,-0.032467,-0.000000,0.000000,0.000000,0.340857,-0.208388,-0.047302,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.238570
13.4750,0.335293,0.063513,-0.597717,0.297977,-0.161983,-0.389342,0.309291,16.105615,0.261230,-0.005564,0.367901,-0.415415,0.000308,0.043859,-0.033891,-0.000000,0.000000,0.000000,0.336704,-0.207251,-0.040641,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.246068
13.5250,0.335293,0.063513,-0.597717,0.292135,-0.160832,-0.379898,0.315656,16.787815,0.271443,0.001196,0.366378,-0.426234,0.003350,0.043174,-0.035514,-0.000000,0.000000,0.000000,0.334097,-0.206865,-0.036483,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.255569
13.5750,0.335293,0.063513,-0.597717,0.288014,-0.160581,-0.373477,0.320526,17.071160,0.278607,0.005694,0.366159,-0.433167,0.005374,0.043075,-0.036554,-0.000000,0.000000,0.000000,0.326281,-0.203880,-0.023371,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.262091
13.6260,0.335293,0.063513,-0.597717,0.285236,-0.157696,-0.367984,0.322826,17.467652,0.283633,0.009012,0.363393,-0.439347,0.006867,0.041830,-0.037481,-0.000000,0.000000,0.000000,0.322650,-0.201856,-0.016967,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.267039
13.6770,0.335293,0.063513,-0.597717,0.280522,-0.154963,-0.359483,0.327853,17.800339,0.292105,0.014191,0.360744,-0.448421,0.009198,0.040638,-0.038842,-0.000000,0.000000,0.000000,0.318689,-0.200471,-0.010202,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.275003
13.7250,0.335293,0.063513,-0.597717,0.276813,-0.153858,-0.353207,0.332348,18.092193,0.298725,0.018271,0.359606,-0.455249,0.011034,0.040126,-0.039866,-0.000000,0.000000,0.000000,0.312621,-0.199573,-0.000323,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.281405
13.7750,0.335293,0.063513,-0.597717,0.270105,-0.153564,-0.342732,0.341159,18.666021,0.310440,0.025632,0.359044,-0.466905,0.014346,0.039873,-0.040000,-0.000000,0.000000,0.000000,0.306457,-0.196963,0.011185,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.292977
13.8280,0.335293,0.063513,-0.597717,0.266272,-0.150445,-0.334072,0.346483,19.310700,0.318588,0.030214,0.355647,-0.476867,0.016408,0.038345,-0.040000,-0.000000,0.000000,0.000000,0.301447,-0.194545,0.021251,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.301969
13.8760,0.335293,0.063513,-0.597717,0.263267,-0.148853,-0.327817,0.350904,19.780703,0.324770,0.033846,0.354058,-0.483968,0.018042,0.037630,-0.040000,-0.000000,0.000000,0.000000,0.299070,-0.193894,0.025711,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.308751
13.9250,0.335293,0.063513,-0.597717,0.257370,-0.147709,-0.316464,0.360264,20.328654,0.336677,0.037893,0.353094,-0.491435,0.019864,0.037196,-0.040000,-0.000000,0.000000,0.000000,0.294815,-0.193532,0.033548,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.316166
13.9750,0.335293,0.063513,-0.597717,0.253316,-0.147936,-0.308745,0.367337,20.672600,0.345082,0.044953,0.353376,-0.504589,0.023040,0.037323,-0.040000,-0.000000,0.000000,0.000000,0.288072,-0.191920,0.049326,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.329846
14.0250,0.335293,0.063513,-0.597717,0.251505,-0.145915,-0.301979,0.371943,21.056073,0.351125,0.047221,0.351433,-0.512044,0.024061,0.036449,-0.040000,-0.000000,0.000000,0.000000,0.281298,-0.190094,0.065335,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.336854
14.0930,0.335293,0.063513,-0.597717,0.245840,-0.143906,-0.287555,0.383699,21.953096,0.365404,0.053995,0.349607,-0.528053,0.027109,0.035627,-0.040000,-0.000000,0.000000,0.000000,0.277156,-0.190117,0.073935,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.352892
14.1330,0.335293,0.063513,-0.597717,0.242188,-0.143951,-0.279779,0.390890,22.390696,0.373658,0.058137,0.349630,-0.536653,0.028973,0.035637,-0.040000,-0.000000,0.000000,0.000000,0.275304,-0.190279,0.077380,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.361870
14.1750,0.335293,0.063513,-0.597717,0.237695,-0.144642,-0.271998,0.398682,22.798660,0.382422,0.063012,0.350189,-0.545264,0.031167,0.035889,-0.040000,-0.000000,0.000000,0.000000,0.271318,-0.189935,0.085510,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.371138
14.2250,0.335293,0.063513,-0.597717,0.234562,-0.142559,-0.262499,0.406182,23.425010,0.391399,0.065592,0.348546,-0.552823,0.032328,0.035149,-0.040000,-0.000000,0.000000,0.000000,0.265154,-0.187132,0.100576,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.378529
14.2860,0.335293,0.063513,-0.597717,0.229750,-0.140409,-0.251906,0.415101,24.085830,0.401974,0.070139,0.346645,-0.563294,0.034374,0.034294,-0.040000,-0.000000,0.000000,0.000000,0.262900,-0.186541,0.104991,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.389081
14.3250,0.335293,0.063513,-0.597717,0.228348,-0.140082,-0.249244,0.417518,24.270159,0.404764,0.074005,0.345749,-0.570701,0.036114,0.033891,-0.040000,-0.000000,0.000000,0.000000,0.256861,-0.185802,0.115786,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.396796
14.3750,0.335293,0.063513,-0.597717,0.221571,-0.139546,-0.237538,0.428829,24.772674,0.417514,0.081335,0.345267,-0.583317,0.039412,0.033674,-0.040000,-0.000000,0.000000,0.000000,0.251182,-0.183782,0.127982,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.410345
14.4260,0.335293,0.063513,-0.597717,0.218334,-0.136638,-0.228048,0.436343,25.252588,0.426325,0.085122,0.342452,-0.593652,0.041117,0.032407,-0.040000,-0.000000,0.000000,0.000000,0.250171,-0.182939,0.130935,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.420589
14.4760,0.335293,0.063513,-0.597717,0.215866,-0.134899,-0.221304,0.441947,25.681834,0.432748,0.088104,0.340736,-0.601155,0.042458,0.031635,-0.040000,-0.000000,0.000000,0.000000,0.243357,-0.180067,0.145969,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.428165
14.5270,0.335293,0.063513,-0.597717,0.210091,-0.133303,-0.210427,0.452113,26.349414,0.444103,0.094675,0.339116,-0.613224,0.045415,0.030906,-0.040000,-0.000000,0.000000,0.000000,0.235699,-0.179146,0.158065,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.440984
14.5830,0.335293,0.063513,-0.597717,0.205618,-0.132899,-0.203615,0.459031,26.755337,0.451691,0.099594,0.338659,-0.620783,0.047629,0.030700,-0.040000,-0.000000,0.000000,0.000000,0.234434,-0.178577,0.160982,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.449315
14.6250,0.335293,0.063513,-0.597717,0.203852,-0.130900,-0.197297,0.464122,27.153200,0.457415,0.101825,0.336684,-0.627800,0.048633,0.029811,-0.040000,-0.000000,0.000000,0.000000,0.230168,-0.174757,0.174682,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.456287
14.6760,0.335293,0.063513,-0.597717,0.201406,-0.128081,-0.188556,0.471219,27.739215,0.465337,0.105126,0.334270,-0.637399,0.050118,0.028725,-0.040000,-0.000000,0.000000,0.000000,0.228297,-0.174026,0.178935,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.465957
14.7250,0.335293,0.063513,-0.597717,0.196415,-0.126399,-0.177814,0.481324,28.214206,0.476276,0.108383,0.333149,-0.644529,0.051584,0.028221,-0.040000,-0.000000,0.000000,0.000000,0.223064,-0.172958,0.189165,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.473442
14.7750,0.335293,0.063513,-0.597717,0.192539,-0.126046,-0.171002,0.488260,28.518494,0.483659,0.114780,0.332243,-0.656369,0.054463,0.027813,-0.040000,-0.000000,0.000000,0.000000,0.219592,-0.172195,0.196401,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.486271
14.8250,0.335293,0.063513,-0.597717,0.191142,-0.123641,-0.163376,0.494428,29.064774,0.490345,0.116136,0.330401,-0.662697,0.055073,0.026984,-0.040000,-0.000000,0.000000,0.000000,0.217490,-0.169206,0.205928,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.492457
14.8750,0.335293,0.063513,-0.597717,0.189687,-0.122193,-0.157997,0.499041,29.466492,0.495302,0.118648,0.328188,-0.671111,0.056203,0.025988,-0.040000,-0.000000,0.000000,0.000000,0.214007,-0.167677,0.214935,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.500908
14.9270,0.335293,0.063513,-0.597717,0.185654,-0.120930,-0.148405,0.508225,29.920156,0.504997,0.123159,0.326814,-0.681534,0.058233,0.025370,-0.040000,-0.000000,0.000000,0.000000,0.210800,-0.167130,0.221464,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.511906
14.9750,0.335293,0.063513,-0.597717,0.182308,-0.120714,-0.142282,0.514554,30.146244,0.511611,0.126691,0.326502,-0.688101,0.059823,0.025230,-0.040000,-0.000000,0.000000,0.000000,0.207948,-0.166538,0.227732,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.519081
15.0250,0.335293,0.063513,-0.597717,0.182078,-0.118447,-0.135223,0.520082,30.585706,0.517458,0.127258,0.324881,-0.693680,0.060078,0.024500,-0.040000,-0.000000,0.000000,0.000000,0.207419,-0.163819,0.236681,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.524416
15.0750,0.335293,0.063513,-0.597717,0.181562,-0.117081,-0.129942,0.524463,30.909241,0.522050,0.128326,0.322844,-0.701754,0.060558,0.023583,-0.040000,-0.000000,0.000000,0.000000,0.206057,-0.162741,0.242598,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.532247
15.1250,0.335293,0.063513,-0.597717,0.180091,-0.116362,-0.124407,0.529590,31.162722,0.527369,0.129988,0.321946,-0.707805,0.061306,0.023179,-0.040000,-0.000000,0.000000,0.000000,0.203951,-0.162074,0.248771,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.538405
15.1750,0.335293,0.063513,-0.597717,0.175731,-0.116168,-0.114926,0.539289,31.484566,0.537368,0.134408,0.321266,-0.718073,0.063295,0.022874,-0.040000,-0.000000,0.000000,0.000000,0.200415,-0.160218,0.261112,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.549349
15.2260,0.335293,0.063513,-0.597717,0.175359,-0.115110,-0.109965,0.543495,31.821856,0.541718,0.134878,0.319731,-0.723830,0.063507,0.022183,-0.040000,-0.000000,0.000000,0.000000,0.199932,-0.158852,0.266868,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.554872
15.2770,0.335293,0.063513,-0.597717,0.174758,-0.113490,-0.102393,0.549953,32.126318,0.548384,0.135797,0.317970,-0.731961,0.063920,0.021390,-0.040000,-0.000000,0.000000,0.000000,0.195759,-0.157555,0.278701,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.562787
15.3360,0.335293,0.063513,-0.597717,0.171446,-0.112667,-0.093521,0.558659,32.470204,0.557331,0.139535,0.317068,-0.741419,0.065602,0.020984,-0.040000,-0.000000,0.000000,0.000000,0.191847,-0.157114,0.286821,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.572774
15.3980,0.335293,0.063513,-0.597717,0.167829,-0.112520,-0.086120,0.566360,32.831646,0.565209,0.143447,0.316627,-0.749539,0.067363,0.020786,-0.040000,-0.000000,0.000000,0.000000,0.192102,-0.155626,0.291693,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.581562
15.4330,0.335293,0.063513,-0.597717,0.168297,-0.111288,-0.081840,0.569713,33.123008,0.568649,0.143191,0.315139,-0.754410,0.067248,0.020116,-0.040000,-0.000000,0.000000,0.000000,0.192102,-0.155626,0.291693,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.586074
15.4750,0.335293,0.063513,-0.597717,0.167375,-0.110502,-0.077333,0.573827,33.413977,0.572861,0.144356,0.314158,-0.759480,0.067772,0.019675,-0.040000,-0.000000,0.000000,0.000000,0.189868,-0.154230,0.299847,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.591185
15.5250,0.335293,0.063513,-0.597717,0.165631,-0.110031,-0.072557,0.578529,33.677269,0.577663,0.146326,0.313547,-0.764752,0.068658,0.019400,-0.040000,-0.000000,0.000000,0.000000,0.184155,-0.154111,0.311552,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.596726
15.5770,0.335293,0.063513,-0.597717,0.161089,-0.110279,-0.063661,0.588019,34.007128,0.587301,0.151139,0.313624,-0.774270,0.070824,0.019435,-0.040000,-0.000000,0.000000,0.000000,0.183609,-0.153995,0.313902,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.607142
15.6250,0.335293,0.063513,-0.597717,0.160981,-0.109303,-0.056319,0.594443,34.226616,0.593809,0.151391,0.312900,-0.779808,0.070937,0.019109,-0.040000,-0.000000,0.000000,0.000000,0.182607,-0.152580,0.324993,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.612493
15.6750,0.335293,0.063513,-0.597717,0.160421,-0.108721,-0.051264,0.599046,34.672819,0.598472,0.152686,0.312092,-0.787711,0.071520,0.018745,-0.040000,-0.000000,0.000000,0.000000,0.180468,-0.152448,0.331071,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.620389
15.7260,0.335293,0.063513,-0.597717,0.158811,-0.108846,-0.046082,0.604281,35.175913,0.603758,0.154825,0.311961,-0.793788,0.072483,0.018686,-0.040000,-0.000000,0.000000,0.000000,0.177076,-0.152721,0.337214,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.626789
15.7750,0.335293,0.063513,-0.597717,0.152965,-0.109698,-0.037090,0.614450,35.421810,0.614038,0.160818,0.312561,-0.803284,0.075180,0.018956,-0.040000,-0.000000,0.000000,0.000000,0.173655,-0.152922,0.342433,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.637533
15.8250,0.335293,0.063513,-0.597717,0.152217,-0.108973,-0.033294,0.617933,35.549892,0.617571,0.161626,0.311762,-0.807334,0.075543,0.018597,-0.040000,-0.000000,0.000000,0.000000,0.172870,-0.151476,0.348800,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.641592
15.8750,0.335293,0.063513,-0.597717,0.151445,-0.107793,-0.027825,0.622834,35.948450,0.622536,0.163033,0.310790,-0.813335,0.076176,0.018159,-0.040000,-0.000000,0.000000,0.000000,0.170013,-0.151014,0.355233,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.647678
15.9250,0.335293,0.063513,-0.597717,0.148085,-0.107402,-0.021039,0.629934,36.382016,0.629709,0.167072,0.310518,-0.820725,0.077994,0.018037,-0.040000,-0.000000,0.000000,0.000000,0.163175,-0.151389,0.364575,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.655838
15.9850,0.335293,0.063513,-0.597717,0.143443,-0.107888,-0.015045,0.636940,36.727967,0.636771,0.172118,0.310902,-0.827292,0.080265,0.018210,-0.040000,-0.000000,0.000000,0.000000,0.163914,-0.150568,0.366659,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.663524
16.0280,0.335293,0.063513,-0.597717,0.144435,-0.107112,-0.013312,0.638020,36.943874,0.637861,0.171380,0.310081,-0.829377,0.079933,0.017840,-0.040000,-0.000000,0.000000,0.000000,0.163914,-0.150568,0.366659,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.665281
16.0750,0.335293,0.063513,-0.597717,0.144667,-0.105669,-0.007582,0.642822,37.088731,0.642700,0.171400,0.308762,-0.835278,0.079942,0.017246,-0.040000,-0.000000,0.000000,0.000000,0.162606,-0.148816,0.377486,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.670888
16.1250,0.335293,0.063513,-0.597717,0.143632,-0.105082,-0.002797,0.647370,37.222052,0.647275,0.172688,0.308329,-0.840204,0.080521,0.017052,-0.040000,-0.000000,0.000000,0.000000,0.162606,-0.148816,0.377486,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.675946
16.1750,0.335293,0.063513,-0.597717,0.140041,-0.105379,0.005179,0.655844,37.538130,0.655782,0.176512,0.308336,-0.848790,0.082242,0.017055,-0.040000,-0.000000,0.000000,0.000000,0.158782,-0.148823,0.386073,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.685227
16.2250,0.335293,0.063513,-0.597717,0.140184,-0.105085,0.009222,0.659446,37.827650,0.659391,0.176582,0.307714,-0.853405,0.082273,0.016775,-0.040000,-0.000000,0.000000,0.000000,0.159725,-0.147112,0.396522,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.689653
16.2760,0.335293,0.063513,-0.597717,0.141657,-0.104361,0.014221,0.663435,38.292620,0.663386,0.175568,0.306625,-0.859239,0.081817,0.016285,-0.040000,-0.000000,0.000000,0.000000,0.158868,-0.146785,0.400713,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.694948
16.3250,0.335293,0.063513,-0.597717,0.141071,-0.104343,0.017779,0.666883,38.630136,0.666842,0.176425,0.306298,-0.863431,0.082203,0.016138,-0.040000,-0.000000,0.000000,0.000000,0.156920,-0.146732,0.405214,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.699195
16.3750,0.335293,0.063513,-0.597717,0.137484,-0.104538,0.024949,0.674599,38.680560,0.674577,0.179915,0.306337,-0.870766,0.083773,0.016156,-0.040000,-0.000000,0.000000,0.000000,0.155568,-0.146097,0.411890,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.707181
16.4260,0.335293,0.063513,-0.597717,0.137522,-0.103858,0.028732,0.677912,38.678972,0.677898,0.179725,0.305610,-0.874607,0.083688,0.015828,-0.040000,-0.000000,0.000000,0.000000,0.156910,-0.145016,0.415369,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.710796
16.4770,0.335293,0.063513,-0.597717,0.139243,-0.102497,0.033404,0.681402,38.831415,0.681393,0.178178,0.304202,-0.879525,0.082992,0.015195,-0.040000,-0.000000,0.000000,0.000000,0.156972,-0.144084,0.420714,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.715069
16.5250,0.335293,0.063513,-0.597717,0.139337,-0.102121,0.036894,0.684518,39.061679,0.684512,0.178321,0.303597,-0.883431,0.083056,0.014923,-0.040000,-0.000000,0.000000,0.000000,0.156431,-0.143883,0.423369,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.718848
16.5750,0.335293,0.063513,-0.597717,0.137168,-0.102639,0.042894,0.690828,39.415489,0.690825,0.180606,0.303391,-0.890231,0.084084,0.014830,-0.040000,-0.000000,0.000000,0.000000,0.155083,-0.143193,0.430819,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.725989
16.6250,0.335293,0.063513,-0.597717,0.137503,-0.102496,0.045692,0.693293,39.609450,0.693291,0.180210,0.302706,-0.893537,0.083906,0.014521,-0.040000,-0.000000,0.000000,0.000000,0.156523,-0.142197,0.434349,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.729049
16.6750,0.335293,0.063513,-0.597717,0.139285,-0.101502,0.050305,0.696838,39.825869,0.696837,0.178499,0.301406,-0.898604,0.083136,0.013936,-0.040000,-0.000000,0.000000,0.000000,0.156907,-0.141521,0.438250,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.733455
16.7250,0.335293,0.063513,-0.597717,0.138871,-0.100774,0.056595,0.702635,39.900655,0.702635,0.178948,0.300647,-0.905030,0.083338,0.013595,-0.040000,-0.000000,0.000000,0.000000,0.155862,-0.141060,0.444144,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.739750
16.7770,0.335293,0.063513,-0.597717,0.137040,-0.100947,0.060717,0.707027,39.958215,0.707026,0.180611,0.300563,-0.909370,0.084086,0.013557,-0.040000,-0.000000,0.000000,0.000000,0.154683,-0.141050,0.446653,0.054443,0.000000,0.341541,-0.110923,-0.273243,0.744361
