time_s,base_x,base_y,base_z,base_qx,base_qy,base_qz,base_qw,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_roll_joint,base_vx_body,base_vy_body,base_vz_body,base_wx_body,base_wy_body,base_wz_body,shoulder_lift_joint_velocity,elbow_joint_velocity,wrist_1_joint_velocity,wrist_roll_joint_velocity
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.00048758117780722327,-0.0003178307191092432,0.9895588950911862,0.016285713127339608,0.022185221006855025,-0.000583308452496055,0.9996210538339317,-0.14513288224849974,0.062098411018038764,0.06804937145767441,-0.007924710313237694,0.014386975770153866,-0.009749533183550537,-0.20844946010803822,0.6515108230156628,0.887520950660491,-0.023335285780007986,1.097342355030005,1.2419682203607751,1.360987429153488,-0.15849420626475386
0.1,0.0018758116359682648,-0.001135008592777952,0.9713092356945703,0.0315589316348281,0.048482925999048396,-0.0015654267856671914,0.9983240902430521,-0.09872283481480969,0.1137350526349401,0.12613445389874006,-0.015255677646841912,0.05350174298201965,-0.03364621010407179,-0.3609778288926604,0.6118946541523815,1.0525398079559958,-0.042884223073562114,0.9282009486738011,1.0327328323380267,1.1617016488213132,-0.14661934667208437
0.15000000000000002,0.0054036019002037606,-0.003281572763843457,0.9502014941852034,0.04053471393102905,0.06673853893623664,-0.00267758540614252,0.9969431954347142,-0.057445956692720235,0.15937025997176138,0.17897109629440322,-0.019813903519069455,0.11869388003666145,-0.07249599669531223,-0.40708440175867044,0.36121158864141784,0.7308876100641808,-0.05013995995372399,0.8255375624417889,0.9127041467364253,1.0567328479132627,-0.09116451744455087
0.2,0.012219713192930661,-0.007402998939159749,0.9291447917288035,0.04395759602600399,0.07551929012868175,-0.00373971483415077,0.9961679482411757,-0.01973636465142837,0.20071473172722043,0.2280351081411821,-0.0219451771794366,0.1947934087772811,-0.11571200060830464,-0.38910727640502835,0.13965079515667628,0.35087573368070885,-0.04753854078138476,0.7541918408258373,0.8268894351091811,0.981280236935578,-0.042625473207342945
0.25,0.02289517454776744,-0.013771460251653916,0.9093858081900611,0.04328284739090058,0.07648965366281839,-0.004629683821354363,0.996119718724608,0.015057418416305215,0.23839723729759296,0.2737283172613411,-0.0223211924905909,0.2712359559526961,-0.15777571348500596,-0.3457081448739366,-0.02425848752171733,0.03714573536633581,-0.039214027552956415,0.6958756613546716,0.7536501114074505,0.9138641824031801,-0.007520306223086047
0.30000000000000004,0.03748914515219016,-0.02237141197580654,0.8912058127892477,0.03987251238956988,0.07189200887429933,-0.005282976441326202,0.9966011298286198,0.04724084865619693,0.2726793920612459,0.3161333791139159,-0.021565330785066356,0.3431969225674677,-0.19657158246974948,-0.30093253291933597,-0.13386806651591537,-0.18642874822332264,-0.02841556091082157,0.6436686047978343,0.6856430952730586,0.8481012370514969,0.015117234110490877
0.35000000000000003,0.05573179419754021,-0.03301622449448366,0.874451859587106,0.03483026611601416,0.06374494189275136,-0.005682390041224121,0.9973420403195671,0.07698779430885495,0.3037140903272447,0.3552759611377071,-0.020164394397185932,0.40817969188743125,-0.23116272020254053,-0.2658619771256587,-0.19931886856204567,-0.3286132823108708,-0.017272066977614495,0.5949389130531603,0.6206939653199763,0.7828516404758233,0.02801872775760847
0.4,0.07717626124888378,-0.0454345562931029,0.8588517268885124,0.02898106200778186,0.05364032551425635,-0.005842014808729937,0.9981225798400717,0.10443081749114096,0.3316404580972977,0.3912091556535616,-0.018460497398005902,0.4644995623131045,-0.2609661942460847,-0.2431669560925139,-0.23173528605791172,-0.4066617379470708,-0.007027194791702069,0.5488604636457199,0.5585273554010594,0.718663890317091,0.03407793998360058
0.45,0.10129626742794337,-0.05932257163781045,0.8441658315479482,0.02290474176032536,0.04274830606834105,-0.00579364889218522,0.9988064821404066,0.12969554716553136,0.3566129874614332,0.424031565519303,-0.016674736097544336,0.5110296310718152,-0.2856162485503324,-0.23113535807937322,-0.24095409319236485,-0.43770544436110287,0.0016799227145592455,0.5052945934878079,0.49945058728271,0.6564481973148276,0.035715226009231334
0.5,0.12754300071441263,-0.07437277662604076,0.8302381575823796,0.016986696070445895,0.03188552890173593,-0.005577280572395446,0.999331606197204,0.15291095385861808,0.3788052093762618,0.45388232991286953,-0.0149389727207786,0.5472584002180783,-0.30499145979489106,-0.22641344293817603,-0.23477898001744452,-0.43607481030723294,0.008599225459699107,0.4643081338617342,0.44384443829657083,0.5970152878713307,0.034715267535314724
0.55,0.15537800827614554,-0.09028964717529903,0.8169938202446273,0.011466999809567361,0.021592331119261458,-0.005234797262614564,0.9996873891621435,0.17421046911707555,0.3984050838129789,0.4809302561856338,-0.013324387388058639,0.5732826352764191,-0.31921415200593123,-0.22558818369553896,-0.21902749743579714,-0.41291458234694894,0.013723819992076971,0.42599030516914915,0.3919974887343424,0.5409585254552856,0.03229170665439921
0.6000000000000001,0.18429319494178614,-0.10679837469525633,0.8044144153034656,0.006480724318351804,0.012200329553101116,-0.004805965075687143,0.9998930217132214,0.19373037521774883,0.415608973669101,0.5053633695888569,-0.011863238496604676,0.5896930094701646,-0.3286018056221654,-0.22594060625350978,-0.1978904959419922,-0.3765947246563991,0.017192618362427373,0.3903981220134657,0.3440777971224416,0.48866226806446106,0.029222977829079268
0.65,0.21382357411105046,-0.12364989308857428,0.792509125810099,0.002088356943118502,0.0038862790864159155,-0.004326042629849005,0.9999809102954442,0.2116077759534165,0.43061645396484094,0.5273806201596934,-0.01056406088139663,0.5974092952291855,-0.3335976303029015,-0.2256795242836335,-0.17433718575818918,-0.3332942299845572,0.01922373338796659,0.3575480147133534,0.3001496059147991,0.4403450114167314,0.02598355230416091
0.7000000000000001,0.24355512233445217,-0.14062352389106592,0.7812904251060482,-0.0017021033414158899,-0.003286529272105125,-0.0038246014457689803,0.9999858368963732,0.22797871951894177,0.44362632035822974,0.5471857219897283,-0.00942176660108394,0.5975195163471465,-0.33470436795158404,-0.2238887801778439,-0.1504543399092956,-0.2875248093487849,0.020068281860102795,0.32741887131050496,0.2601973278677756,0.3961020366006967,0.022845885606253814
0.75,0.27312862447185565,-0.15752776107093897,0.7707575341302719,-0.004919185030246619,-0.009336616960484384,-0.0033252175802938083,0.9999387841915199,0.24297647284631724,0.45483355021366906,0.5649825908844094,-0.008424156614892113,0.5911514323107874,-0.3324324914632374,-0.22034392748022255,-0.1276944366216932,-0.24253433607981095,0.019979036923670118,0.2999550665475094,0.22414459710878654,0.3559373778936218,0.01995219972383652
0.8,0.30223999581652466,-0.1741994699147601,0.7608876517601082,-0.007616193409398677,-0.014339833536823443,-0.002845749927107168,0.9998641230084412,0.25672985769318624,0.46442689054739345,0.5809718431636234,-0.0075560160708861394,0.5793833419900044,-0.3272646233153482,-0.2152929938229717,-0.10704446705460255,-0.2005984524849238,0.019190473025143727,0.27506769693738026,0.19186680667448805,0.3197850455842797,0.017362810880119473
0.8500000000000001,0.3306376179034588,-0.19050177056119727,0.7516335239533122,-0.009862256090056294,-0.01841005806487263,-0.002398969540106247,0.9997790008856996,0.26936161190356217,0.4725868370941613,0.5953479668435215,-0.006801609262009381,0.5631896179292778,-0.31963362701993087,-0.20925271221452346,-0.08913697219515292,-0.16322805811467853,0.017907504770051704,0.2526350842075188,0.16319893093535803,0.2875224735979625,0.015088136177535162
0.9,0.3581173687232776,-0.20632093203000007,0.7429254831719215,-0.011735218855635098,-0.02168369435776214,-0.001993358285829757,0.9996940174674218,0.28098679665667753,0.47948387310396373,0.6082969271509316,-0.006146119086107034,0.5434123631542627,-0.30991072355057975,-0.2028433881783832,-0.07432282993885267,-0.13131914686871193,0.016300585340442098,0.23250369506230723,0.13794072019604847,0.2589792061482018,0.013109803518046949
0.9500000000000001,0.38451611067070923,-0.22156263687143643,0.7346762085249708,-0.013315781734972039,-0.024306998235562798,-0.0016339480968402494,0.999614520706447,0.29171129524170797,0.4852769061991355,0.6199940736331999,-0.005576392853507559,0.5207508491468696,-0.2984004758113649,-0.19666835259407617,-0.06271968512253175,-0.10526390139572751,0.014505188902996746,0.21448997170060877,0.11586066190343537,0.23394292964536512,0.011394524651989504
1.0,0.4097043876124763,-0.23614797090252967,0.7267868314601948,-0.014682470329702444,-0.02642553818607546,-0.0013231173517733001,0.9995420778321776,0.30163044439031633,0.4901118734729057,0.6306022735193068,-0.005081236324160756,0.4957624754125597,-0.2853405158450313,-0.19123427930944883,-0.05424443643977293,-0.08503434026937642,0.012624119189068668,0.1983829829721677,0.09669934547540414,0.21216399772213734,0.009903130586936072
1.05,0.4335789998569671,-0.2500094565935656,0.7191534644785119,-0.01590714443130765,-0.02817522933226411,-0.0010612950196124112,0.9994758590686406,0.3108278191559868,0.4941204907579234,0.6402702185215834,-0.0046514171029909054,0.46887141010306804,-0.2709049235211008,-0.1869039804535168,-0.048634105901794074,-0.07024422931282079,0.010731516553166915,0.18394749531340887,0.0801723457003542,0.1933589000455316,0.008596384423396998
1.1,0.4560560123894862,-0.26308740058402613,0.7116736625843328,-0.017050789581658097,-0.029674441764664678,-0.0008475458569802202,0.9994138180686806,0.31937416843427885,0.4974191145336894,0.6491308548893918,-0.0042794814596304265,0.440383115483891,-0.2552109824267694,-0.18387188167217622,-0.045456790348660875,-0.06019157764235929,0.008877827727570932,0.1709269855658413,0.06597247551532014,0.1772127273561689,0.007438712867209575
1.1500000000000001,0.4770646425988659,-0.27532678193058097,0.7042526871638142,-0.01815934346909892,-0.031016704857188725,-0.0006800224961394038,0.9993536610399635,0.32732647681323307,0.5001076735078703,0.6572998810142653,-0.0039594468593932425,0.41050441111747704,-0.23832959716213586,-0.18215305802940562,-0.04411286276535043,-0.05388232206925815,0.00709533354348166,0.1590461675790839,0.053771179483617926,0.16338052249746873,0.0064006920047436815
1.2000000000000002,0.49654239252953225,-0.28667487969135996,0.6968097028809704,-0.019259293377299588,-0.03226353417054146,-0.0005562744425318399,0.999293667817513,0.33472711097438757,0.5022686167262235,0.6648742512960397,-0.0036864019431199512,0.3793696217811497,-0.2203000005680114,-0.18157872124174987,-0.04382571138728176,-0.050035199417472226,0.005404102250560389,0.14801268322309016,0.043218864367063715,0.15148740563548901,0.005460898325465825
1.25,0.5144317508749934,-0.29707983429437596,0.6892841839765672,-0.020352750501623863,-0.033436917587224925,-0.00047340113176421535,0.999233463200994,0.34160299364953955,0.5039658192306335,0.6719306256573259,-0.0034560246380942934,0.347073825596047,-0.20114957825312044,-0.1817939167069851,-0.04362072956409081,-0.04706807528551609,0.0038184632526437486,0.13751765350303977,0.03394405008820221,0.141127487225724,0.004607546100513161
1.3,0.5306787988190128,-0.30649036387918194,0.6816428225875412,-0.021411664933742258,-0.03451104412720097,-0.0004280267930561647,0.9991748321645617,0.3479647324976245,0.5052433892365908,0.6785237199650112,-0.0032640172009253464,0.31371435914772205,-0.18091974426914434,-0.1822566317550091,-0.04229083076841926,-0.04306755266858067,0.002354289164125721,0.12723477696169933,0.025551400119145237,0.13186188615370567,0.0038401487433789355
1.35,0.5452341156471743,-0.3148569234088771,0.6738870994569359,-0.022370797062647108,-0.035403015133766064,-0.00041605844136866435,0.9991226155250383,0.3538056137714309,0.5061243442737856,0.6846845632365046,-0.0031054554781908186,0.2794415310099858,-0.15969882996013818,-0.1822413516134489,-0.03834656703492007,-0.035748163363032714,0.0010375279999169811,0.11681762547612734,0.017619100743896107,0.12321686542986937,0.0031712344546905584
1.4000000000000001,0.5580564928952869,-0.32213471268228355,0.6660613699242518,-0.023119028953776502,-0.03596271920525861,-0.0004321633137752779,0.9990855852040247,0.35910035379358024,0.506609198157745,0.6904187993877327,-0.0029740622210904163,0.24451871463257807,-0.13766285755658195,-0.18085411722023945,-0.02994964809916769,-0.022419003676784233,-8.550042256581228e-05,0.10589480044298691,0.009697077679187979,0.11468472302456029,0.00262786514200804
1.4500000000000002,0.5691201042483416,-0.3282891198321434,0.6582608017925623,-0.02348866436185925,-0.03596319745547389,-0.00046886701481654587,0.9990769295900075,0.3638034955214035,0.5066746994863482,0.695705493484148,-0.0028614493432130724,0.20939004249056092,-0.11512473534056163,-0.17706987991882572,-0.014832691365269952,-4.011250029092861e-06,-0.0009356736840958439,0.09406283455646564,0.0013100265720661433,0.10573388192830771,0.0022522575575468825
1.5,0.5784258438892396,-0.33330441943888145,0.6506377495581577,-0.02324283021324502,-0.03509565334356657,-0.0005151358870840722,0.9991135073629442,0.3678473693740482,0.5062734571242719,0.7004976673247189,-0.002756449983369618,0.1747495050027711,-0.09259148205703675,-0.16980525438631364,0.009775827330806959,0.034770437484477654,-0.0013869018804904764,0.08087747705289369,-0.00802484724152756,0.09584347681141714,0.002099987196869085
1.55,0.5860172467248707,-0.337196735182267,0.643404194715905,-0.022063111230613736,-0.03298005413612471,-0.0005543261334855676,0.9992123037045437,0.371139667823001,0.505336376370099,0.7047275787909328,-0.002644822021528248,0.14159556869321493,-0.0708263600956853,-0.15803782253492038,0.04714021613419269,0.08474847000870084,-0.0012534054790836154,0.06584596897905615,-0.018741615083456304,0.08459822932428067,0.002232559236827397
1.6,0.5919999854097436,-0.3400320341761368,0.6368270024610516,-0.019547659613258887,-0.02921835838641896,-0.0005617481479331159,0.9993817393648261,0.3735610494690893,0.503782635767493,0.7083239217933074,-0.00250997318895386,0.11123428942109431,-0.05090353512209492,-0.1409702616094374,0.1005954837545879,0.1506356670961816,-0.00029149156887178155,0.04842763292176577,-0.031074812052118057,0.07192686004749017,0.0026969766514877646
1.6500000000000001,0.5965596133063854,-0.34194778055689107,0.6312130727122215,-0.015262256037448841,-0.023555251665922716,-0.000503969404513953,0.9996059021806754,0.37496405614164996,0.5015485076698462,0.7112578084261104,-0.002336328576947508,0.08514722869919672,-0.03420791348789758,-0.11819786354232403,0.17142715846343226,0.22669922733491982,0.0017342933602505098,0.028060133451213096,-0.04468256195293685,0.05867773265605955,0.00347289224012704
1.7000000000000002,0.5999610079665177,-0.3431673397834566,0.626886951295791,-0.009015144493549019,-0.016300090547602595,-0.0003494035718389949,0.99982644100616,0.37517605050202385,0.4986615490739545,0.7136571327499543,-0.0021199186298793463,0.06453521463259465,-0.02219513658614939,-0.08973186440159406,0.2499238191422154,0.2903358811679494,0.0047278285024783765,0.004239887207477384,-0.05773917191783349,0.04798648647687895,0.004328198941363231
1.75,0.6024861815751886,-0.34395780836997697,0.6241869701322884,-0.002038470522789144,-0.009372290728263052,-0.0001251495032283653,0.9999539935127187,0.3740082179349257,0.495421559255282,0.7160844319164434,-0.0019013362671149992,0.04910628677148726,-0.015181270578913927,-0.05545056263540477,0.279118411064525,0.27716817052602866,0.0069198881082274556,-0.02335665134196228,-0.0647997963734502,0.048545983329781835,0.004371647255286942
1.8,0.6042288809514685,-0.3443248324304805,0.6236062608330165,-0.00180430089212661,-0.009067975965874478,-0.0001359244341514331,0.999957248003494,0.3740705962346396,0.4954344882967333,0.7162322362749837,-0.0018969146549326341,0.034635552246543425,-0.007285492550259525,-0.01228302091073303,0.009361057066129996,0.012175301681893347,-0.0004939358959068028,0.0012475659942774615,0.00025858082902721624,0.0029560871708047276,8.843224364730139e-05
1.85,0.6055053994105428,-0.3445951820955297,0.6235323668945109,-0.0016958410065410425,-0.008984685684285393,-0.00013562997915488335,0.9999581897014214,0.3740586965384378,0.4954194164840315,0.7162971454380077,-0.0018953739157967792,0.025500826307534107,-0.005394051902376441,-0.001957426099704236,0.004337931883191785,0.0033323788552106787,-2.154642001140207e-05,-0.00023799392403621097,-0.0003014362540367521,0.0012981832604798515,3.081478271709757e-05
1.9000000000000001,0.6063393305180429,-0.3447813796544933,0.623490222381654,-0.0016033897477991182,-0.008930631454987886,-0.00013520854711580456,0.9999588264932614,0.3740594447124962,0.4954162579297132,0.716344343096479,-0.0018942478480342426,0.01666174307187931,-0.0037161421295082205,-0.0011538280611149434,0.003697797138481669,0.002162780609299749,-1.2699093438262281e-05,1.4963481167535448e-05,-6.31710863655932e-05,0.0009439531694249213,2.2521355250734378e-05
1.9500000000000002,0.6067339160008963,-0.3448882890502352,0.6234502658486539,-0.0015223764052714687,-0.008904164838570294,-0.00013493046891411935,0.9999591891734265,0.3740707870233598,0.4954209491530214,0.7163832833394399,-0.0018933389857981459,0.007876720172831237,-0.0021333297859040395,-0.0009464259487068818,0.0032403797376463627,0.0010591709407092463,-1.6117928577095375e-05,0.00022684621727166523,9.382446616277855e-05,0.0007788048592176354,1.8177244721933807e-05
2.0,0.606689367775828,-0.34491652591617156,0.6234473205569321,-0.0015181916978464125,-0.008905004794399334,-0.00013483161958708105,0.9999591880692006,0.37406779329418033,0.4954201121555319,0.7163862237368609,-0.0018931881951857038,-0.0008917351739938465,-0.0005648201907701199,-4.4748304453286094e-05,0.0001674211387595547,-3.3580688932367386e-05,2.412203610902132e-06,-5.987458358911943e-05,-1.6739949790228715e-05,5.880794841905382e-05,3.015812248840711e-06
