time_s,rotor_0_thrust_N,rotor_1_thrust_N,rotor_2_thrust_N,rotor_3_thrust_N,shoulder_lift_joint_torque_Nm,elbow_joint_torque_Nm,wrist_1_joint_torque_Nm,wrist_roll_joint_torque_Nm
1.4500000000000002,4.02320046319436,4.547465336650052,4.051617257553405,4.494341957698265,-0.0808479948744585,-0.04306262078684418,0.0020205498699086806,7.39459632391573e-06
1.5,4.003855673796082,4.579042739445399,4.04744682278307,4.514793500493489,-0.07742919246768744,-0.04099624625091754,0.003384741588552203,4.174979325991311e-05
1.55,3.98471855619172,4.612364642428751,4.047012303642895,4.535437471973759,-0.07420031026713184,-0.03904714339318194,0.004695578224781716,7.838680478507858e-05
1.6,3.9724761931761163,4.636333419001315,4.0551740842414326,4.548099617557729,-0.07175541481279414,-0.037542939570821894,0.005766845942616436,0.00011193420819973446
1.6500000000000001,3.9931946037075727,4.620810945353304,4.085748078313658,4.53556433813964,-0.07185319324577204,-0.03745270260935496,0.006063508959456643,0.00011995268806164989
1.7000000000000002,4.140823082219158,4.4760157448016,4.168145770073269,4.468435885976777,-0.07952322140746683,-0.04154546686847398,0.004086832155580208,6.556012157342871e-06
1.75,4.758067093651529,3.9039734508994806,4.322380565423048,4.338250518641474,-0.1207295609530696,-0.064826547098647,-0.008120354871076438,-0.0007027294288870928
1.8,4.049899315274172,4.419213055593786,4.04065615315736,4.438666903538422,-0.07295203280703941,-0.037822078553376486,0.00561461473822126,-9.520567329589125e-06
1.85,4.008601955558061,4.415972435721818,4.002433869307904,4.422649043568902,-0.07056121314240034,-0.036477175205184544,0.006181360475001801,7.962554175731806e-06
1.9000000000000001,4.006589093592143,4.4153371896098825,4.000713231640168,4.4214005048900304,-0.07038425880709437,-0.03636977108706478,0.006233233646848503,9.221452322408131e-06
1.9500000000000002,4.0118179250246575,4.4138096348138,4.002542902328541,4.424739622070795,-0.07075442688523041,-0.03658085175546441,0.006141873752124476,2.9874514452304613e-06
