time_s,x,y,z,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz,position_error,orientation_error
0.0,0.1211221664717082,-0.0038521757723641798,0.8350956448921654,0.6339053888772125,-0.0005047960390691492,0.7734101911767679,0.0006158874120459006,0.0,0.0,0.0,0.0,0.0,0.0,0.8210671957807658,1.768407866163549
0.05,0.11268021321479915,0.0015475672401673805,0.7961333879848467,0.7075278414734434,-0.01019309004272606,0.7065704257428559,-0.007660804192148231,-0.22029354048187116,0.12700220810290727,-0.7726865871236865,0.5183336367028235,3.9774510731599406,0.06868615538707946,0.8019781433786803,1.5696050335929803
0.1,0.0997940890152667,0.007364356736838022,0.7519104677961358,0.769160623432894,-0.017913298616425124,0.6385812536423846,-0.016882878591076886,-0.30722644675322053,0.13473940846609148,-0.8704211409534349,0.49740205838694596,3.6674002168281747,0.13525990231642837,0.7842174701570048,1.3865393592522277
0.15000000000000002,0.08923636774225205,0.010486126188647667,0.7088065228481663,0.8162203938706651,-0.021718756521855582,0.5768432241448997,-0.023758345962580408,-0.2461964930620497,0.07341591993272409,-0.8506899108053316,0.32953054961760825,3.10027941035182,0.1602324879416921,0.7666772234351333,1.2319158340007863
0.2,0.08401136638612869,0.00984800354614016,0.668966357399146,0.8515038116841562,-0.022652416817031628,0.5231167873934922,-0.027873884673873355,-0.12607128524973307,-0.008076575203747417,-0.7892255029429797,0.17468340250657155,2.566288842330563,0.15748779071641852,0.7476119806324584,1.1038994281023178
0.25,0.08513843703083483,0.0051856103414656225,0.6328113468490376,0.8780705942690487,-0.021724208170790533,0.4771317245599764,-0.02941781225337683,0.010714084889857589,-0.09286796099582013,-0.7175562269525455,0.04817076300199079,2.120544672089537,0.1409071421312488,0.7256200339623997,0.9979621944989759
0.30000000000000004,0.09258720147114571,-0.00329706336285581,0.6000765577819069,0.8983355333330132,-0.01971166779190115,0.43792086682575804,-0.02881031243720077,0.14354367954821173,-0.1718552020142478,-0.6493434509090003,-0.048560887020248064,1.7630113985169307,0.11871434782448943,0.6999621232314466,0.9096608670813363
0.35000000000000003,0.10579872385047125,-0.015145619810532735,0.5702888455597181,0.914051471381567,-0.01717182777418636,0.40436393625224604,-0.02654888047876532,0.26277837075519483,-0.24050072167276518,-0.5894977929192204,-0.11771137992796768,1.4808207972355596,0.09549025765405765,0.6704950682168217,0.8352663902700035
0.4,0.12397678388843705,-0.029801966432378826,0.5429825638253101,0.926459879717044,-0.014478384988665209,0.37540377987778994,-0.02311860065549266,0.364470281421831,-0.29715743213567564,-0.5386037803113234,-0.16325853457288603,1.2597613472410174,0.07370700533631687,0.6374944617552845,0.7718009268249473
0.45,0.146246159130976,-0.04668992727221862,0.5177843830212807,0.9364372186695715,-0.011865035613753681,0.3501222361663391,-0.01894666625461486,0.4475996507864425,-0.34178147228569594,-0.4953099895373463,-0.18970981039842005,1.0872580806159358,0.05455884043916298,0.6014893952689216,0.7169256854656081
0.5,0.17173540420935401,-0.06525929867241524,0.4944312408314028,0.9446057746821871,-0.009465388999371391,0.327755077618191,-0.014385615859234119,0.5126110631469774,-0.37510869666495716,-0.45766767413311016,-0.20135493572584612,0.9529290050831685,0.038463311706136746,0.5631398807309667,0.6688099111692996
0.55,0.19961900446815584,-0.08500605060458252,0.4727559251357235,0.9514112740294858,-0.0073450860979945385,0.3076821517985958,-0.009712405695276203,0.560665273634865,-0.3982045588543905,-0.4238423403001977,-0.2019398843417464,0.8484238300942908,0.025387124705676056,0.5231531890644001,0.6260184192928314
0.6000000000000001,0.22913884988448058,-0.10548037851158477,0.45266003290602996,0.957175739591701,-0.0055256367378454865,0.2894092334048302,-0.005134831618474222,0.5932741744521453,-0.4122456578241971,-0.3924317113052467,-0.1945920916025361,0.767081960001646,0.01505693606872198,0.48222829231406145,0.587424565873354
0.65,0.2596153121326931,-0.1262889984983266,0.4340855350320071,0.9621333447413867,-0.004001275783056418,0.27254866676225453,-0.0008006091291104582,0.6121226241114728,-0.4184215510063081,-0.3625440983670969,-0.18186061274718657,0.7035933549736514,0.0070907338156082494,0.44101957562501204,0.5521454793841694
0.7000000000000001,0.29045255042379814,-0.14709463328701747,0.41699074224625954,0.9664550055627548,-0.002750538224169163,0.25680140356426456,0.0031931003110885867,0.6189692217007917,-0.41788907327742364,-0.33374544522417504,-0.16579178190459412,0.6537195750358915,0.00107642816493643,0.40011423007514996,0.519493867790079
0.75,0.32113982307733435,-0.1676138183766448,0.40133294066939257,0.9702656128647185,-0.0017440434013130384,0.24194108126128758,0.006790581932774602,0.6155748592382027,-0.4117452155935158,-0.3059487802347615,-0.14800385574921535,0.6140822092617901,-0.0033829766386896873,0.36001998310101063,0.4889410799617184
0.8,0.351249455045723,-0.18761340165702622,0.3870578207343577,0.9736564322286461,-0.0009496139174124459,0.2278000584265519,0.009969132061089184,0.6036406831779436,-0.40100533888657985,-0.27929203492557475,-0.1297488379833286,0.5820073263635225,-0.006644746399810074,0.3211609449152755,0.4600873932396566
0.8500000000000001,0.38043187100980275,-0.20690591561754787,0.37409469580286625,0.9766942607997647,-0.00033552800879644326,0.21425713924285208,0.01273132456681186,0.5847529876656268,-0.38658392387475005,-0.2540291361759436,-0.11196103348837078,0.5554104882844417,-0.009014384056147746,0.2838797860113117,0.4326368667133756
0.9,0.40840820453836346,-0.22534403412821052,0.36235607748311305,0.9794283215095686,0.0001275358430931386,0.20122673409901898,0.015097954941003135,0.5603380341860864,-0.36927897942321525,-0.23044483862794105,-0.09529553007661119,0.5327089650017691,-0.010741493668837837,0.24844462509488952,0.40637519922987203
0.9500000000000001,0.43496114067584407,-0.24281440236743357,0.3517401721047148,0.9818955004487149,0.0004654664865732783,0.1886492609622039,0.017101633779613972,0.5316299243169406,-0.34976176694456834,-0.20879495051324842,-0.08015987367145934,0.5127517621352682,-0.012020682783075227,0.21505914275757843,0.38114977270352246
1.0,0.45992472095763404,-0.2592311721366508,0.3421350806933869,0.9841243127736837,0.0007003150229379821,0.1764826353894815,0.01878100030820451,0.4996528089352581,-0.328572708406351,-0.1892689583100304,-0.06674109327802671,0.49476184494015274,-0.012995609610590472,0.18387464366806616,0.35685147850471166
1.05,0.4831738162368817,-0.2745295701299096,0.333423784522085,0.9861378587954062,0.0008503111189558355,0.16469471449276238,0.02017551584372004,0.46521675254445044,-0.3061233660873119,-0.17197013797772798,-0.05502909024481202,0.47828773151330184,-0.013764781738090984,0.1550030879878037,0.3333980997671487
1.1,0.5046138800592187,-0.28865978615348314,0.32548929781059377,0.9879559638564909,0.0009301546729869714,0.1532565582862961,0.021320779416230326,0.4289252643052043,-0.2827037000440577,-0.15690792712534007,-0.044836631532499956,0.4631633368539774,-0.014388016425867295,0.1285304977883157,0.31071904430561825
1.1500000000000001,0.5241714720229824,-0.30158141176068254,0.3182196260603401,0.9895966557686932,0.0009514843802395498,0.1421363611569509,0.02224428928856637,0.3911920039032224,-0.2584935328583075,-0.1439978709955856,-0.03581581187142601,0.44947577309145054,-0.014892713355900918,0.10453063637160319,0.28874116718377474
1.2000000000000002,0.5417859203436615,-0.31325860476725337,0.31151236459487675,0.9910771043665327,0.0009234629252145594,0.13129389625221216,0.022961559694150157,0.352264326854855,-0.2335772131408731,-0.13306540537641842,-0.02747077064879849,0.4375410049587406,-0.015279314734059083,0.08307953571181151,0.2673753463047401
1.25,0.5574023999070025,-0.3236561134518151,0.3052789014756606,0.9924141182127858,0.0008534486999647441,0.1206753148202703,0.023472494334519898,0.3122519427895214,-0.20796075254061677,-0.12385087310960911,-0.019166545606833306,0.4278869955462043,-0.015525533640724894,0.06427243418630223,0.24650342261177316
1.3,0.570966654085819,-0.33273627250499493,0.2994482520396545,0.9936242565186492,0.0007477472276184992,0.11020816240943096,0.02375791805234127,0.27115989315377453,-0.18159111521675225,-0.11601438103069836,-0.010134137090941289,0.4212432078772035,-0.015589096086825308,0.04824576178880211,0.22596513078567831
1.35,0.5824216065125765,-0.3404570843933753,0.2939705510722774,0.9947235640562659,0.0006124534419039316,0.0997965401607528,0.023776176814716915,0.22892639006818402,-0.15437780691545694,-0.10914034259558467,0.000527862973838949,0.4185335184127571,-0.01540882517768217,0.03520454495239621,0.20554479050753094
1.4000000000000001,0.5917062396332349,-0.3467715279308395,0.28882016666267135,0.9957268667192569,0.0004544112755128333,0.08931652189748798,0.023459738276024475,0.18546832383638825,-0.12621744286568767,-0.10274279311569535,0.013854231730396306,0.42086502101843754,-0.01490382286417407,0.025428523998850424,0.18495794184281641
1.4500000000000002,0.5987574883313279,-0.3516283031110031,0.2839982827786357,0.9966464674571901,0.00028233394114552605,0.0786124296060444,0.02271178337525669,0.14074207904969044,-0.09702276050482553,-0.09627380204295528,0.031014413048538615,0.4294929402743309,-0.013970164696264692,0.019108373944558815,0.16383915488637454
1.5,0.6035168689956925,-0.3549743780454434,0.2795346319393386,0.9974899519628003,0.00010815310366176222,0.06749590618643103,0.021402959707219227,0.09483933678612892,-0.06675933928855476,-0.08913866917307957,0.053307074170032526,0.4457083175354342,-0.012473759393315999,0.01575970590093272,0.14173492999192164
1.55,0.6059461400878716,-0.35676022653553485,0.2754878393340501,0.9982566760525294,-5.1306401017643774e-05,0.055753384086995185,0.019369208735944828,0.04816963331592217,-0.03550062174327456,-0.08072381004857014,0.08211860161871784,0.47050260355926565,-0.010237608688818572,0.013822156801787186,0.11811285155519317
1.6,0.6060632653704306,-0.3569508823213461,0.27194346722827306,0.998932536413498,-0.00017229008601924952,0.043177619916551696,0.016414967223959173,0.0018693579703083036,-0.003546156590050026,-0.07044978952786506,0.11871100488791474,0.5036075020819953,-0.007027201202878057,0.01154511538043546,0.09241876665117055
1.6500000000000001,0.6040290861712303,-0.35555661302641367,0.2690078017946592,0.9994836171646543,-0.00022243626307456775,0.029666741862547766,0.012342364798882665,-0.04118050919497226,0.028183290143001787,-0.057886541201071555,0.16318924534341606,0.5408008945654869,-0.0025786071189245925,0.00794807894561845,0.06427610961087281
1.7000000000000002,0.6003679570209718,-0.35274921722768293,0.26679162435605613,0.9998544272660245,-0.00016478897956355524,0.015511012275842952,0.007106730563422564,-0.07367368850361924,0.056430991502172345,-0.043055558792393346,0.20946627977518217,0.5664092410019074,0.0030862020128420214,0.003302045664052014,0.03412638463314169
1.75,0.596553647770723,-0.3493858318277861,0.2653676197132433,0.9999963077131381,3.4654143203862853e-06,0.0022048067419500974,0.001588513554364291,-0.07658135444102958,0.06746058189080902,-0.02722908877785976,0.22063351487483945,0.5323032630709073,0.007985624819941918,0.003519899215257214,0.005434916105390508
1.8,0.5977523023674112,-0.3495153802254799,0.26515615255169456,0.9999982596338107,-3.700926813202681e-06,0.001251403950510142,0.0013837282267540859,0.023970891414894703,-0.0025899966410755423,-0.004235398907527351,0.008192127218129949,0.03813573805367221,-0.0003241775530908904,0.0023046441358270347,0.003731344737880632
1.85,0.5987916504096852,-0.34965114200813735,0.26512224288829916,0.9999987783712446,-2.2961338240194777e-06,0.000882181392790008,0.001290351400364007,0.02078679603926458,-0.002715100218814946,-0.0006800724138487671,0.003735063660249821,0.014768968718440795,4.1437677325159985e-05,0.0012636273005281564,0.0031261849006561445
1.9000000000000001,0.5994619170047352,-0.3497343376585821,0.265098401080123,0.9999990723319024,-1.0724486441101208e-06,0.000617976725479599,0.0012138529363883265,0.013405247311082882,-0.0016638338713065009,-0.00047763529271110337,0.0030599203897260347,0.010568241591341352,3.861328615521278e-05,0.0006081057161465911,0.0027242147360171925
1.9500000000000002,0.5997552938609364,-0.3497650425927136,0.26507352664215794,0.9999992527939511,-1.6722213118296178e-07,0.0004181326263955992,0.00114872826133821,0.005867484755535558,-0.000614042357226754,-0.0004976162283936986,0.0026049727562304273,0.007993803071123202,2.8536934333040935e-05,0.00034711992861422887,0.0024449231350190674
2.0,0.5997126712476738,-0.34978045713620115,0.26507213831580656,0.9999992565771351,-1.2262695617640451e-07,0.00041768757446547847,0.001145592533261307,-0.0008524522184820754,-0.00030829086719560934,-2.7768248045389498e-05,0.0001254284549575405,1.780416070640251e-05,1.8159702234959602e-06,0.0003687286503185141,0.0024387258263824556
