sim_time_s,wall_time_s,state,active_position_reference_kind,active_joint_reference_kind,px,py,pz,ref_px,ref_py,ref_pz,hold_ref_px,hold_ref_py,hold_ref_pz,position_error_m,position_error_to_active_reference_m,position_error_to_final_hold_m,position_error_to_initial_m,takeoff_transition_error_m,vx,vy,vz,speed_mps,roll_rad,pitch_rad,yaw_rad,wx,wy,wz,yaw_error_rad,max_joint_error_rad,max_joint_error_to_active_reference_deg,max_joint_error_to_neutral_deg,offboard,armed,mavros_state_age_sim_s,mavros_state_age_wall_s,mavros_state_receive_count,q_shoulder_pan_joint,qd_shoulder_pan_joint,qref_shoulder_pan_joint,qcmd_shoulder_pan_joint,effort_shoulder_pan_joint,q_shoulder_lift_joint,qd_shoulder_lift_joint,qref_shoulder_lift_joint,qcmd_shoulder_lift_joint,effort_shoulder_lift_joint,q_elbow_joint,qd_elbow_joint,qref_elbow_joint,qcmd_elbow_joint,effort_elbow_joint,q_wrist_1_joint,qd_wrist_1_joint,qref_wrist_1_joint,qcmd_wrist_1_joint,effort_wrist_1_joint,q_wrist_roll_joint,qd_wrist_roll_joint,qref_wrist_roll_joint,qcmd_wrist_roll_joint,effort_wrist_roll_joint,q_left_knuckle_joint,qd_left_knuckle_joint,qref_left_knuckle_joint,qcmd_left_knuckle_joint,effort_left_knuckle_joint
5.671,1.8428893510000108,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.0,0.0,1.0,0.0,0.0,0.9999978786008339,0.0,nan,-0.0007314807153306901,-0.00014777036267332733,0.0010188436135649681,0.0012629103000163658,0.0,0.0,0.0,-0.003266319865360856,0.0067459954880177975,0.0013122487580403677,0.0,0.0,0.0,3.5788397534623058,False,False,0.0,0.0,1,0.06246253709917937,0.035538288915565215,0.06246253709917937,0.06246253709917937,nan,0.02198717618798085,-0.0008337983081674052,0.02198717618798085,0.02198717618798085,nan,0.03938182905591869,0.006453748346284177,0.03938182905591869,0.03938182905591869,nan,0.01911315535102176,0.0002891861500584599,0.01911315535102176,0.01911315535102176,nan,-0.008920470083952026,0.6237096177966145,-0.008920470083952026,-0.008920470083952026,nan,0.0012240519981032705,-0.04899206181729973,0.0012240519981032705,0.0012240519981032705,nan
5.695,1.8924912860000092,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-1.2061613233527169e-05,3.092110091529321e-06,0.0011112663196399808,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.0,0.0,1.0,0.0011091795927470483,0.0011091795927470483,0.9988887337579682,0.0011091795927470483,nan,-0.00014045089483261108,0.0005549952038563788,0.003494749078527093,0.003541329870547056,-0.01992238130462214,0.023017976704870904,-0.04384277357327101,-0.0031043156050145626,0.005977167747914791,0.0019499079789966338,-0.04384277357327101,0.0,0.0,3.6248737864371665,False,False,0.02400000000000002,0.06218948299999738,1,0.06326598254256233,0.04243454738110504,0.06326598254256233,0.06326598254256233,nan,0.021933020736605968,-0.0015690188622024352,0.021933020736605968,0.021933020736605968,nan,0.03946347462682809,0.005749036706778567,0.03946347462682809,0.03946347462682809,nan,0.01905482404801173,-0.0006274629382945567,0.01905482404801173,0.01905482404801173,nan,-0.009330219969061915,0.034782241188593674,-0.009330219969061915,-0.009330219969061915,nan,0.0012303307114267525,-0.04482679652575849,0.0012303307114267525,0.0012303307114267525,nan
5.717,1.9686419510000093,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-2.485806135155144e-06,3.267994907218963e-05,0.0032247910276055336,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.0,0.0,1.0,0.0032228494698927565,0.0032228494698927565,0.9967752095112112,0.0032228494698927565,nan,-0.00011889068991877139,0.0006641701329499483,0.00949863437563181,0.0095225685591434,-0.019998771164296304,0.02323488417117414,-0.0451885072209111,-0.0026285620406270027,0.005401706323027611,0.0016999120125547045,-0.0451885072209111,0.0,0.0,3.671534619478045,False,False,0.045999999999999375,0.14753164799999752,1,0.06408036771084902,0.04395765271608853,0.06408036771084902,0.06408036771084902,nan,0.02187937329105072,-0.004711785778248695,0.02187937329105072,0.02187937329105072,nan,0.03955058663150712,0.0014981622155956584,0.03955058663150712,0.03955058663150712,nan,0.019002660022134243,-0.006412629445656688,0.019002660022134243,0.019002660022134243,nan,-0.009159339758112672,0.014153405578286189,-0.009159339758112672,-0.009159339758112672,nan,0.001116857675005356,-0.05367706923419519,0.001116857675005356,0.001116857675005356,nan
5.725,2.0479015490000023,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-2.485806135155144e-06,3.267994907218963e-05,0.0032247910276055336,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.0,0.0,1.0,0.0032228494698927565,0.0032228494698927565,0.9967752095112112,0.0032228494698927565,nan,-0.00011889068991877139,0.0006641701329499483,0.00949863437563181,0.0095225685591434,-0.019998771164296304,0.02323488417117414,-0.0451885072209111,0.001008118037134409,0.006278824061155319,0.0011837695492431513,-0.0451885072209111,0.0,0.0,3.718377827170665,False,False,0.05399999999999938,0.22603938199999618,1,0.06489793591728077,0.03711518044624142,0.06489793591728077,0.06489793591728077,nan,0.02182054641613984,-0.0020778362750450137,0.02182054641613984,0.02182054641613984,nan,0.03963767623642145,0.005993422135658626,0.03963767623642145,0.03963767623642145,nan,0.01895896162869093,0.00010762022276760829,0.01895896162869093,0.01895896162869093,nan,-0.008744281641072327,0.6734275011732693,-0.008744281641072327,-0.008744281641072327,nan,0.000982315374808529,-0.0568012392598886,0.000982315374808529,0.000982315374808529,nan
5.763,2.131346589000003,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,2.8268272217246704e-05,8.168804924935102e-05,0.004753735847771168,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.0,0.0,1.0,0.004752452046983374,0.004752452046983374,0.99524626790609,0.004752452046983374,nan,0.0009926886996254325,0.0017944792052730918,0.01705661229789257,0.017179453121480368,-0.019907061225588017,0.023576735850720332,-0.045331820027918864,0.0019429129315540195,0.0076186335645616055,0.00196636258624494,-0.045331820027918864,0.0,0.0,3.8120951637116285,False,False,0.09199999999999964,0.3098563009999964,1,0.06653361200612018,0.04330904361684369,0.06653361200612018,0.06653361200612018,nan,0.021732209732547858,-0.004219206679251078,0.021732209732547858,0.021732209732547858,nan,0.03984316454451875,0.0023130644436535155,0.03984316454451875,0.03984316454451875,nan,0.018890325355672033,-0.005645016734391835,0.018890325355672033,0.018890325355672033,nan,-0.00856008432623323,-0.002135729487674272,-0.00856008432623323,-0.00856008432623323,nan,0.0008014424043887303,-0.05283814837121917,0.0008014424043887303,0.0008014424043887303,nan
5.788,2.2099000569999987,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,7.29241146473214e-05,0.00012376192898955196,0.006427759304642677,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.0,0.0,1.0,0.0064273210422333095,0.0064273210422333095,0.9935722510795754,0.0064273210422333095,nan,0.001515677198767662,0.0018529107328504324,0.02264748141169548,0.022773646388926583,-0.01987045608637736,0.023762066012404437,-0.045455037649803964,0.0008159146527759731,0.006197684444487095,0.0013116332702338687,-0.045455037649803964,0.0,0.0,3.8585929233546095,False,False,0.11699999999999999,0.3896786210000016,1,0.06734515100669114,0.03745046882984599,0.06734515100669114,0.06734515100669114,nan,0.021676487724374027,-0.0034673377246331473,0.021676487724374027,0.021676487724374027,nan,0.03993994930402245,0.003424828336472173,0.03993994930402245,0.03993994930402245,nan,0.01885528904880207,-0.0038814620700607905,0.01885528904880207,0.01885528904880207,nan,-0.008381510765400613,-0.035335463677146586,-0.008381510765400613,-0.008381510765400613,nan,0.0007726182856675479,-0.05347176969491249,0.0007726182856675479,0.0007726182856675479,nan
5.789,2.2850964050000044,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,7.29241146473214e-05,0.00012376192898955196,0.006427759304642677,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.0,0.0,1.0,0.0064273210422333095,0.0064273210422333095,0.9935722510795754,0.0064273210422333095,nan,0.001515677198767662,0.0018529107328504324,0.02264748141169548,0.022773646388926583,-0.01987045608637736,0.023762066012404437,-0.045455037649803964,0.0008159146527759731,0.006197684444487095,0.0013116332702338687,-0.045455037649803964,0.0,0.0,3.8585929233546095,False,False,0.11799999999999944,0.4644952839999945,1,0.06734515100669114,0.03745046882984599,0.06734515100669114,0.06734515100669114,nan,0.021676487724374027,-0.0034673377246331473,0.021676487724374027,0.021676487724374027,nan,0.03993994930402245,0.003424828336472173,0.03993994930402245,0.03993994930402245,nan,0.01885528904880207,-0.0038814620700607905,0.01885528904880207,0.01885528904880207,nan,-0.008381510765400613,-0.035335463677146586,-0.008381510765400613,-0.008381510765400613,nan,0.0007726182856675479,-0.05347176969491249,0.0007726182856675479,0.0007726182856675479,nan
5.825,2.3630429170000014,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.00017815087630879134,0.00017314439173787832,0.009859191253781319,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.0,0.0,1.0,0.009860304869775238,0.009860304869775238,0.9901408399118437,0.009860304869775238,nan,0.0034133431036025286,0.001452963100746274,0.032673344016075134,0.03288326963834092,-0.019962142859951706,0.023962150926635926,-0.04557355678638127,-0.0015989744570106268,0.004081531893461943,0.0017337598837912078,-0.04557355678638127,0.0,0.0,3.9524380154445495,False,False,0.15399999999999991,0.541018428000001,1,0.06898305685049788,0.03712462190817633,0.06898305685049788,0.06898305685049788,nan,0.02157879671461238,-0.001179427730614533,0.02157879671461238,0.02157879671461238,nan,0.040159322498946715,0.006247374791888252,0.040159322498946715,0.040159322498946715,nan,0.018813338948119096,-0.0007071846184843137,0.018813338948119096,0.018813338948119096,nan,-0.008026736593131467,-0.0658986139727415,-0.008026736593131467,-0.008026736593131467,nan,0.0008502459058341572,-0.05529212502940395,0.0008502459058341572,0.0008502459058341572,nan
5.86,2.435865583000009,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.00039835565257817507,0.0002305986563442275,0.012171746231615543,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.0,0.0,1.0,0.012178498342403523,0.012178498342403523,0.9878283610051202,0.012178498342403523,nan,0.0050344872288405895,0.0017111273482441902,0.04009167104959488,0.040442750969836266,-0.02002183948377161,0.02431770937604408,-0.04577712021425148,0.0008079710532911122,0.00480561563745141,0.0020182924345135684,-0.04577712021425148,0.0,0.0,3.9990585932854503,False,False,0.18900000000000006,0.6187285629999906,1,0.06979673943300391,0.03616715687082635,0.06979673943300391,0.06979673943300391,nan,0.021508131494051064,-0.01747479019621359,0.021508131494051064,0.021508131494051064,nan,0.04021427577278036,-0.015133678093220977,0.04021427577278036,0.04021427577278036,nan,0.018678495575021437,-0.03279997961473265,0.018678495575021437,0.018678495575021437,nan,-0.007577904383270884,0.10039701720224897,-0.007577904383270884,-0.007577904383270884,nan,0.0006875724827022367,-0.021985860716509514,0.0006875724827022367,0.0006875724827022367,nan
5.888,2.5145228290000006,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,0.00047839354374445975,0.0002577565610408783,0.013304432854056358,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.0,0.0,1.0,0.013313593301091468,0.013313593301091468,0.9866957167862253,0.013313593301091468,nan,0.005616662558168173,0.0017977155512198806,0.04295092448592186,0.04335389940582955,-0.019947123940930324,0.024427685768587146,-0.04572731791051804,0.002652460476383567,0.00436568446457386,0.0020585556048899885,-0.04572731791051804,0.0,0.0,4.087544920387905,False,False,0.21699999999999964,0.6908296869999901,1,0.07134111718393843,0.03729265841686771,0.07134111718393843,0.07134111718393843,nan,0.02153870663765023,-0.0012329449147934352,0.02153870663765023,0.02153870663765023,nan,0.0405142327737229,0.005642796845315719,0.0405142327737229,0.0405142327737229,nan,0.018664041976373724,-0.0005207553194098015,0.018664041976373724,0.018664041976373724,nan,-0.007771113997569579,0.06258204510137211,-0.007771113997569579,-0.007771113997569579,nan,0.0006274051494434829,-0.03820090028874918,0.0006274051494434829,0.0006274051494434829,nan
