sim_time_s,state,active_position_reference_kind,active_joint_reference_kind,ref_px,ref_py,ref_pz,qcmd_shoulder_pan_joint,qdcmd_shoulder_pan_joint,qcmd_shoulder_lift_joint,qdcmd_shoulder_lift_joint,qcmd_elbow_joint,qdcmd_elbow_joint,qcmd_wrist_1_joint,qdcmd_wrist_1_joint,qcmd_wrist_roll_joint,qdcmd_wrist_roll_joint,qcmd_left_knuckle_joint,qdcmd_left_knuckle_joint
5.671,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.06246253709917937,0.0,0.02198717618798085,0.0,0.03938182905591869,0.0,0.01911315535102176,0.0,-0.008920470083952026,0.0,0.0012240519981032705,0.0
5.695,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.06326598254256233,0.0,0.021933020736605968,0.0,0.03946347462682809,0.0,0.01905482404801173,0.0,-0.009330219969061915,0.0,0.0012303307114267525,0.0
5.717,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.06408036771084902,0.0,0.02187937329105072,0.0,0.03955058663150712,0.0,0.019002660022134243,0.0,-0.009159339758112672,0.0,0.001116857675005356,0.0
5.725,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.06489793591728077,0.0,0.02182054641613984,0.0,0.03963767623642145,0.0,0.01895896162869093,0.0,-0.008744281641072327,0.0,0.000982315374808529,0.0
5.763,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.06653361200612018,0.0,0.021732209732547858,0.0,0.03984316454451875,0.0,0.018890325355672033,0.0,-0.00856008432623323,0.0,0.0008014424043887303,0.0
5.788,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.06734515100669114,0.0,0.021676487724374027,0.0,0.03993994930402245,0.0,0.01885528904880207,0.0,-0.008381510765400613,0.0,0.0007726182856675479,0.0
5.789,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.06734515100669114,0.0,0.021676487724374027,0.0,0.03993994930402245,0.0,0.01885528904880207,0.0,-0.008381510765400613,0.0,0.0007726182856675479,0.0
5.825,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.06898305685049788,0.0,0.02157879671461238,0.0,0.040159322498946715,0.0,0.018813338948119096,0.0,-0.008026736593131467,0.0,0.0008502459058341572,0.0
5.86,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.06979673943300391,0.0,0.021508131494051064,0.0,0.04021427577278036,0.0,0.018678495575021437,0.0,-0.007577904383270884,0.0,0.0006875724827022367,0.0
5.888,PRESTREAM_SETPOINTS,INITIAL_HOLD,MEASURED_JOINT_HOLD,-4.474532943277154e-06,-1.3095572057864047e-06,2.1214100343058817e-06,0.07134111718393843,0.0,0.02153870663765023,0.0,0.0405142327737229,0.0,0.018664041976373724,0.0,-0.007771113997569579,0.0,0.0006274051494434829,0.0
