time_s,base_x,base_y,base_z,base_qx,base_qy,base_qz,base_qw,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_roll_joint,left_knuckle_joint,base_vx_body,base_vy_body,base_vz_body,base_wx_body,base_wy_body,base_wz_body,shoulder_pan_joint_velocity,shoulder_lift_joint_velocity,elbow_joint_velocity,wrist_1_joint_velocity,wrist_roll_joint_velocity,left_knuckle_joint_velocity
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.00044693957430531824,-0.00016849250828422535,0.9885139609408309,0.014876996684242232,0.020735713668827403,-0.00023125545301923647,0.9996742727854994,0.009063561897862364,-0.14882142088453038,0.0492136903923097,0.055994023377478656,-0.006163666192571676,-1.853860797353946e-06,0.013702147743783009,-0.00678417378722071,-0.2294353900214895,0.5951444870249877,0.8295186143049067,-0.009251222600905948,0.18127123795724726,1.0235715823093925,0.9842738078461939,1.119880467549573,-0.12327332385143351,-3.7077215947078915e-05
0.1,0.001635397501841913,-0.0007704576369970505,0.968552671191206,0.028634289887131827,0.0445323879009134,-0.0007579994941568169,0.9985972007307397,0.01675108720697817,-0.10417684179651335,0.09056340291637292,0.10448224634260304,-0.0119674209384469,-9.973127537676875e-07,0.049766790966766436,-0.029321437531384116,-0.3959735601562455,0.5510397221163175,0.9523842371822353,-0.023826097904687767,0.15375050618231612,0.8928915817603406,0.8269942504812644,0.9697644593024877,-0.11607509491750446,1.7130960871725164e-05
0.15000000000000002,0.004709905869273105,-0.0025556283600981573,0.945037495085395,0.03727803897036498,0.06120006742025277,-0.0014022004292534663,0.9974281595143766,0.023512357339600887,-0.06409540263437241,0.12696712954927408,0.14862224397659163,-0.01621466881460343,-2.3229832706306526e-08,0.11077050679794997,-0.06616957769550817,-0.45784207855407083,0.3472665874414671,0.6674179734900192,-0.02946269035593552,0.13522540265245434,0.8016287832428188,0.7280745326580235,0.882799952679772,-0.08494495752313061,1.948165842122762e-05
0.2,0.010733232341711755,-0.0061351495967274655,0.9209067628646457,0.04135803659071096,0.06992276224636389,-0.0020434512145469843,0.9966926027799813,0.029161625154678652,-0.027454144056266977,0.15961657947691132,0.18944873303973034,-0.019036156108561263,6.809874875735031e-07,0.182472442957547,-0.10806680139103139,-0.45561773832271785,0.16496010588634394,0.3490892095298204,-0.028644519926919,0.11298535630155529,0.7328251715621087,0.6529889985527451,0.8165297812627743,-0.05642974587915664,1.4084346405596191e-05
0.25,0.020290095041193133,-0.011816652801195038,0.8975566900128962,0.0418475204207383,0.0720617542213199,-0.00259154717009849,0.9965185259173294,0.03362361655141431,0.006379450734151422,0.18909139741444694,0.22737817416643313,-0.020699750178859787,1.1098539354961741e-06,0.25523450317916024,-0.1497953042222045,-0.42420840935771353,0.021160732037938917,0.08489693191417319,-0.024035114571899798,0.08923982793471326,0.6766718958083681,0.5894963587507125,0.7585888225340562,-0.03327188140597048,8.577328958453421e-06
0.30000000000000004,0.03353003648336737,-0.01965557227304848,0.875476536567181,0.03970355764394797,0.0692901101356772,-0.0029966394291017504,0.9968016494267711,0.03692988087304744,0.037807388520594065,0.2157445977429721,0.26263408011890366,-0.021476058029238323,1.3229478746074047e-06,0.3244332935784304,-0.18897258664991629,-0.3856744253937065,-0.08447906182377721,-0.11219644787357308,-0.017658416818842643,0.06612528643266259,0.6285587557288528,0.533064006570503,0.7051181190494107,-0.015526157007570696,4.261878782224613e-06
0.35000000000000003,0.050301079627965165,-0.029538778172195294,0.8547165123203511,0.03576395070265926,0.06311251156193516,-0.003242816305450081,0.9973601329795028,0.03917438749906912,0.06710441577227566,0.23982815798275364,0.2953750891766749,-0.02160300705958854,1.3846629410460547e-06,0.38763156404155696,-0.22440846053773628,-0.35122379222153716,-0.15654584327970555,-0.24872694141598803,-0.010856861826364406,0.04489013252043364,0.585940545033632,0.4816712047956305,0.6548201811554237,-0.0025389806070043267,1.2343013287729997e-06
0.4,0.07026792789953916,-0.0412537841985685,0.8351699023153343,0.03071366660515497,0.05476310516912075,-0.0033360771975616803,0.9980213141936574,0.04048294568409298,0.09447220989364066,0.2615440818515814,0.32573850336764226,-0.021274169533978527,1.348103598873828e-06,0.4432423964589731,-0.25537287378234447,-0.32484938877660724,-0.20110868452474567,-0.33555760609023977,-0.004440029247987323,0.026171163700477246,0.5473558824273,0.4343184773765547,0.6072682838193474,0.006576750512200214,-7.311868434445336e-07
0.45,0.09299400706263752,-0.0545356466851972,0.8167182449442058,0.02508693839542946,0.04521164593561331,-0.0032945835260647467,0.9986569472612336,0.040993338990392834,0.1200688598108473,0.28106736258498644,0.3538556290111526,-0.02063958937900035,1.2526096030998625e-06,0.490169714249878,-0.2813833886802078,-0.3064514788719188,-0.22422561657496878,-0.38340251527515196,0.0011502362496932936,0.010207866125997018,0.5119329983441329,0.39046561466810104,0.5623425128702061,0.012691603099563587,-1.909879915479309e-06
