stamp,object,position_error_m,rotation_error_deg,axis_error_deg,reprojection_rmse_px,visible_tag_count,inlier_corner_count,precision_valid,degraded_pose_valid,false_valid
3.100000,bulb,0.000103777,0.013279,0.011002,0.063621,4,16,1,0,0
3.133333,socket,0.000116691,0.007971,0.003871,0.063173,4,16,1,0,0
3.133333,bulb,0.000088067,0.036830,0.036790,0.045922,4,16,1,0,0
3.166667,socket,0.000032731,0.012954,0.012527,0.053384,4,16,1,0,0
3.166667,bulb,0.000154143,0.025991,0.021417,0.069872,4,16,1,0,0
3.200000,socket,0.000014416,0.024659,0.024537,0.060236,4,16,1,0,0
3.200000,bulb,0.000079670,0.073041,0.073041,0.056427,4,16,1,0,0
3.233333,socket,0.000010222,0.024803,0.024573,0.054602,4,16,1,0,0
3.233333,bulb,0.000392313,0.042921,0.040459,0.050269,4,16,1,0,0
3.266667,socket,0.000029186,0.037996,0.037983,0.081031,4,16,1,0,0
3.266667,bulb,0.000083457,0.059604,0.056363,0.060445,4,16,1,0,0
3.300000,socket,0.000101147,0.016716,0.016277,0.051874,4,16,1,0,0
3.300000,bulb,0.000100585,0.040888,0.034004,0.065879,4,16,1,0,0
3.333333,socket,0.000013410,0.013917,0.013432,0.067674,4,16,1,0,0
3.333333,bulb,0.000177935,0.022093,0.021376,0.055549,4,16,1,0,0
3.366667,socket,0.000047167,0.013610,0.012932,0.036719,4,16,1,0,0
3.366667,bulb,0.000071231,0.034778,0.034759,0.063230,4,16,1,0,0
3.400000,socket,0.000026822,0.017641,0.017315,0.075451,4,16,1,0,0
3.400000,bulb,0.000100517,0.018583,0.017529,0.070649,4,16,1,0,0
3.433333,socket,0.000006016,0.008282,0.008092,0.056293,4,16,1,0,0
3.433333,bulb,0.000041741,0.012133,0.011654,0.070680,4,16,1,0,0
3.466667,socket,0.000123312,0.014404,0.013556,0.077342,4,16,1,0,0
3.466667,bulb,0.000182877,0.044314,0.044160,0.055215,4,16,1,0,0
3.500000,socket,0.000009904,0.012782,0.012178,0.054433,4,16,1,0,0
3.500000,bulb,0.000035148,0.008121,0.006687,0.042220,4,16,1,0,0
3.533333,socket,0.000008243,0.017803,0.017777,0.054568,4,16,1,0,0
3.533333,bulb,0.000193808,0.046277,0.045558,0.070547,4,16,1,0,0
3.566667,socket,0.000069427,0.013251,0.012290,0.047149,4,16,1,0,0
3.566667,bulb,0.000116209,0.042404,0.041601,0.063230,4,16,1,0,0
3.600000,socket,0.000085156,0.020711,0.020411,0.046345,4,16,1,0,0
3.600000,bulb,0.000036567,0.041033,0.040446,0.061900,4,16,1,0,0
3.633333,socket,0.000009070,0.015820,0.015018,0.068759,4,16,1,0,0
3.633333,bulb,0.000281797,0.008873,0.008612,0.068785,4,16,1,0,0
3.666667,socket,0.000022146,0.014898,0.014866,0.068481,4,16,1,0,0
3.666667,bulb,0.000135734,0.031048,0.029385,0.057137,4,16,1,0,0
3.700000,socket,0.000062285,0.013151,0.012520,0.049547,4,16,1,0,0
3.700000,bulb,0.000110888,0.042273,0.040103,0.068424,4,16,1,0,0
3.733333,socket,0.000033250,0.003839,0.002498,0.056981,4,16,1,0,0
3.733333,bulb,0.000056608,0.051627,0.051378,0.049976,4,16,1,0,0
3.766667,socket,0.000026176,0.028623,0.028586,0.078857,4,16,1,0,0
3.766667,bulb,0.000153955,0.019410,0.018881,0.078262,4,16,1,0,0
3.800000,socket,0.000038220,0.016977,0.016836,0.066977,4,16,1,0,0
3.800000,bulb,0.000041356,0.032554,0.032523,0.062847,4,16,1,0,0
3.833333,socket,0.000011779,0.015088,0.014047,0.078993,4,16,1,0,0
3.833333,bulb,0.000030342,0.037246,0.036668,0.062991,4,16,1,0,0
3.866667,socket,0.000037467,0.016745,0.016727,0.073593,4,16,1,0,0
3.866667,bulb,0.000061788,0.045492,0.044933,0.057903,4,16,1,0,0
3.900000,socket,0.000026650,0.010332,0.010161,0.076144,4,16,1,0,0
3.900000,bulb,0.000067252,0.027078,0.026837,0.054756,4,16,1,0,0
3.933333,socket,0.000025773,0.025485,0.025381,0.063882,4,16,1,0,0
3.933333,bulb,0.000064540,0.042408,0.041946,0.062516,4,16,1,0,0
3.966667,socket,0.000047955,0.018679,0.017142,0.064491,4,16,1,0,0
