sim_time_s,wall_time_s,state,active_reference_kind,active_joint_reference_kind,ref_px,ref_py,ref_pz,px,py,pz,vx,vy,vz,roll_rad,pitch_rad,yaw_rad,wx,wy,wz,position_error_m,position_error_to_active_reference_m,position_error_to_final_hold_m,position_error_to_initial_m,takeoff_transition_error_m,joint_error_to_active_reference_deg,joint_error_to_neutral_deg,max_joint_error_to_active_reference_deg,max_joint_error_to_neutral_deg,speed_mps,yaw_error_rad,max_joint_error_rad,offboard,armed,q_shoulder_pan_joint,qd_shoulder_pan_joint,qcmd_shoulder_pan_joint,effort_shoulder_pan_joint,qref_shoulder_pan_joint,q_shoulder_lift_joint,qd_shoulder_lift_joint,qcmd_shoulder_lift_joint,effort_shoulder_lift_joint,qref_shoulder_lift_joint,q_elbow_joint,qd_elbow_joint,qcmd_elbow_joint,effort_elbow_joint,qref_elbow_joint,q_wrist_1_joint,qd_wrist_1_joint,qcmd_wrist_1_joint,effort_wrist_1_joint,qref_wrist_1_joint,q_wrist_roll_joint,qd_wrist_roll_joint,qcmd_wrist_roll_joint,effort_wrist_roll_joint,qref_wrist_roll_joint,q_left_knuckle_joint,qd_left_knuckle_joint,qcmd_left_knuckle_joint,effort_left_knuckle_joint,qref_left_knuckle_joint
8.263,0.07416004399965459,ARM_NEUTRALIZE,INITIAL_HOLD,ARM_NEUTRALIZE_PROFILE,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,0.015667065978050232,0.008100385777652264,0.04684893414378166,-0.021553205162413967,0.02615710450928896,-0.06860051782818527,0.001978691201657057,-0.005044837947934866,0.00013710719940718326,0.0,0.0,0.9454098166053194,0.0,nan,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-19.505714715164267, -6.510836814451049, 10.00094044442368, 7.47813040031604, 1.474844586087049, 0.03625250940780213]",0.0,19.505714715164267,0.05005892364519798,-0.06860051782818527,0.0,False,False,-0.34043894473432434,-0.05034813258140523,-0.34043894473432434,nan,-0.34043894473432434,-0.11363553947222993,-0.012796364797056647,-0.11363553947222993,nan,-0.11363553947222993,0.17454933905105818,-0.007886174736237208,0.17454933905105818,nan,0.17454933905105818,0.1305179973789965,-0.013179074520465728,0.1305179973789965,nan,0.1305179973789965,0.025740893982431956,-0.053203822495874666,0.025740893982431956,nan,0.025740893982431956,0.0006327256512763668,0.0556863121972643,0.0006327256512763668,nan,0.0006327256512763668
8.289,0.11257503599972551,ARM_NEUTRALIZE,INITIAL_HOLD,ARM_NEUTRALIZE_PROFILE,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,0.002758560935035348,-0.00284850993193686,0.054234545677900314,0.014376724138855934,0.008717834018170834,0.04689367488026619,-0.021584171596710642,0.02607244236106941,-0.06843995890441273,0.0012999661266803741,-0.005261612590402365,-0.0004991939058527344,0.0005905963641687594,0.0005905963641687594,0.945773766952939,0.0005905963641687594,nan,"[-0.05989484897369641, -0.0024220948372260212, 0.005116932771570422, -0.0001317632576135466, -0.03352973434976949, 0.0025518798845407895]","[-19.56548423411189, -6.513217075222739, 10.005993118174498, 7.477950587843529, 1.4413053754215879, 0.03880415635917355]",0.05989484897369641,19.56548423411189,0.04981673986431918,-0.06843995890441273,0.0010453623195757489,False,False,-0.34148211963229347,-0.054875207325079334,-0.3404367573127177,nan,-0.3404367573127177,-0.11367708285975198,0.008180975716805941,-0.11363480933004683,nan,-0.11363480933004683,0.17463752484403905,0.015558559911220555,0.17454821751957195,nan,0.17454821751957195,0.13051485905931504,0.012266266277158589,0.13051715876199355,nan,0.13051715876199355,0.02515552432779966,-0.8139010924931133,0.02574072858952218,nan,0.02574072858952218,0.0006772602919262738,0.05548719285557513,0.0006327215858256243,nan,0.0006327215858256243
8.321,0.18482989499989344,ARM_NEUTRALIZE,INITIAL_HOLD,ARM_NEUTRALIZE_PROFILE,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,0.0018496558768674731,-0.0025576604530215263,0.05327858403325081,0.01302199624478817,0.009926924481987953,0.04697037488222122,-0.02158704968768594,0.026081032108743702,-0.06819032562285732,0.0002865309070330113,-0.003554647322744131,-0.000648332759737968,0.0019331058991319484,0.0019331058991319484,0.9467266777185178,0.0019331058991319484,nan,"[-0.18052061212143383, -0.008417973040219372, 0.014770865696969357, -0.0014761196913412374, 0.0006185777247327727, -0.0025944275950357566]","[-19.684866333081224, -6.5187978292103015, 10.015009401489888, 7.476129433556654, 1.475359652932004, 0.03365553745712487]",0.18052061212143383,19.684866333081224,0.04974266109132851,-0.06819032562285733,0.003150679049234606,False,False,-0.34356573032725013,-0.044279827291254716,-0.3404150512780155,nan,-0.3404150512780155,-0.11377448539157875,-0.012699925687065856,-0.1136275640456828,nan,-0.1136275640456828,0.17479488867418524,-0.00783117401802848,0.17453708843440324,nan,0.17453708843440324,0.13048307392082226,-0.013446788702972947,0.13050883706958968,nan,0.13050883706958968,0.025749883594744283,-0.029520728735255894,0.0257390873767682,nan,0.0257390873767682,0.0005873999401551089,0.05304348474147936,0.0006326812438930809,nan,0.0006326812438930809
8.355,0.25756122499933554,ARM_NEUTRALIZE,INITIAL_HOLD,ARM_NEUTRALIZE_PROFILE,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,0.0006040281150490046,-0.002440532436594367,0.051795944571495056,0.011117706075310707,0.009783251211047173,0.04521903768181801,-0.02159236433639447,0.025937674932880208,-0.06805702295487948,0.0006024686736054718,-0.005218724720180035,-0.003353851148858666,0.0038477607099841552,0.0038477607099841552,0.9482073885915471,0.0038477607099841552,nan,"[-0.24135989846016534, -0.010463339120973244, 0.022566865159294472, 0.0012127985505793414, -0.03810721559299999, -0.0027094611533500556]","[-19.741704706692648, -6.519507725647582, 10.020754059050958, 7.477284475827765, 1.4363313470141723, 0.033533067968961064]",0.24135989846016534,19.741704706692648,0.04758231563832443,-0.06805702295487948,0.004212524910409077,False,False,-0.34455774708824816,-0.047323191052512925,-0.3403452221778391,nan,-0.3403452221778391,-0.11378687542175747,0.028088874403991763,-0.11360425570334376,nan,-0.11360425570334376,0.1748951518630255,0.03467502614842601,0.17450128576414223,nan,0.17450128576414223,0.13050323321145285,0.03352937623262696,0.13048206588358183,nan,0.13048206588358183,0.025068711155002532,-0.6213111488221941,0.025733807535867705,nan,0.025733807535867705,0.0005852624443534182,-0.002629505405201099,0.0006325514624342597,nan,0.0006325514624342597
8.386,0.3323789300002318,ARM_NEUTRALIZE,INITIAL_HOLD,ARM_NEUTRALIZE_PROFILE,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,0.0001725032925605774,-0.002385118044912815,0.05125194415450096,0.010388870723545551,0.009634454734623432,0.044299717992544174,-0.02158984520958315,0.025920098120528354,-0.06800128312483521,-0.0001690624631009996,-0.005128213204443456,-0.004186406265944242,0.004540713807489559,0.004540713807489559,0.9487510695730931,0.004540713807489559,nan,"[-0.3511371199354177, -0.016280431135609962, 0.030245612030893165, -0.0007194259441809737, 0.006035359538390989, 0.0016751365642848559]","[-19.844221519631606, -6.522901356852074, 10.024710260277141, 7.472568744930556, 1.4799249561436045, 0.03790417179351848]",0.3511371199354177,19.844221519631606,0.046510389884014,-0.06800128312483521,0.006128498868843257,False,False,-0.34634700301268406,-0.038823727061417325,-0.3402185041438408,nan,-0.3402185041438408,-0.11384610545987428,0.0013508641364756316,-0.11356195833291369,nan,-0.11356195833291369,0.17496420060029383,0.004030189868468155,0.17443631508607393,nan,0.17443631508607393,0.13042092818065854,0.0026546125135381653,0.13043348453210876,nan,0.13043348453210876,0.02582956316713858,0.08275737355251625,0.025724226271652013,nan,0.025724226271652013,0.0006615525980384618,0.033388267211326525,0.0006323159495711454,nan,0.0006323159495711454
8.397,0.4072792289998688,ARM_NEUTRALIZE,INITIAL_HOLD,ARM_NEUTRALIZE_PROFILE,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,-0.000405231025069952,-0.0022763051092624664,0.050489507615566254,0.009501507505774498,0.010415981523692608,0.04380470886826515,-0.0216509206771345,0.02581749285362004,-0.06796939684532513,-0.0015775524079799652,-0.006046415306627751,-0.004049447365105151,0.005500335137058463,0.005500335137058463,0.9495133073976709,0.005500335137058463,nan,"[-0.3547454947355003, -0.017484875055343574, 0.03209569248186733, 0.0006639582425706502, 0.006308191993709388, 0.0016818429394829543]","[-19.844221519631606, -6.522901356852074, 10.024710260277141, 7.472568744930556, 1.4799249561436045, 0.03790417179351848]",0.3547454947355003,19.844221519631606,0.04601764699566529,-0.06796939684532513,0.006191476889750691,False,False,-0.34634700301268406,-0.038823727061417325,-0.34015552612293337,nan,-0.34015552612293337,-0.11384610545987428,0.0013508641364756316,-0.11354093682085871,nan,-0.11354093682085871,0.17496420060029383,0.004030189868468155,0.17440402509077765,nan,0.17440402509077765,0.13042092818065854,0.0026546125135381653,0.13040933992322992,nan,0.13040933992322992,0.02582956316713858,0.08275737355251625,0.025719464447000406,nan,0.025719464447000406,0.0006615525980384618,0.033388267211326525,0.0006321989012430645,nan,0.0006321989012430645
8.41,0.48992096399979346,ARM_NEUTRALIZE,INITIAL_HOLD,ARM_NEUTRALIZE_PROFILE,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,-0.000405231025069952,-0.0022763051092624664,0.050489507615566254,0.009501507505774498,0.010415981523692608,0.04380470886826515,-0.0216509206771345,0.02581749285362004,-0.06796939684532513,-0.0015775524079799652,-0.006046415306627751,-0.004049447365105151,0.005500335137058463,0.005500335137058463,0.9495133073976709,0.005500335137058463,nan,"[-0.40668626845247585, -0.018798085354045452, 0.036372602832251834, 0.0005319186182055141, 0.0028133282611566817, 0.002261760331493343]","[-19.89110634447721, -6.5225269356784406, 10.026394892195743, 7.470498347983244, 1.4760478075817407, 0.03847469240941986]",0.40668626845247585,19.89110634447721,0.04601764699566529,-0.06796939684532513,0.007098014407145248,False,False,-0.34716529757546066,-0.03976871823113859,-0.3400672831683154,nan,-0.3400672831683154,-0.11383957057760519,-0.005006853882666802,-0.11351148209510617,nan,-0.11351148209510617,0.1749936029739576,-0.004783183937878321,0.1743587812970146,nan,0.1743587812970146,0.1303847929371047,-0.0070871638661432305,0.13037550920586435,nan,0.13037550920586435,0.025761894159145093,0.02574545175794425,0.025712792318048502,nan,0.025712792318048502,0.0006715100612364466,0.03577870052238023,0.0006320348965608894,nan,0.0006320348965608894
8.416,0.5650366509999003,ARM_NEUTRALIZE,INITIAL_HOLD,ARM_NEUTRALIZE_PROFILE,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,-0.0007448838441632688,-0.0021965322084724903,0.04994956776499748,0.009129633195698261,0.009607098065316677,0.04364388808608055,-0.02173331810801183,0.025786010036182798,-0.06789539121727098,-0.0029212860390543938,-0.005951628554612398,-0.003001332748681306,0.006136458266703055,0.006136458266703055,0.9500532634518968,0.006136458266703055,nan,"[-0.4093271335139965, -0.01967958299284575, 0.03772662315848429, 0.0015443774585033663, 0.003013006437293436, 0.0022666685333657456]","[-19.89110634447721, -6.5225269356784406, 10.026394892195743, 7.470498347983244, 1.4760478075817407, 0.03847469240941986]",0.4093271335139965,19.89110634447721,0.0456117912693081,-0.06789539121727098,0.007144106197569666,False,False,-0.34716529757546066,-0.03976871823113859,-0.340021191377891,nan,-0.340021191377891,-0.11383957057760519,-0.005006853882666802,-0.11349609705896055,nan,-0.11349609705896055,0.1749936029739576,-0.004783183937878321,0.1743351491841829,nan,0.1743351491841829,0.1303847929371047,-0.0070871638661432305,0.13035783846556023,nan,0.13035783846556023,0.025761894159145093,0.02574545175794425,0.02570930727643054,nan,0.02570930727643054,0.0006715100612364466,0.03577870052238023,0.0006319492322778634,nan,0.0006319492322778634
8.438,0.6512552699996377,ARM_NEUTRALIZE,INITIAL_HOLD,ARM_NEUTRALIZE_PROFILE,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,-0.0011864001862704754,-0.0020897379145026207,0.04910225421190262,0.008736763149499893,0.009799020364880562,0.04290285333991051,-0.02183365889730209,0.02567704303302464,-0.06781341548933978,-0.0037542814388871193,-0.007226444315165281,-0.002355286153033375,0.007078024784736413,0.007078024784736413,0.9509007821507133,0.007078024784736413,nan,"[-0.4643787552330925, -0.021131310304026683, 0.044657001122779406, 0.0037075877981992663, -0.006649311090411705, -0.004022336545689322]","[-19.93468430040963, -6.5201488537931125, 10.027442509651776, 7.468262766985358, 1.4655179558921163, 0.03216436285274644]",0.4643787552330925,19.93468430040963,0.044866542714451195,-0.06781341548933978,0.008104938255130312,False,False,-0.3479258763877704,-0.034363345048110824,-0.3398209381326401,nan,-0.3398209381326401,-0.11379806521882418,-0.00963363091019165,-0.11342925427875832,nan,-0.11342925427875832,0.17501188734786677,-0.014106728227269577,0.17423247564420746,nan,0.17423247564420746,0.13034577468799657,-0.017960224621226515,0.13028106507361123,nan,0.13028106507361123,0.025578113577414463,-0.01781108383343908,0.02569416594893152,nan,0.02569416594893152,0.0005613740335865813,0.04359230660543295,0.0006315770499321553,nan,0.0006315770499321553
8.479,0.7260543759994107,ARM_NEUTRALIZE,INITIAL_HOLD,ARM_NEUTRALIZE_PROFILE,0.0031591341830790043,-0.0030818204395473003,0.05460048466920853,-0.0017528634052723646,-0.001843097503297031,0.047449760138988495,0.007695086300373077,0.010670460760593414,0.04204416647553444,-0.02186934191280803,0.02554968372715184,-0.0677049730800353,-0.00016470551781821996,-0.005599651951342821,-0.0018133629346266382,0.008763276563469433,0.008763276563469433,0.9525536357590552,0.008763276563469433,nan,"[-0.6082507431695916, -0.020498258573173292, 0.05499277080558863, 0.0025586604604934163, 0.004669292944891045, -0.00022032644751492918]","[-20.048797223092325, -6.509582486598179, 10.022520256563771, 7.455704764214676, 1.4745864503099306, 0.03591106399101678]",0.6082507431695916,20.048797223092325,0.04405434167747836,-0.06770497308003531,0.010615978146011784,False,False,-0.3499175226076572,-0.029511323850150383,-0.3393015444616454,nan,-0.3393015444616454,-0.11361364732129786,-0.0005047883788268878,-0.11325588521827083,nan,-0.11325588521827083,0.17492597782486463,-0.006515458820737238,0.1739661729095125,nan,0.1739661729095125,0.1301265961921736,-0.006754885467005032,0.1300819391426974,nan,0.1300819391426974,0.025736388663204046,0.05540289117842168,0.025654894127575555,nan,0.025654894127575555,0.0006267663045376182,0.033773759832044135,0.0006306117264759762,nan,0.0006306117264759762
