sim_time_s,wall_time_s,state,px,py,pz,vx,vy,vz,roll_rad,pitch_rad,yaw_rad,wx,wy,wz,position_error_m,speed_mps,yaw_error_rad,max_joint_error_rad,offboard,armed,q_shoulder_pan_joint,qd_shoulder_pan_joint,qcmd_shoulder_pan_joint,effort_shoulder_pan_joint,q_shoulder_lift_joint,qd_shoulder_lift_joint,qcmd_shoulder_lift_joint,effort_shoulder_lift_joint,q_elbow_joint,qd_elbow_joint,qcmd_elbow_joint,effort_elbow_joint,q_wrist_1_joint,qd_wrist_1_joint,qcmd_wrist_1_joint,effort_wrist_1_joint,q_wrist_roll_joint,qd_wrist_roll_joint,qcmd_wrist_roll_joint,effort_wrist_roll_joint,q_left_knuckle_joint,qd_left_knuckle_joint,qcmd_left_knuckle_joint,effort_left_knuckle_joint
11.866,0.229173344000003,PRESTREAM_SETPOINTS,0.03282088041305542,-0.00025079300394281745,0.042267266660928726,0.06500022858381271,0.010570758953690529,0.06739573925733566,-0.02133018201729976,0.029098559810559626,-0.0707259100760726,0.001901404233649373,-0.0021264813840389256,-0.004422876983880997,0.9582949762976677,0.09422821409136282,-0.07072591007607261,0.3865056074528237,False,False,-0.3865056074528237,-0.05760342843918367,0.0,nan,0.014314104505869452,0.0108792343147515,0.0,nan,0.06666094265810774,0.01741378446366326,0.0,nan,-0.010986631862601293,0.007632488697095291,0.0,nan,0.009135520369073724,-0.8295094144921491,0.0,nan,0.0014440783975704363,0.04493119802952426,0.0,nan
11.9,0.4236756369999739,PRESTREAM_SETPOINTS,0.03158487752079964,-0.0006781899719499052,0.043494224548339844,0.06165749579668045,0.009374712593853474,0.06680517643690109,-0.02137136141304758,0.028886254632463217,-0.07085684836634484,-0.0009265716653317213,-0.003909270279109479,-0.006966237910091876,0.9570273574470186,0.09139181376305269,-0.07085684836634483,0.38868032182826795,False,False,-0.38868032182826795,-0.056662327949849885,0.0,nan,0.014319313614373996,0.0036743347373781278,0.0,nan,0.06693189063169225,0.009667656861223105,0.0,nan,-0.01106323114714769,0.0003399758405355051,0.0,nan,0.009195433696211452,-0.8591450722903434,0.0,nan,0.0014734081883513994,0.06811928646997267,0.0,nan
11.934,0.5029417789999684,PRESTREAM_SETPOINTS,0.030697492882609367,-0.0010548330610617995,0.044526249170303345,0.060605235397815704,0.00917493924498558,0.06702317297458649,-0.021376486352810944,0.028791050220293296,-0.07092663292801271,-0.0015491575468331575,-0.0026527484878897676,-0.0066983322612941265,0.9559673306481942,0.09082554587424824,-0.07092663292801271,0.38762038185063385,False,False,-0.38762038185063385,0.485383071288797,0.0,nan,0.014201280076336253,-0.012130600550939605,0.0,nan,0.06652157030994577,-0.09687721779941055,0.0,nan,-0.011108581565208553,0.05426234311881536,0.0,nan,-0.009091893359423509,0.3689031830596823,0.0,nan,0.001318394071252449,-0.00951370610519775,0.0,nan
11.966,0.574600213999986,PRESTREAM_SETPOINTS,0.02922965958714485,-0.0013882061466574669,0.04447377100586891,0.05817689001560211,0.009519985876977444,0.06628432124853134,-0.021443059309231238,0.02867203958630937,-0.07101713325909526,-0.00216862210072577,-0.003608856815844775,-0.006723522674292325,0.9559742017500423,0.08870621120510004,-0.07101713325909526,0.363110996885708,False,False,-0.363110996885708,0.7731115872529627,0.0,nan,0.014710522686521621,0.03229808900865165,0.0,nan,0.06330737633450045,-0.06031590706679231,0.0,nan,-0.008651204899961407,0.08021472081829212,0.0,nan,-0.009581019346795117,-0.4113931897964902,0.0,nan,0.0011010788311676123,-0.0016102226655505536,0.0,nan
12.0,0.7606677579999541,PRESTREAM_SETPOINTS,0.02710800990462303,-0.0018724994733929634,0.044607747346162796,0.05535339191555977,0.009284306317567825,0.06477703899145126,-0.021265043656447307,0.02838179000914466,-0.07096488503714507,-0.00019806745694950223,-0.005153993144631386,-0.0027156078722327943,0.9557785867481235,0.08571033263764635,-0.07096488503714507,0.33431316840901637,False,False,-0.33431316840901637,0.6516378150725368,0.0,nan,0.015636866992491782,0.02953955499384272,0.0,nan,0.060734816920937185,-0.057686544531640904,0.0,nan,-0.005932931186721113,0.07249191728635918,0.0,nan,-0.010119100758295474,0.0008776952281748795,0.0,nan,0.00086337332815134,-0.009466428916439784,0.0,nan
12.033,0.9447015249999708,PRESTREAM_SETPOINTS,0.026375841349363327,-0.002036153804510832,0.04468471184372902,0.05431579053401947,0.009121357463300228,0.06441711634397507,-0.02138477255092417,0.02823016388920486,-0.0708848723893678,-0.0012024615425616503,-0.004764215089380741,-0.0029014793690294023,0.9556815006655206,0.08475239903024576,-0.0708848723893678,0.3087356571002893,False,False,-0.3087356571002893,0.6076352041697842,0.0,nan,0.01648028612155006,0.025024650924853734,0.0,nan,0.05834956445507711,-0.05392139828370564,0.0,nan,-0.0034216150329591244,0.06674397476663899,0.0,nan,-0.009426040725783125,1.10580095683352,0.0,nan,0.0006999173303166017,-0.0011178364816233355,0.0,nan
12.066,1.0319121979999863,PRESTREAM_SETPOINTS,0.024791939184069633,-0.0023851674050092697,0.04499507695436478,0.05061035975813866,0.009617792442440987,0.06413710117340088,-0.02143475024290876,0.02794900778766656,-0.0708903756030567,-0.0023773808497935534,-0.006541261449456216,-0.003592470195144414,0.9553296458885049,0.0822646837545806,-0.0708903756030567,0.29681673261980457,False,False,-0.29681673261980457,0.5651743045953206,0.0,nan,0.016880685883807978,0.025292156074451653,0.0,nan,0.05724797855520958,-0.0477556816032786,0.0,nan,-0.0022532307411369246,0.06139163631286243,0.0,nan,-0.009744652507263751,-0.26517113637936557,0.0,nan,0.0006172123400158824,-0.00695446167507674,0.0,nan
12.1,1.1140152399999579,PRESTREAM_SETPOINTS,0.023530635982751846,-0.0026829098351299763,0.04461221769452095,0.048237673938274384,0.008059598505496979,0.06304726004600525,-0.021314023248717336,0.027758971138076547,-0.07079575111070688,0.0006071815150789917,-0.004645306617021561,-0.003466148395091295,0.9556812771073406,0.07979215070640529,-0.07079575111070688,0.2745855673807114,False,False,-0.2745855673807114,0.5529280833283666,0.0,nan,0.01762150367289106,0.021670405275123344,0.0,nan,0.05518891936150272,-0.04508478011268715,0.0,nan,-0.00013121915771208137,0.06073040539765309,0.0,nan,-0.009827257425091496,0.8800614295720119,0.0,nan,0.0004981172465603478,-0.0012000196441873667,0.0,nan
12.133,1.198739168999964,PRESTREAM_SETPOINTS,0.02292405068874359,-0.002880911575630307,0.044406622648239136,0.04743834584951401,0.006895874626934528,0.06272147595882416,-0.02139410295401282,0.027691780244562907,-0.07073928713756046,1.2208402040414512e-06,-0.004171971697360277,-0.0028244024142622943,0.9558726455914677,0.07894259490453717,-0.07073928713756046,0.2539114174395021,False,False,-0.2539114174395021,0.5168403568602279,0.0,nan,0.018323145613632796,0.02392461827617885,0.0,nan,0.053306805152876,-0.03565909987807514,0.0,nan,0.001990527501647854,0.06230607094691954,0.0,nan,-0.010348521025373536,0.7514017897826891,0.0,nan,0.0004001244376121704,0.002057075273842579,0.0,nan
12.166,1.29696146699996,PRESTREAM_SETPOINTS,0.021224047988653183,-0.0032269267830997705,0.04397645220160484,0.045340172946453094,0.005477320868521929,0.06210624799132347,-0.02135964466561042,0.027434601456179677,-0.07064684316933052,0.00042214334825985134,-0.00561200175434351,-0.0030119523871690026,0.9562645539883398,0.07709032602260023,-0.07064684316933052,0.24440370243604104,False,False,-0.24440370243604104,0.45006699888911905,0.0,nan,0.018549859709436234,0.022407104284338425,0.0,nan,0.052327589302021416,-0.03680536820057204,0.0,nan,0.002798791936741374,0.04719605392767817,0.0,nan,-0.009791205119486612,0.25251414436939995,0.0,nan,0.00023084608799894824,-0.031179065102876102,0.0,nan
