sim_time_s,state,qcmd_shoulder_pan_joint,qdcmd_shoulder_pan_joint,qcmd_shoulder_lift_joint,qdcmd_shoulder_lift_joint,qcmd_elbow_joint,qdcmd_elbow_joint,qcmd_wrist_1_joint,qdcmd_wrist_1_joint,qcmd_wrist_roll_joint,qdcmd_wrist_roll_joint,qcmd_left_knuckle_joint,qdcmd_left_knuckle_joint
11.866,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.9,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.934,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.966,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.033,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.066,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.1,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.133,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.166,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.2,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.235,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.266,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.3,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.333,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.366,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.4,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.433,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.466,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.5,PRESTREAM_SETPOINTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.533,ABORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.566,ABORT,-0.12043269301293845,6.046727331037537e-05,0.022462108212520083,-1.1277854894997335e-05,0.040806313783423434,-2.0488178638221743e-05,0.014740556670974634,-7.400990932546388e-06,-0.009364170217689077,4.701595768659357e-06,0.0004929838756954933,-2.4751909139891945e-07
12.6,ABORT,-0.1204278424988826,0.0002449997282456921,0.022461203534821002,-4.569531968617128e-05,0.040804670279540704,-8.301347032547976e-05,0.014739962984364006,-2.998714292796742e-05,-0.009363793068942122,1.904980368024945e-05,0.0004929640204123593,-1.002891428840905e-06
12.635,ABORT,-0.12041414745942121,0.0005577661030819089,0.022458649249513084,-0.00010402991290210113,0.04080002997744701,-0.00018898837226592998,0.014738286757583376,-6.826869553389681e-05,-0.009362728219544121,4.3368761423901586e-05,0.0004929079606044902,-2.283181487931609e-06
