stamp,object,position_error_m,rotation_error_deg,axis_error_deg,reprojection_rmse_px,visible_tag_count,inlier_corner_count,precision_valid,false_valid
66.981000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
66.981000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
66.981000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
66.981000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
67.181000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
67.181000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
67.181000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
67.181000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
67.382000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
67.382000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
67.382000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
67.382000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
67.581000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
67.581000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
67.581000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
67.581000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
67.783000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
67.783000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
67.783000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
67.783000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
67.982000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
67.982000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
67.982000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
67.982000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
68.181000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
68.181000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
68.181000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
68.181000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
68.349000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
68.349000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
68.349000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
68.349000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
68.581000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
68.581000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
68.581000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
68.581000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
68.782000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
68.782000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
68.782000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
68.782000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
68.981000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
68.981000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
69.181000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
69.181000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
69.181000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
69.181000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
69.349000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
69.349000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
69.349000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
69.349000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
69.548000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
69.548000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
69.548000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
69.548000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
69.748000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
69.748000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
69.748000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
69.748000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
69.951000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
69.951000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
69.951000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
69.951000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
70.081000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
70.081000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
70.081000000,socket,0.049585031,0.151561,0.151559,0.317546,4,8,1,0
70.081000000,bulb,0.029666400,0.858955,0.858954,0.120685,4,8,1,0
